t_ns,hPa
19711242231478,982.7854
19711282232468,982.78125
19711322230593,982.78296
19711362232103,982.7815
19711402234551,982.7742
19711442231061,982.7761
19711482233978,982.7798
19711522230853,982.78076
19711562230436,982.7749
19711602232676,982.78174
19711642230697,982.78467
19711682230957,982.7849
19711722230801,982.78687
19711762230332,982.7837
19711802232416,982.7871
19711842232572,982.7876
19711882230541,982.78784
19711922353822,982.79663
19711962230645,982.8008
19712002232311,982.79736
19712042233926,982.7949
19712082231791,982.79297
19712122244082,982.79346
19712162230332,982.79346
19712202230697,982.7947
19712242231426,982.7927
19712282232051,982.79224
19712322231739,982.7949
19712362231218,982.79395
19712402232311,982.8025
19712442233041,982.7969
19712482232416,982.7925
19712522232155,982.79614
19712562352364,982.79346
19712602230489,982.7971
19712642233457,982.7898
19712682232416,982.78784
19712722231166,982.7864
19712762231270,982.7866
19712802231218,982.79224
19712842231009,982.792
19712882233353,982.7954
19712922231061,982.80054
19712962231947,982.8013
19713002230593,982.7971
19713042231061,982.7991
19713082232051,982.79395
19713122231634,982.78564
19713162231634,982.7815
19713202236947,982.7842
19713242234811,982.79395
19713282236114,982.79175
19713322238561,982.79004
19713362236374,982.78784
19713402327364,982.78467
19713442235541,982.7805
19713482234551,982.7859
19713522239239,982.7932
19713562235905,982.791
19713602238197,982.79175
19713642233822,982.7988
19713682234239,982.8025
19713722235957,982.80347
19713762239343,982.7954
19713802237311,982.7859
19713842235905,982.78394
19713882234864,982.77856
19713922234134,982.77954
19713962271374,982.77954
19714002237624,982.7903
19714042326739,982.7871
19714082234447,982.7849
19714122236270,982.78516
19714162235332,982.79004
19714202236478,982.7998
19714242237468,982.791
19714282235280,982.7888
19714322234603,982.79297
19714362238457,982.79004
19714402235905,982.792
19714442237311,982.78174
19714482249291,982.7859
19714522234864,982.7849
19714562239186,982.78687
19714602235124,982.7876
19714642237572,982.79224
19714682243405,982.7925
19714722235280,982.7903
19714762234551,982.78955
19714802236530,982.7881
19714842238718,982.7864
19714882235749,982.7842
19714922234291,982.78784
19714962234603,982.7888
19715002236739,982.7876
19715042234916,982.78784
19715082238353,982.78467
19715122403041,982.7822
19715162235020,982.7871
19715202236739,982.78516
19715242237207,982.7883
19715282240020,982.7837
19715322283197,982.781
19715362233926,982.79224
19715402235697,982.79443
19715442237780,982.7942
19715482236582,982.79175
19715522236166,982.7883
19715562236634,982.78613
19715602235124,982.7883
19715642239082,982.7883
19715682239343,982.79224
19715722235176,982.7937
19715762418041,982.79346
19715802235072,982.7837
19715842234499,982.77783
19715882235905,982.77954
19715922237155,982.781
19715962266218,982.7837
19716002234343,982.7803
19716042235384,982.7822
19716082236218,982.7903
19716122239239,982.7866
19716162235228,982.79346
19716202236426,982.7915
19716242237259,982.7903
19716282236218,982.78955
19716322235801,982.7993
19716362235176,982.7993
19716402384395,982.8003
19716442235124,982.7954
19716482235645,982.7976
19716522236686,982.7842
19716562235489,982.78735
19716602237207,982.7859
19716642234343,982.78613
19716682236166,982.7864
19716722238666,982.7893
19716762235176,982.7964
19716802237207,982.7903
19716842235176,982.78516
19716882235541,982.7881
19716922237728,982.7908
19716962235749,982.7925
19717002236582,982.79395
19717042316166,982.78955
19717082234759,982.791
19717122234655,982.7908
19717162235853,982.7888
19717202235749,982.79175
19717242248978,982.792
19717282234499,982.78784
19717322234134,982.792
19717362236322,982.78687
19717402235853,982.79346
19717442237624,982.7883
19717482237364,982.7822
19717522234968,982.78394
19717562235853,982.79126
19717602239343,982.78735
19717642237259,982.7925
19717682357728,982.78906
19717722235020,982.78784
19717762235905,982.79224
19717802235436,982.7849
19717842234603,982.79346
19717882235489,982.79224
19717922234707,982.79346
19717962236843,982.79565
19718002236634,982.79346
19718042235853,982.78516
19718082236530,982.7859
19718122236374,982.78613
19718162237520,982.78516
19718202238093,982.792
19718242239916,982.78906
19718282236686,982.7888
19718322361374,982.7886
19718362234059,982.7888
19718402237445,982.7915
19718442239893,982.7903
19718482236195,982.7881
19718522245101,982.79736
19718562236351,982.8025
19718602237132,982.8081
19718642237861,982.8042
19718682238643,982.7937
19718722235518,982.7969
19718762237080,982.79395
19718802234684,982.79443
19718842236195,982.7971
19718882237393,982.7903
19718922237080,982.7932
19718962317393,982.7942
19719002234528,982.7942
19719042236715,982.79395
19719082236455,982.8008
19719122235934,982.7969
19719162235622,982.79395
19719202234424,982.79004
19719242234997,982.78906
