t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
19716156247029,1788549662330,47,false,32.4,0,0,5872959488
19721173634579,1788549667347,47,false,32.4,0,0,5866631168
19726193027390,1788549672367,47,false,32.4,0,0,5863018496
19731207907127,1788549677382,47,false,32.4,0,0,5857103872
19736224114782,1788549682398,47,false,32.4,0,0,5854916608
19741248374780,1788549687422,47,false,32.4,0,0,5851308032
19746325864778,1788549692500,47,false,32.4,0,0,5848444928
19751372792536,1788549697547,47,false,32.4,0,0,5842067456
19756412095816,1788549702586,47,false,32.4,0,0,5865041920
19761491715397,1788549707666,47,false,32.4,0,0,5855203328
19766541130968,1788549712715,47,false,32.4,0,0,5846568960
19771617462216,1788549717791,47,false,32.4,0,0,5838852096
19776661700027,1788549722836,47,false,32.4,0,0,5834276864
19781709907368,1788549727884,47,false,32.4,0,0,5828308992
19786782447939,1788549732956,47,false,32.4,0,0,5826236416
19791828405281,1788549738002,47,false,32.4,0,0,5853765632
19796874075071,1788549743048,47,false,32.4,0,0,5851512832
19801915450277,1788549748089,47,false,32.4,0,0,5847412736
19806932901213,1788549753107,47,false,32.4,0,0,5846491136
19811950550326,1788549758124,47,false,32.4,0,0,5842825216
19816964132876,1788549763138,47,false,32.4,0,0,5841072128
19821980746051,1788549768155,47,false,32.4,0,0,5837799424
19826997935112,1788549773172,47,false,32.4,0,0,5836124160
