t_ns,ax,ay,az,bx,by,bz
19711081985905,0.4211368,8.733803,4.4410787,0.0,0.0,0.0
19711084364968,0.5168497,8.71466,4.3836513,0.0,0.0,0.0
19711086744239,0.63170516,8.729017,4.388437,0.0,0.0,0.0
19711089123301,0.6795616,8.738588,4.398008,0.0,0.0,0.0
19711091502468,0.67477596,8.743374,4.398008,0.0,0.0,0.0
19711093881582,0.6412765,8.781659,4.402794,0.0,0.0,0.0
19711096260645,0.55034924,8.819944,4.421936,0.0,0.0,0.0
19711098639811,0.40677986,8.839087,4.4075794,0.0,0.0,0.0
19711101018874,0.2727818,8.863015,4.3645086,0.0,0.0,0.0
19711103398041,0.12921242,8.925228,4.345366,0.0,0.0,0.0
19711105777155,-0.014356935,8.953942,4.3357944,0.0,0.0,0.0
19711108156270,-0.12921242,8.906086,4.359723,0.0,0.0,0.0
19711110535384,-0.26799613,8.882157,4.398008,0.0,0.0,0.0
19711112914499,-0.32542387,8.863015,4.45065,0.0,0.0,0.0
19711115293614,-0.33499518,8.839087,4.4745784,0.0,0.0,0.0
19711117672728,-0.31106696,8.781659,4.508078,0.0,0.0,0.0
19711120051843,-0.24885355,8.748159,4.4985065,0.0,0.0,0.0
19711122430957,-0.16271193,8.719446,4.479364,0.0,0.0,0.0
19711124810072,-0.05742774,8.690732,4.4841495,0.0,0.0,0.0
19711127189134,0.05742774,8.666803,4.479364,0.0,0.0,0.0
19711129568301,0.14356937,8.647661,4.479364,0.0,0.0,0.0
19711131947416,0.22971097,8.676374,4.4841495,0.0,0.0,0.0
19711134326530,0.31106696,8.681161,4.4841495,0.0,0.0,0.0
19711136705645,0.37328035,8.719446,4.465007,0.0,0.0,0.0
19711139084759,0.3924229,8.762517,4.426722,0.0,0.0,0.0
19711141463874,0.3924229,8.819944,4.398008,0.0,0.0,0.0
19711143842989,0.3397808,8.843872,4.3740797,0.0,0.0,0.0
19711146222103,0.26799613,8.877372,4.388437,0.0,0.0,0.0
19711148601218,0.18185452,8.877372,4.4410787,0.0,0.0,0.0
19711150980332,0.1052842,8.877372,4.4841495,0.0,0.0,0.0
19711153359447,0.019142581,8.886943,4.508078,0.0,0.0,0.0
19711155738561,-0.086141616,8.872586,4.5559344,0.0,0.0,0.0
19711158117676,-0.14356937,8.85823,4.551149,0.0,0.0,0.0
19711160496791,-0.2105684,8.829515,4.546363,0.0,0.0,0.0
19711162875905,-0.23928227,8.796016,4.551149,0.0,0.0,0.0
19711165255020,-0.23449662,8.7577305,4.575077,0.0,0.0,0.0
19711167634134,-0.18185452,8.762517,4.570291,0.0,0.0,0.0
19711170013249,-0.1052842,8.762517,4.5942197,0.0,0.0,0.0
19711172392364,0.0,8.7673025,4.5655055,0.0,0.0,0.0
19711174771478,0.10049855,8.776874,4.5272202,0.0,0.0,0.0
19711177150593,0.23449662,8.772088,4.4745784,0.0,0.0,0.0
19711179529707,0.3684947,8.772088,4.45065,0.0,0.0,0.0
19711181908822,0.4833502,8.805588,4.4602213,0.0,0.0,0.0
19711184287936,0.5455636,8.819944,4.465007,0.0,0.0,0.0
19711186667051,0.60777694,8.819944,4.4602213,0.0,0.0,0.0
19711189046166,0.61734825,8.819944,4.45065,0.0,0.0,0.0
