t_ns,gx,gy,gz,bx,by,bz
20922891378723,-0.015882485,0.035430156,-0.012217295,-0.0126812,-1.96622E-4,0.00719866
20922893758358,-0.0097738365,0.028099779,-0.0073303776,-0.0126812,-1.96622E-4,0.00719866
20922896137316,-0.0073303776,0.018325943,-0.0024434591,-0.0126812,-1.96622E-4,0.00719866
20922898516275,-0.0061086477,0.0073303776,0.0024434591,-0.0126812,-1.96622E-4,0.00719866
20922900894764,-0.010995566,-0.0048869182,0.008552107,-0.0126812,-1.96622E-4,0.00719866
20922903274191,-0.015882485,-0.015882485,0.014660755,-0.0126812,-1.96622E-4,0.00719866
20922905653150,-0.018325943,-0.02687805,0.018325943,-0.0126812,-1.96622E-4,0.00719866
20922908032108,-0.015882485,-0.032986697,0.021991132,-0.0126812,-1.96622E-4,0.00719866
20922910411066,-0.012217295,-0.035430156,0.023212861,-0.0126812,-1.96622E-4,0.00719866
20922912789608,-0.008552107,-0.034208428,0.02443459,-0.0126812,-1.96622E-4,0.00719866
20922915168983,-0.008552107,-0.03054324,0.020769402,-0.0126812,-1.96622E-4,0.00719866
20922917547941,-0.010995566,-0.02443459,0.019547673,-0.0126812,-1.96622E-4,0.00719866
20922919926900,-0.013439025,-0.017104214,0.015882485,-0.0126812,-1.96622E-4,0.00719866
20922922305441,-0.014660755,-0.008552107,0.010995566,-0.0126812,-1.96622E-4,0.00719866
20922924684868,-0.017104214,0.0,0.0048869182,-0.0126812,-1.96622E-4,0.00719866
20922927063827,-0.014660755,0.0097738365,0.0024434591,-0.0126812,-1.96622E-4,0.00719866
20922929442785,-0.010995566,0.018325943,-0.0024434591,-0.0126812,-1.96622E-4,0.00719866
20922931821743,-0.008552107,0.02443459,-0.0048869182,-0.0126812,-1.96622E-4,0.00719866
20922934200650,-0.0097738365,0.028099779,-0.008552107,-0.0126812,-1.96622E-4,0.00719866
20922936579660,-0.010995566,0.02687805,-0.0073303776,-0.0126812,-1.96622E-4,0.00719866
20922938958618,-0.013439025,0.02443459,-0.0061086477,-0.0126812,-1.96622E-4,0.00719866
