t_ns,mx,my,mz,accuracy
20922901018931,4.5375004,-31.800001,33.225002,3
20922911018931,6.5062504,-32.287502,32.081253,3
20922921018931,4.8562503,-32.49375,34.125,3
20922931018931,5.3812504,-34.18125,33.3375,3
20922941018931,3.0187502,-34.631252,32.100002,3
20922951018931,5.175,-33.84375,31.66875,3
20922961018931,4.8375,-33.018753,32.30625,3
20922971018931,5.8500004,-33.506252,31.875002,3
20922981018931,2.15625,-33.99375,32.643753,3
20922991018931,4.8187504,-34.631252,33.581253,3
20923001018931,3.9750001,-33.375,32.568752,3
20923011018931,4.65,-33.65625,34.48125,3
20923021018931,5.71875,-33.131252,32.8125,3
20923031018931,2.8875,-34.893753,34.575,3
20923041018931,3.1312501,-34.5,34.0875,3
20923051018931,3.43125,-33.693752,33.7125,3
20923061018931,4.2375,-33.3375,34.6875,3
20923071018931,3.80625,-33.9,35.2125,3
20923081018931,4.4625,-34.18125,32.53125,3
20923091018931,3.15,-32.737503,32.943752,3
20923101018931,5.2125,-33.3375,33.3375,3
20923111018931,4.2000003,-33.09375,32.0625,3
20923121018931,4.0687504,-32.475002,34.66875,3
20923131018931,4.0875,-33.73125,32.4,3
20923141018931,4.05,-32.98125,32.23125,3
20923151018931,3.7687502,-34.537502,33.393753,3
20923161018931,4.8375,-32.756252,33.35625,3
20923171018931,4.2562504,-33.3375,34.068752,3
20923181018931,4.2562504,-33.581253,32.53125,3
20923191018931,4.125,-35.23125,32.90625,3
20923201018931,3.45,-32.7,33.225002,3
20923211018931,3.9375002,-33.375,34.10625,3
20923221018931,5.9437504,-32.60625,33.693752,3
20923231018931,2.49375,-33.956253,32.60625,3
20923241018931,3.45,-33.693752,33.09375,3
20923251018931,5.3625,-33.1875,33.91875,3
20923261018931,2.775,-34.03125,32.71875,3
20923271018931,5.0062504,-33.73125,32.456253,3
20923281018931,5.2312503,-33.3375,32.71875,3
20923291018931,5.30625,-33.693752,33.487503,3
20923301018931,5.0625,-33.84375,35.2125,3
20923311018931,4.4437504,-32.4375,32.475002,3
20923321018931,4.2000003,-34.350002,35.025,3
20923331018931,1.7625,-34.29375,33.768753,3
20923341018931,3.3000002,-33.581253,33.2625,3
20923351018931,2.98125,-34.631252,33.1875,3
20923361018931,3.0937502,-35.49375,34.575,3
20923371018931,3.8812501,-33.375,35.49375,3
20923381018931,1.10625,-34.631252,33.393753,3
20923391018931,4.1625004,-33.84375,34.0875,3
20923401018931,2.1375,-34.5,35.41875,3
20923411018931,2.2125,-33.112503,35.831253,3
20923421018931,4.3125,-32.943752,34.350002,3
20923431018931,2.41875,-34.21875,33.393753,3
20923441018931,4.78125,-33.018753,33.84375,3
20923451018931,6.1312504,-34.331253,33.2625,3
20923461018931,4.51875,-33.80625,32.9625,3
20923471018931,4.96875,-34.125,32.15625,3
20923481018931,3.0375001,-33.99375,34.537502,3
20923491018931,4.89375,-34.125,34.3125,3
20923501018931,3.54375,-33.05625,33.375,3
20923511018931,4.2000003,-34.59375,33.956253,3
20923521018931,5.1375003,-33.84375,33.05625,3
20923531018931,4.5375004,-32.79375,32.79375,3
20923541018931,3.9,-34.3875,34.59375,3
20923551018931,4.2375,-32.5875,33.43125,3
20923561018931,3.4125001,-33.45,35.25,3
20923571018931,2.6437502,-34.6875,33.525,3
20923581018931,3.9,-33.375,35.175003,3
20923591018931,4.3500004,-32.7,34.03125,3
20923601018931,3.2812502,-33.600002,34.03125,3
20923611018931,3.91875,-33.6375,33.037502,3
20923621018931,3.8625002,-33.9,33.675003,3
20923631018931,3.54375,-33.05625,33.05625,3
20923641018931,1.21875,-33.35625,36.112503,3
20923651018931,2.2687502,-34.10625,33.5625,3
20923661018931,4.0875,-34.237503,34.725002,3
20923671018931,4.2375,-33.3375,34.36875,3
20923681018931,3.1875002,-33.84375,35.11875,3
20923691018931,2.8125,-33.525,34.237503,3
20923701018931,2.7562501,-33.787502,34.875,3
20923711018931,1.25625,-34.36875,34.612503,3
20923721018931,3.3937502,-33.956253,33.412502,3
20923731018931,3.99375,-34.74375,34.443752,3
20923741018931,4.8187504,-32.756252,33.825,3
20923751018931,3.35625,-35.34375,32.23125,3
20923761018931,3.7500002,-34.78125,32.325,3
20923771018931,4.8562503,-34.3875,34.03125,3
20923781018931,4.9500003,-34.3875,31.406252,3
20923791018931,2.5125,-33.318752,34.725002,3
20923801018931,3.4125001,-34.443752,35.11875,3
20923811018931,3.6562502,-33.16875,34.29375,3
20923821018931,3.075,-33.75,34.518753,3
20923831018931,1.8375001,-34.537502,35.006252,3
20923841018931,4.51875,-34.55625,33.91875,3
20923851018931,2.4375,-33.956253,34.143753,3
20923861018931,4.125,-33.09375,34.537502,3
20923871018931,4.125,-33.09375,34.537502,3
20923881018931,2.41875,-32.943752,34.893753,3
20923891018931,3.9562502,-34.3875,33.206253,3
20923901018931,3.3375,-33.206253,34.331253,3
20923911018931,5.8500004,-32.49375,32.006252,3
20923921018931,4.3500004,-33.693752,33.91875,3
20923931018931,4.2000003,-34.59375,33.956253,3
20923941018931,3.91875,-33.6375,33.3375,3
20923951018931,4.93125,-34.3875,31.85625,3
20923961018931,6.99375,-33.09375,32.04375,3
20923971018931,2.7562501,-34.03125,33.1875,3
20923981018931,4.03125,-34.74375,33.35625,3
20923991018931,4.275,-32.5875,32.34375,3
20924001018931,5.49375,-33.80625,31.63125,3
20924011018931,5.25,-34.0875,33.206253,3
20924021018931,3.4125001,-33.956253,32.643753,3
20924031018931,5.15625,-32.5875,33.9375,3
20924041018931,2.1937501,-34.74375,32.5125,3
20924051018931,4.5,-33.54375,34.65,3
20924061018931,3.7500002,-32.643753,33.956253,3
20924071018931,4.21875,-33.600002,33.61875,3
20924081018931,4.4437504,-34.18125,33.300003,3
20924091018931,6.4875,-32.53125,31.781252,3
20924101018931,5.025,-33.487503,33.525,3
20924111018931,6.3375,-33.1875,32.8875,3
20924121018931,4.6687503,-33.65625,33.862503,3
20924131018931,3.825,-34.275,33.075,3
20924141018931,5.08125,-33.84375,34.443752,3
20924151018931,4.3875003,-33.693752,32.831253,3
20924161018931,5.25,-33.3375,32.25,3
20924171018931,4.6875,-32.90625,32.456253,3
20924181018931,3.6375,-33.54375,32.925003,3
20924191018931,3.6375,-33.54375,32.925003,3
20924201018931,3.525,-32.30625,32.8875,3
20924211018931,5.1000004,-33.225002,32.41875,3
20924221018931,4.3500004,-33.693752,33.91875,3
20924231018931,6.6375003,-33.65625,31.031252,3
20924241018931,4.8,-33.393753,31.237501,3
20924251018931,5.0625,-33.73125,31.06875,3
20924261018931,3.5062501,-33.43125,32.30625,3
20924271018931,3.9562502,-34.3875,33.206253,3
20924281018931,3.0,-34.3875,33.787502,3
20924291018931,5.86875,-32.86875,34.3125,3
20924301018931,5.7000003,-32.756252,35.25,3
20924311018931,3.9375002,-33.6375,32.568752,3
20924321018931,3.3000002,-34.350002,34.2,3
20924331018931,4.0875,-35.23125,33.99375,3
20924341018931,5.15625,-32.5875,33.9375,3
20924351018931,4.275,-34.331253,33.16875,3
20924361018931,4.0687504,-34.74375,32.5875,3
20924371018931,4.40625,-35.193752,34.256252,3
20924381018931,3.8625002,-33.6375,34.725002,3
20924391018931,5.2312503,-32.943752,34.3875,3
20924401018931,6.0937505,-35.34375,33.9,3
20924411018931,3.6375,-33.54375,32.456253,3
20924421018931,3.73125,-34.537502,34.162502,3
20924431018931,3.2812502,-33.600002,33.581253,3
20924441018931,3.3937502,-33.693752,34.48125,3
20924451018931,4.33125,-33.693752,34.518753,3
20924461018931,4.65,-33.65625,34.48125,3
20924471018931,4.5,-33.80625,33.581253,3
20924481018931,4.59375,-34.29375,33.131252,3
20924491018931,3.9375002,-33.375,34.10625,3
20924501018931,4.78125,-32.006252,34.275,3
20924511018931,3.15,-34.48125,33.300003,3
20924521018931,4.8375,-33.018753,32.30625,3
20924531018931,4.51875,-32.79375,33.393753,3
20924541018931,4.275,-34.331253,32.86875,3
20924551018931,5.68125,-33.15,33.881252,3
20924561018931,5.3812504,-34.18125,33.037502,3
20924571018931,3.4875002,-34.443752,32.49375,3
20924581018931,5.0437503,-33.487503,32.90625,3
20924591018931,4.0125003,-33.0,33.61875,3
20924601018931,4.65,-32.643753,34.612503,3
20924611018931,4.05,-33.73125,33.1875,3
20924621018931,3.99375,-33.75,35.025,3
20924631018931,6.24375,-33.693752,32.925003,3
20924641018931,4.6875,-33.9,32.025,3
20924651018931,6.5625005,-32.643753,33.300003,3
20924661018931,3.9,-34.631252,33.525,3
20924671018931,0.88125,-35.79375,34.068752,3
20924681018931,5.0437503,-34.48125,32.775,3
20924691018931,3.3750002,-34.4625,36.206253,3
20924701018931,4.40625,-34.2,34.6875,3
20924711018931,2.25,-33.09375,34.7625,3
20924721018931,4.74375,-33.393753,33.09375,3
20924731018931,5.9812503,-32.60625,32.60625,3
20924741018931,5.7375,-33.393753,31.275002,3
20924751018931,5.55,-33.54375,31.612501,3
20924761018931,6.0,-34.48125,31.743752,3
20924771018931,6.0375004,-32.60625,30.768751,3
20924781018931,5.5125003,-31.5375,33.24375,3
20924791018931,7.5375004,-31.650002,32.550003,3
20924801018931,6.1125,-33.581253,32.775,3
20924811018931,5.49375,-33.300003,34.068752,3
20924821018931,3.4875002,-32.30625,34.275,3
20924831018931,5.86875,-33.24375,32.643753,3
20924841018931,3.24375,-34.10625,32.2125,3
20924851018931,5.08125,-34.59375,35.381252,3
20924861018931,4.8187504,-34.893753,32.5125,3
20924871018931,4.65,-33.91875,33.412502,3
20924881018931,5.9812503,-32.60625,32.15625,3
20924891018931,5.71875,-32.381252,32.175003,3
20924901018931,3.91875,-33.375,34.725002,3
20924911018931,3.15,-33.487503,33.43125,3
20924921018931,4.2375,-33.581253,33.300003,3
20924931018931,3.7500002,-34.537502,33.693752,3
20924941018931,3.43125,-34.443752,34.350002,3
20924951018931,3.61875,-33.54375,33.225002,3
20924961018931,4.36875,-32.7,33.5625,3
20924971018931,3.2625,-33.84375,33.28125,3
20924981018931,3.1312501,-33.487503,34.2,3
20924991018931,4.2562504,-33.581253,32.53125,3
20925001018931,4.3875003,-32.7,33.2625,3
20925011018931,5.025,-33.487503,33.525,3
20925021018931,3.0937502,-33.0,33.2625,3
20925031018931,3.54375,-33.80625,34.0125,3
20925041018931,4.9125004,-35.1375,33.43125,3
20925051018931,4.9125004,-35.1375,33.43125,3
20925061018931,5.49375,-32.79375,32.362503,3
20925071018931,4.03125,-32.98125,33.0,3
20925081018931,6.525,-32.287502,31.462502,3
20925091018931,4.05,-33.99375,32.11875,3
20925101018931,3.5625002,-33.80625,33.54375,3
20925111018931,3.7125,-35.550003,34.350002,3
20925121018931,4.0875,-33.487503,33.46875,3
20925131018931,4.21875,-31.575,34.331253,3
20925141018931,4.9875,-33.73125,33.225002,3
20925151018931,4.2000003,-33.84375,33.018753,3
20925161018931,5.64375,-33.393753,34.2,3
20925171018931,4.40625,-33.45,33.43125,3
20925181018931,3.2625,-33.84375,32.9625,3
20925191018931,3.8625002,-33.881252,33.35625,3
20925201018931,3.3375,-35.34375,32.550003,3
20925211018931,5.55,-32.90625,34.350002,3
20925221018931,5.2125,-34.0875,34.275,3
20925231018931,4.4812503,-34.818752,33.91875,3
20925241018931,5.4375,-33.1875,31.7625,3
20925251018931,3.16875,-33.84375,35.737503,3
20925261018931,2.2875001,-33.84375,34.612503,3
20925271018931,2.53125,-34.95,35.381252,3
20925281018931,4.6875,-33.65625,33.412502,3
20925291018931,5.3812504,-33.43125,32.081253,3
20925301018931,5.55,-32.287502,33.112503,3
20925311018931,3.61875,-33.54375,33.525,3
20925321018931,4.05,-32.737503,33.61875,3
20925331018931,4.5750003,-33.300003,34.03125,3
20925341018931,2.4375,-32.943752,34.275,3
20925351018931,3.3750002,-33.956253,33.73125,3
20925361018931,3.5625002,-34.068752,32.475002,3
20925371018931,4.8562503,-33.0,31.218752,3
20925381018931,4.0125003,-33.0,33.318752,3
20925391018931,3.54375,-33.80625,34.3125,3
20925401018931,3.4687502,-33.45,33.693752,3
20925411018931,5.53125,-32.90625,35.11875,3
20925421018931,4.9875,-33.487503,34.29375,3
20925431018931,4.03125,-32.475002,35.4375,3
20925441018931,2.90625,-33.6375,35.775,3
20925451018931,1.2,-34.74375,34.3125,3
20925461018931,2.11875,-33.35625,37.3875,3
20925471018931,4.05,-34.5,34.425003,3
20925481018931,3.3750002,-33.206253,32.943752,3
20925491018931,3.1312501,-34.5,34.0875,3
20925501018931,3.7875001,-34.537502,32.625,3
20925511018931,4.275,-34.331253,32.86875,3
20925521018931,5.6625004,-32.4,33.7125,3
20925531018931,4.93125,-32.11875,33.787502,3
20925541018931,3.43125,-33.693752,33.7125,3
20925551018931,4.6687503,-32.90625,32.925003,3
20925561018931,2.2687502,-32.850002,35.2125,3
20925571018931,3.7500002,-34.537502,33.693752,3
20925581018931,3.9750001,-33.375,33.018753,3
20925591018931,3.6750002,-32.90625,34.575,3
20925601018931,3.91875,-33.375,34.40625,3
20925611018931,4.0125003,-33.0,33.318752,3
20925621018931,4.9875,-31.85625,33.018753,3
20925631018931,4.14375,-34.85625,34.575,3
20925641018931,4.1625004,-33.600002,35.15625,3
20925651018931,2.1375,-32.737503,34.912502,3
20925661018931,4.5,-32.79375,33.862503,3
20925671018931,4.8,-33.018753,33.075,3
20925681018931,4.2000003,-33.600002,34.3875,3
20925691018931,5.5687504,-34.03125,32.850002,3
20925701018931,4.55625,-32.550003,33.393753,3
20925711018931,4.125,-33.09375,34.537502,3
20925721018931,1.9312501,-33.393753,33.412502,3
20925731018931,1.7812501,-34.29375,33.46875,3
20925741018931,3.5062501,-33.05625,34.143753,3
20925751018931,3.3375,-33.956253,34.800003,3
20925761018931,4.0125003,-33.0,33.61875,3
20925771018931,3.5812502,-33.05625,31.987501,3
20925781018931,1.9312501,-34.537502,32.23125,3
20925791018931,3.91875,-32.006252,31.7625,3
20925801018931,3.35625,-33.206253,33.24375,3
20925811018931,3.6000001,-33.80625,32.475002,3
20925821018931,5.025,-33.487503,33.525,3
20925831018931,6.4500003,-33.300003,33.80625,3
20925841018931,5.11875,-33.84375,33.35625,3
20925851018931,6.43125,-32.79375,31.800001,3
20925861018931,3.99375,-33.375,31.95,3
20925871018931,5.5687504,-32.287502,32.34375,3
20925881018931,3.9562502,-33.6375,32.268753,3
20925891018931,3.5812502,-32.79375,33.675003,3
20925901018931,4.59375,-32.15625,34.443752,3
20925911018931,2.7,-34.425003,33.206253,3
20925921018931,5.3250003,-31.931252,32.0625,3
20925931018931,4.4437504,-33.05625,34.18125,3
20925941018931,3.6562502,-33.16875,33.975002,3
20925951018931,4.21875,-31.575,34.331253,3
20925961018931,3.9750001,-33.0,34.3875,3
20925971018931,4.0687504,-32.475002,34.66875,3
20925981018931,4.51875,-33.80625,32.9625,3
20925991018931,1.7437501,-32.79375,32.5125,3
20926001018931,4.3125,-33.956253,33.91875,3
20926011018931,4.18125,-34.237503,31.48125,3
20926021018931,4.55625,-33.300003,34.65,3
20926031018931,3.0937502,-33.75,34.21875,3
20926041018931,2.8312502,-33.15,35.30625,3
20926051018931,4.6687503,-32.643753,33.99375,3
20926061018931,2.8125,-34.537502,33.65625,3
20926071018931,4.3875003,-32.7,33.2625,3
20926081018931,2.7562501,-33.787502,34.55625,3
20926091018931,1.8750001,-33.393753,34.800003,3
20926101018931,3.0,-33.24375,34.36875,3
20926111018931,3.80625,-33.9,35.2125,3
20926121018931,4.78125,-32.756252,34.912502,3
20926131018931,2.1000001,-35.006252,34.36875,3
20926141018931,2.9437501,-33.881252,33.318752,3
20926151018931,3.0,-33.24375,34.36875,3
20926161018931,3.54375,-32.30625,32.4375,3
20926171018931,3.075,-33.99375,33.45,3
20926181018931,5.1000004,-32.850002,34.256252,3
20926191018931,4.33125,-32.7,34.65,3
20926201018931,4.6875,-33.65625,33.412502,3
20926211018931,4.14375,-32.475002,32.2125,3
20926221018931,3.91875,-30.993752,32.49375,3
20926231018931,3.525,-31.800001,35.325,3
20926241018931,3.0375001,-34.3875,32.4,3
20926251018931,3.91875,-33.6375,33.037502,3
20926261018931,3.4875002,-33.05625,35.23125,3
20926271018931,3.3750002,-33.956253,33.73125,3
20926281018931,3.3750002,-33.956253,33.73125,3
20926291018931,3.05625,-33.99375,33.768753,3
20926301018931,4.6125,-33.28125,32.475002,3
20926311018931,5.4750004,-31.800001,32.943752,3
20926321018931,5.7937503,-31.743752,32.90625,3
20926331018931,2.53125,-32.30625,34.537502,3
20926341018931,4.4812503,-32.04375,33.225002,3
20926351018931,3.9,-32.006252,32.381252,3
20926361018931,3.5812502,-33.54375,34.3125,3
20926371018931,2.90625,-33.9,34.3875,3
20926381018931,4.2937503,-32.193752,33.881252,3
20926391018931,3.5812502,-32.79375,33.675003,3
20926401018931,5.53125,-32.90625,35.11875,3
