t_ns,wall_ms,type,text
20922939248652,1788550869113,SESSION_START,"20260905_011109_SNU_AJB_AB_run14"
20922939317818,1788550869113,CALIB_START,"stand still 15s"
20937940223490,1788550884114,CALIB_END,"n_fixes=14"
20937940449740,1788550884114,RIDE_START,""
21010280738566,1788550956455,STOP_CALIB_START,"stand still 15s"
21025928995175,1788550972103,STOP_CALIB_END,"n_fixes=15"
21025946872987,1788550972121,SESSION_END,""
