t_ns,wall_ms,sentence
20925062238547,1788550871235,"$GPGSV,3,1,10,06,62,030,38,11,76,242,38,12,33,321,36,13,00,000,41,1*62  "
20925065226776,1788550871235,"$GPGSV,3,2,10,14,13,132,27,17,20,069,33,19,45,041,39,21,25,162,29,1*61  "
20925065663963,1788550871235,"$GPGSV,3,3,10,22,34,124,37,24,34,250,39,1*6D  "
20925065974745,1788550871235,"$GPGSV,2,1,05,06,62,030,29,11,76,242,38,14,13,132,29,21,25,162,35,8*64  "
20925066345005,1788550871235,"$GPGSV,2,2,05,24,34,250,35,8*58  "
20925067313130,1788550871235,"$GLGSV,2,1,05,09,70,166,36,16,14,152,37,20,62,304,44,19,32,025,40,1*7F  "
20925068671151,1788550871235,"$GLGSV,2,2,05,21,31,249,28,1*49  "
20925068696516,1788550871235,"$GAGSV,2,1,07,02,59,099,28,15,35,214,38,18,62,020,40,25,09,123,28,7*72  "
20925068722505,1788550871235,"$GAGSV,2,2,07,30,56,333,39,34,87,136,34,36,35,039,39,7*45  "
20925068735526,1788550871235,"$GAGSV,2,1,06,02,59,099,30,15,35,214,31,18,62,020,31,30,56,333,33,1*74  "
20925068748026,1788550871235,"$GAGSV,2,2,06,34,87,136,25,36,35,039,35,1*77  "
20925068759224,1788550871235,"$GQGSV,1,1,02,02,23,101,35,03,32,061,37,1*63  "
20925069567713,1788550871235,"$GQGSV,1,1,02,02,23,101,33,03,32,061,33,8*68  "
20925069600370,1788550871235,"$GBGSV,5,1,19,42,09,089,31,38,52,027,36,37,41,309,41,34,02,059,26,1*79  "
20925071049641,1788550871235,"$GBGSV,5,2,19,33,07,140,29,28,53,280,32,27,15,253,35,25,27,160,34,1*76  "
20925071078182,1788550871235,"$GBGSV,5,3,19,23,69,205,42,14,05,067,29,13,65,341,44,10,12,164,34,1*7C  "
20925071090109,1788550871235,"$GBGSV,5,4,19,09,27,145,34,08,36,052,38,07,03,161,31,06,35,117,35,1*74  "
20925071253807,1788550871235,"$GBGSV,5,5,19,03,40,128,40,02,54,175,39,01,16,104,36,1*4A  "
20925071542609,1788550871235,"$GBGSV,2,1,06,23,69,205,37,25,27,160,40,28,53,280,39,37,41,309,38,5*77  "
20925071731724,1788550871235,"$GBGSV,2,2,06,38,52,027,24,42,09,089,35,5*73  "
20925075896880,1788550871249,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
20925076599484,1788550871249,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
20925076615786,1788550871249,"$GNGSA,A,3,80,83,84,85,,,,,,,,,0.6,0.4,0.5,2*37  "
20925077713234,1788550871249,"$GNGSA,A,3,02,15,18,25,30,34,36,,,,,,0.6,0.4,0.5,3*3D  "
20925077721776,1788550871249,"$PSSGR,GSA,A,3,302,315,318,325,330,334,336,,,,,,0.6,0.4,0.5,3,1*73  "
20925077869276,1788550871249,"$GNGSA,A,3,01,02,06,08,09,10,13,23,25,27,28,37,0.6,0.4,0.5,4*39  "
20925077881672,1788550871249,"$PSSGR,GSA,A,3,223,225,227,228,237,238,242,,,,,,0.6,0.4,0.5,4,5*78  "
20925077907088,1788550871249,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
20925077914588,1788550871249,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
20925078429224,1788550871249,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
20925078453651,1788550871249,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
20925078680786,1788550871249,"$GNRMC,194110.77,A,2831.362187,N,07734.439291,E,0.0,,040926,1.3,E,A,V*7A  "
20925078880995,1788550871249,"$GNGNS,194110.77,2831.362187,N,07734.439291,E,AAAAAN,36,0.4,208.1,-54.0,,,V*05  "
20925079078182,1788550871249,"$GNGGA,194110.77,2831.362187,N,07734.439291,E,1,12,0.4,208.1,M,-54.0,M,,*5C  "
20925079243234,1788550871253,"$PSMSG,magcal=FAIL,bluesky=0*00 "
20925770581828,1788550871943,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
20925771504484,1788550871943,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
20925771820422,1788550871943,"$GNGSA,A,3,80,83,85,,,,,,,,,,0.6,0.4,0.5,2*3B  "
20925772155057,1788550871943,"$GNGSA,A,3,02,15,18,25,30,34,36,,,,,,0.6,0.4,0.5,3*3D  "
20925772810265,1788550871943,"$PSSGR,GSA,A,3,302,315,318,325,330,334,336,,,,,,0.6,0.4,0.5,3,1*73  "
20925773813026,1788550871943,"$GNGSA,A,3,01,02,06,08,09,10,13,23,25,27,28,37,0.6,0.4,0.5,4*39  "
20925774600994,1788550871943,"$PSSGR,GSA,A,3,223,225,227,228,237,238,242,,,,,,0.6,0.4,0.5,4,5*78  "
20925774631047,1788550871943,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
20925774797036,1788550871943,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
20925775386151,1788550871943,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
20925775406724,1788550871943,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
20925775715578,1788550871943,"$GNRMC,194112.00,A,2831.362187,N,07734.439290,E,0.0,,040926,1.3,E,A,V*79  "
20925776308494,1788550871943,"$GNGNS,194112.00,2831.362187,N,07734.439290,E,AAAAAN,35,0.4,208.1,-54.0,,,V*05  "
20925776346255,1788550871943,"$GNGGA,194112.00,2831.362187,N,07734.439290,E,1,12,0.4,208.1,M,-54.0,M,,*5F  "
20925776810265,1788550871950,"$PSMSG,magcal=PASS,bluesky=0*00 "
20926769824379,1788550872943,"$GPGSV,3,1,12,05,04,189,24,06,62,030,39,11,76,242,41,12,33,321,38,1*61  "
20926769891202,1788550872943,"$GPGSV,3,2,12,13,00,000,42,14,13,132,34,17,20,069,37,19,45,041,38,1*6A  "
20926770255786,1788550872943,"$GPGSV,3,3,12,21,25,162,31,22,34,124,35,24,34,250,38,40,00,000,42,1*6D  "
20926770545838,1788550872943,"$GPGSV,2,1,05,06,62,030,31,11,76,242,35,14,13,132,31,21,25,162,34,8*68  "
20926774027088,1788550872943,"$GPGSV,2,2,05,24,34,250,32,8*5F  "
20926774061932,1788550872943,"$GLGSV,2,1,05,09,70,166,32,16,14,152,32,20,62,304,43,19,32,025,36,1*78  "
20926774072244,1788550872943,"$GLGSV,2,2,05,21,31,249,26,1*47  "
20926774079692,1788550872943,"$GAGSV,2,1,07,02,59,099,30,15,35,214,42,18,62,020,27,25,09,123,30,7*7E  "
20926774107348,1788550872943,"$GAGSV,2,2,07,30,56,333,42,34,87,136,35,36,35,039,37,7*46  "
20926774115525,1788550872943,"$GAGSV,2,1,07,02,59,099,33,15,35,214,30,18,62,020,27,25,09,123,21,1*7E  "
20926774121723,1788550872943,"$GAGSV,2,2,07,30,56,333,34,34,87,136,19,36,35,039,33,1*4B  "
20926774127244,1788550872943,"$GQGSV,1,1,02,02,23,101,33,03,32,061,40,1*65  "
20926774132661,1788550872943,"$GQGSV,1,1,02,02,23,101,38,03,32,061,35,8*65  "
20926774141567,1788550872943,"$GBGSV,5,1,19,42,09,089,36,38,52,027,45,37,41,309,45,34,02,059,24,1*7C  "
20926774164848,1788550872943,"$GBGSV,5,2,19,33,07,140,31,28,53,280,38,27,15,253,36,25,27,160,37,1*75  "
20926775200525,1788550872943,"$GBGSV,5,3,19,23,69,205,45,14,05,067,26,13,65,341,45,10,12,164,36,1*77  "
20926775217661,1788550872943,"$GBGSV,5,4,19,09,27,145,38,08,36,052,42,07,03,161,30,06,35,117,37,1*76  "
20926775226463,1788550872943,"$GBGSV,5,5,19,03,40,128,36,02,54,175,42,01,16,104,36,1*47  "
20926775233650,1788550872943,"$GBGSV,2,1,08,23,69,205,40,25,27,160,35,27,15,253,31,28,53,280,35,3*76  "
20926775250109,1788550872943,"$GBGSV,2,2,08,33,07,140,38,37,41,309,43,38,52,027,42,42,09,089,35,3*7E  "
20926775256307,1788550872943,"$GBGSV,2,1,08,23,69,205,36,25,27,160,40,27,15,253,19,28,53,280,37,5*7B  "
20926775398807,1788550872943,"$GBGSV,2,2,08,33,07,140,30,37,41,309,37,38,52,027,26,42,09,089,35,5*71  "
20926778939379,1788550872952,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
20926779666827,1788550872952,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
20926779676567,1788550872952,"$GNGSA,A,3,80,83,85,,,,,,,,,,0.6,0.4,0.5,2*3B  "
20926779941775,1788550872952,"$GNGSA,A,3,02,15,18,25,30,34,36,,,,,,0.6,0.4,0.5,3*3D  "
20926780341932,1788550872952,"$PSSGR,GSA,A,3,302,315,318,325,330,334,336,,,,,,0.6,0.4,0.5,3,1*73  "
