t_ns,wall_ms,type,text
96315263651275,1788626261646,SESSION_START,"20260905_220741_NAV_run901"
96315263748514,1788626261646,CALIB_START,"stand still 15s"
96330263249863,1788626276645,CALIB_END,"n_fixes=0"
96330263417311,1788626276645,RIDE_START,""
96929389206561,1788626875771,STOP_CALIB_START,"stand still 15s"
96944389951920,1788626890772,STOP_CALIB_END,"n_fixes=0"
96944396272128,1788626890778,SESSION_END,""
