t_ns,hPa
96315358874109,982.58374
96315398874369,982.5842
96315438873171,982.5852
96315478875984,982.5845
96315518875046,982.58374
96315558873588,982.5852
96315598873379,982.5928
96315638876661,982.57715
96315678879109,982.5713
96315718876661,982.573
96315758879890,982.57153
96315798877546,982.57324
96315838879265,982.57886
96315878880411,982.58496
96315918878640,982.5791
96315958876504,982.5779
96315998879525,982.58374
96316038879265,982.58325
96316078879057,982.58057
96316118880827,982.5847
96316158878171,982.58325
96316198876817,982.5857
96316238876765,982.5801
96316278880150,982.5857
96316318879786,982.5847
96316358876557,982.57837
96316398876609,982.58105
96316438878692,982.5818
96316478878588,982.58057
96316518878432,982.58057
96316558879629,982.5818
96316598876609,982.58813
96316638876713,982.59204
96316678878796,982.59155
96316718878484,982.58936
96316758878744,982.5869
96316798878900,982.58594
96316838876504,982.5786
96316878880411,982.58276
96316918878744,982.5808
96316959036140,982.58276
96316998876661,982.59106
96317038880359,982.5906
96317078878484,982.59155
96317118879421,982.594
96317158880984,982.5869
96317198878223,982.59326
96317238876869,982.59106
96317278877650,982.5991
96317318880827,982.6023
96317358880307,982.59375
96317398880046,982.60205
96317438878692,982.5957
96317478878588,982.594
96317518878275,982.59546
96317558880932,982.60034
96317598879838,982.5925
96317638876348,982.59644
96317678878796,982.58936
96317718878640,982.5908
96317758877338,982.583
96317798878900,982.5823
96317838876504,982.5823
96317878876661,982.594
96317918879109,982.5906
96317958878952,982.5945
96317998878692,982.5989
96318038876713,982.59424
96318078876817,982.5874
96318118878432,982.5852
96318158878952,982.5891
96318198878536,982.5906
96318238883744,982.5884
96318278875723,982.5847
96318318877442,982.5813
96318358879161,982.59033
96318398876921,982.5979
96318438993952,982.5935
96318478877182,982.5852
96318518875932,982.5835
96318558878379,982.5774
96318598879473,982.58203
96318638879629,982.5845
96318678879317,982.5857
96318718879629,982.58203
96318758879057,982.58203
96318798878536,982.5862
96318838877859,982.5867
96318878881192,982.58496
96318918877911,982.5842
96318958879473,982.59106
96318998878484,982.5925
96319038877702,982.59375
96319078880723,982.59033
96319118876609,982.5884
96319158875984,982.59155
96319198878900,982.5901
96319238879762,982.5803
96319278880856,982.5752
96319318876585,982.5779
96319358875596,982.5813
96319398878252,982.5869
96319438877627,982.595
96319478877887,982.59863
96319518880179,982.6013
96319558875752,982.59375
96319598877575,982.594
96319638878668,982.5886
96319678877887,982.5901
96319719086064,982.5852
96319758879554,982.58154
96319798876377,982.5835
96319838877731,982.5896
96319878878773,982.593
96319918881012,982.5967
96319958876221,982.59863
96319998878252,982.59106
96320038876533,982.59106
96320078878252,982.58887
96320118878929,982.59595
96320158879346,982.5996
96320198875543,982.5969
96320238877106,982.5908
96320278878981,982.58276
96320318880231,982.5835
96320358880231,982.5879
96320398877314,982.5901
96320438875752,982.5908
96320478877679,982.59033
96320518878408,982.59595
96320558880179,982.595
96320598875752,982.5962
96320638879033,982.60254
96320678878408,982.59863
96320718879502,982.593
96320758879033,982.59326
96320799111793,982.59155
96320838877002,982.5908
96320878877783,982.58936
96320918878564,982.58325
96320958880700,982.5874
96320998880596,982.5923
96321038876846,982.59204
96321078878721,982.5947
96321118882523,982.5906
96321158880023,982.59424
96321198881012,982.5947
96321238875752,982.594
96321278878512,982.59155
96321318878721,982.58203
96321358880439,982.58936
96321398947835,982.5786
96321438877366,982.5813
96321478876168,982.58545
96321518877679,982.5857
96321558878356,982.5913
96321598879502,982.58325
96321638878252,982.5874
96321678879189,982.5874
96321718878668,982.58594
96321758878096,982.5869
96321798878512,982.5869
96321838879398,982.584
96321878875908,982.57715
96321918878460,982.5757
96321958878773,982.5742
96321998878564,982.58203
96322038882106,982.5857
96322078878512,982.5874
96322118875439,982.5925
96322158880283,982.5906
96322198879710,982.5879
96322238878668,982.58716
96322278883096,982.58594
96322318877523,982.5884
96322358878564,982.59106
96322398878668,982.5823
96322438881168,982.5867
96322478881793,982.57764
96322518876377,982.5769
96322558878252,982.5886
96322598878408,982.5867
96322638875648,982.5842
96322678879502,982.58936
96322718878825,982.5908
96322758876585,982.5862
96322798879346,982.5957
96322838880596,982.5906
96322878917523,982.58325
96322918876429,982.5808
96322958878721,982.57983
96322998878200,982.5891
96323038878252,982.5923
96323078878148,982.5935
96323118879554,982.5913
96323158875700,982.5869
96323198876377,982.59204
96323238878773,982.604
96323278880179,982.59644
96323318877835,982.5984
96323358878668,982.5945
96323398876273,982.5857
96323438876950,982.5886
96323478880283,982.59326
96323518879606,982.5923
96323558875491,982.5842
96323598875700,982.584
96323638878252,982.584
96323678879346,982.5908
96323718879866,982.59155
96323758879658,982.5925
96323798876533,982.59106
96323838879137,982.58936
96323878878929,982.5874
96323918877106,982.5867
96323958879606,982.59595
96323998878981,982.59766
96324038876064,982.59863
