t_ns,constellation,svid,cn0,baseband_cn0,elev,azim,used_in_fix,has_ephemeris,has_almanac,carrier_freq_hz
96340056012151,3,19,26.9,21.9,66.52123,64.04158,true,true,true,1.6036876E9
96341050111577,3,19,26.9,21.9,66.52123,64.04158,true,true,true,1.6036876E9
96366046774901,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96367043371672,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96368047110630,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96369048796098,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96370046461983,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96371044337295,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96372046350836,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96373047146773,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96374046523179,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96375046101200,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96376049768804,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96377047220470,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96378049472032,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96379047594427,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96380047588385,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96381047826562,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96382047096926,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96383044495780,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96384045557915,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96385048483852,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96386045676300,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96387046880622,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96388047276091,3,16,22.5,17.5,31.603262,91.703865,true,true,true,1.6014374E9
96401046786450,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96402046223221,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96403048976606,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96403048976606,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96403048976606,3,8,26.2,21.2,8.935534,298.5479,true,true,true,1.605375E9
96404045937647,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96404045937647,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96405045750459,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96405045750459,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96405045750459,3,8,28.9,23.9,8.935534,298.5479,true,true,true,1.605375E9
96406049403896,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96406049403896,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96407044239365,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96407044239365,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96408046383427,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96408046383427,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96409049878010,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96409049878010,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96410049012436,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96410049012436,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96411046308269,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96411046308269,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96412049324884,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96412049324884,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96413049136862,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96413049136862,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96414048659154,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96414048659154,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96415053549101,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96415053549101,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96416047470976,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96416047470976,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96417047095819,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96417047095819,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96418048473163,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96418048473163,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96419043840141,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96419043840141,3,16,21.0,16.0,31.603262,91.703865,true,true,true,1.6014374E9
96420047791183,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96421048922432,1,24,17.2,12.2,2.7562127,320.89243,false,true,true,1.57542E9
96430050116335,1,24,20.7,15.7,2.7562127,320.89243,false,true,true,1.57542E9
96431047643210,1,24,20.7,15.7,2.7562127,320.89243,false,true,true,1.57542E9
96432046348157,1,24,20.7,15.7,2.7562127,320.89243,false,true,true,1.57542E9
96433047584303,1,24,20.7,15.7,2.7562127,320.89243,false,true,true,1.57542E9
96434049659042,1,24,20.7,15.7,2.7562127,320.89243,false,true,true,1.57542E9
