t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.029,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.027,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.024,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.025,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.027,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.053,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.074,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.061,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.090,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.064,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.065,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.046,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.068,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.056,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.050,0.000,,,
1.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.069,0.000,,,
1.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.062,0.000,,,
1.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.061,0.000,,,
1.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.063,0.000,,,
2.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.067,0.000,,,
2.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.058,0.000,,,
2.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.060,0.000,,,
2.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.079,0.000,,,
2.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.061,0.000,,,
2.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.088,0.000,,,
2.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,0.505,0.387,,,
2.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,0.432,0.339,,,
2.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,0.413,0.327,,,
2.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.002,0.050,1,0.423,0.323,,,
3.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.002,0.050,1,0.479,0.375,,,
3.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,0.421,0.335,,,
3.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,0.427,0.336,,,
