t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.009,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.004,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.004,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.004,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.014,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.017,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.013,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.014,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.014,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.014,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.600,28.52154854,77.57160575,-0.044,-0.100,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.364,0.000,,,
1.700,28.52154854,77.57160575,-0.044,-0.100,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.008,0.000,,,
1.800,28.52154854,77.57160575,-0.044,-0.100,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.006,0.000,,,
1.900,28.52154854,77.57160575,-0.044,-0.100,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.020,0.000,,,
2.000,28.52154854,77.57160575,-0.044,-0.100,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.011,0.000,,,
2.100,28.52154854,77.57160575,-0.044,-0.100,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,2.175,0.000,,,
2.200,28.52154854,77.57160575,-0.044,-0.100,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.016,0.000,,,
2.300,28.52154854,77.57160575,-0.044,-0.100,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.018,0.000,,,
2.400,28.52154854,77.57160575,-0.044,-0.100,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.010,0.000,,,
2.500,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.067,0.172,1,0.187,0.153,,,
2.600,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.115,0.164,1,2.124,0.092,,,
2.700,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.115,0.166,1,0.133,0.095,,,
2.800,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.037,0.182,1,0.116,0.083,,,
2.900,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.063,0.172,1,0.118,0.081,,,
3.000,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.087,0.172,1,0.110,0.079,,,
3.100,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.097,0.162,1,2.112,0.083,,,
3.200,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.045,0.180,1,0.115,0.090,,,
3.300,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.072,0.183,1,0.137,0.085,,,
3.400,28.52154858,77.57160580,-0.039,-0.096,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.119,0.169,1,0.109,0.081,,,
3.500,28.52154865,77.57160586,-0.033,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.154,0.165,1,0.112,0.087,,,
3.600,28.52154865,77.57160586,-0.033,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.066,0.183,1,2.098,0.081,,,
3.700,28.52154865,77.57160586,-0.033,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.052,0.169,1,0.118,0.090,,,
3.800,28.52154865,77.57160586,-0.033,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.018,0.157,1,0.121,0.086,,,
