t_ns,wall_ms,sentence
21612103729274,1788551558277,"$GPGSV,2,1,05,06,57,030,46,11,79,264,38,12,38,321,38,13,00,000,39,1*69  "
21612104343181,1788551558277,"$GPGSV,2,2,05,19,42,047,44,1*5C  "
21612106024014,1788551558277,"$GPGSV,1,1,04,06,57,030,40,11,79,264,25,21,30,159,25,24,31,245,28,8*64  "
21612107528701,1788551558277,"$GLGSV,1,1,02,11,09,331,45,20,61,318,47,1*7F  "
21612108012608,1788551558277,"$GAGSV,2,1,08,02,57,107,42,15,39,218,37,18,60,030,44,25,06,126,31,7*73  "
21612108690628,1788551558277,"$GAGSV,2,2,08,27,13,315,36,30,60,335,40,34,86,043,26,36,32,038,40,7*7B  "
21612109564535,1788551558277,"$GAGSV,2,1,06,02,57,107,38,15,39,218,27,18,60,030,36,30,60,335,36,1*71  "
21612110135420,1788551558277,"$GAGSV,2,2,06,34,86,043,32,36,32,038,24,1*75  "
21612110481566,1788551558277,"$GQGSV,1,1,02,02,23,103,44,03,32,060,41,1*67  "
21612111356358,1788551558277,"$GQGSV,1,1,02,02,23,103,37,03,32,060,38,8*64  "
21612111619014,1788551558277,"$GBGSV,2,1,05,23,64,199,26,28,55,289,32,37,44,304,31,38,48,032,27,5*78  "
21612111788285,1788551558277,"$GBGSV,2,2,05,42,11,085,25,5*4B  "
21612114140889,1788551558288,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
21612115187191,1788551558288,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
21612115204118,1788551558288,"$GNGSA,A,3,75,83,85,,,,,,,,,,0.6,0.4,0.5,2*31  "
21612115211983,1788551558288,"$GNGSA,A,3,02,15,18,25,27,30,34,36,,,,,0.6,0.4,0.5,3*38  "
21612115225003,1788551558288,"$PSSGR,GSA,A,3,302,315,318,325,327,330,334,336,,,,,0.6,0.4,0.5,3,1*45  "
21612115234066,1788551558288,"$GNGSA,A,3,06,08,09,10,13,23,25,27,28,37,38,42,0.6,0.4,0.5,4*37  "
21612115364118,1788551558288,"$PSSGR,GSA,A,3,223,225,227,228,237,238,242,,,,,,0.6,0.4,0.5,4,5*78  "
21612115515264,1788551558288,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
21612115749118,1788551558288,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
21612116059691,1788551558288,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
21612116209847,1788551558288,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
21612116365733,1788551558288,"$GNRMC,195237.82,A,2831.293536,N,07734.295635,E,0.0,,040926,1.3,E,A,V*7C  "
21612116538389,1788551558288,"$GNGNS,195237.82,2831.293536,N,07734.295635,E,AAAAAN,34,0.4,207.0,-54.0,,,V*0F  "
21612116929014,1788551558288,"$GNGGA,195237.82,2831.293536,N,07734.295635,E,1,12,0.4,207.0,M,-54.0,M,,*54  "
21612116971149,1788551558290,"$PSMSG,magcal=FAIL,bluesky=0*00 "
21612763993180,1788551558937,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
21612764026201,1788551558937,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
21612764666618,1788551558937,"$GNGSA,A,3,75,83,85,,,,,,,,,,0.6,0.4,0.5,2*31  "
21612765029587,1788551558937,"$GNGSA,A,3,02,15,18,25,27,30,34,36,,,,,0.6,0.4,0.5,3*38  "
21612765285159,1788551558937,"$PSSGR,GSA,A,3,302,315,318,325,327,330,334,336,,,,,0.6,0.4,0.5,3,1*45  "
21612765601097,1788551558937,"$GNGSA,A,3,01,02,06,08,09,10,13,23,25,27,28,37,0.6,0.4,0.5,4*39  "
21612765920889,1788551558937,"$PSSGR,GSA,A,3,223,225,227,228,237,238,242,,,,,,0.6,0.4,0.5,4,5*78  "
21612767271462,1788551558937,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
21612767291566,1788551558937,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
21612767583232,1788551558937,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
21612769459534,1788551558937,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
21612769487139,1788551558937,"$GNRMC,195239.00,A,2831.293529,N,07734.295647,E,0.0,,040926,1.3,E,A,V*73  "
21612769498284,1788551558937,"$GNGNS,195239.00,2831.293529,N,07734.295647,E,AAAAAN,36,0.4,206.9,-54.0,,,V*0A  "
21612769507712,1788551558937,"$GNGGA,195239.00,2831.293529,N,07734.295647,E,1,12,0.4,206.9,M,-54.0,M,,*53  "
21612769524795,1788551558942,"$PSMSG,magcal=PASS,bluesky=0*00 "
21613766083857,1788551559939,"$GPGSV,2,1,08,06,57,030,46,11,79,264,36,12,38,321,41,13,00,000,39,1*64  "
21613766623805,1788551559939,"$GPGSV,2,2,08,17,17,073,26,19,42,047,43,22,30,128,24,47,00,000,41,1*6E  "
21613767041878,1788551559939,"$GPGSV,1,1,04,06,57,030,39,11,79,264,23,21,30,159,23,24,31,245,29,8*6B  "
21613767805680,1788551559939,"$GLGSV,2,1,05,09,63,169,33,11,09,331,44,20,61,318,45,19,28,029,31,1*71  "
21613768331461,1788551559939,"$GLGSV,2,2,05,21,34,256,34,1*4F  "
21613768361149,1788551559939,"$GAGSV,2,1,08,02,57,107,42,15,39,218,38,18,60,030,43,25,06,126,29,7*72  "
21613769046774,1788551559939,"$GAGSV,2,2,08,27,13,315,37,30,60,335,38,34,86,043,28,36,32,038,40,7*7B  "
21613769074534,1788551559939,"$GAGSV,2,1,07,02,57,107,37,15,39,218,27,18,60,030,36,27,13,315,25,1*7D  "
21613769624951,1788551559939,"$GAGSV,2,2,07,30,60,335,37,34,86,043,30,36,32,038,24,1*42  "
21613769894638,1788551559939,"$GQGSV,1,1,02,02,23,103,45,03,32,060,43,1*64  "
21613770350680,1788551559939,"$GQGSV,1,1,02,02,23,103,37,03,32,060,37,8*6B  "
21613770714690,1788551559939,"$GBGSV,4,1,16,42,11,085,38,38,48,032,37,37,44,304,42,33,10,136,27,1*73  "
21613770969274,1788551559939,"$GBGSV,4,2,16,28,55,289,39,27,18,257,33,25,22,160,29,23,64,199,34,1*76  "
21613771263076,1788551559939,"$GBGSV,4,3,16,13,63,351,42,10,10,165,23,09,30,145,32,08,36,054,42,1*72  "
21613771521565,1788551559939,"$GBGSV,4,4,16,06,38,116,38,03,40,128,36,02,55,175,36,01,16,104,30,1*7C  "
21613771808336,1788551559939,"$GBGSV,2,1,07,23,64,199,25,25,22,160,18,27,18,257,20,28,55,289,32,5*7C  "
21613772152347,1788551559939,"$GBGSV,2,2,07,37,44,304,28,38,48,032,27,42,11,085,25,5*43  "
21613775847399,1788551559949,"$GNGSA,A,3,06,11,12,17,19,21,22,24,,,,,0.6,0.4,0.5,1*38  "
21613775871669,1788551559949,"$PSSGR,GSA,A,3,06,11,21,24,,,,,,,,,0.6,0.4,0.5,1,8*41  "
21613776522711,1788551559949,"$GNGSA,A,3,75,83,85,,,,,,,,,,0.6,0.4,0.5,2*31  "
21613776536878,1788551559949,"$GNGSA,A,3,02,15,18,25,27,30,34,36,,,,,0.6,0.4,0.5,3*38  "
21613776833492,1788551559949,"$PSSGR,GSA,A,3,302,315,318,325,327,330,334,336,,,,,0.6,0.4,0.5,3,1*45  "
21613776841305,1788551559949,"$GNGSA,A,3,01,02,06,08,09,10,13,23,25,27,28,37,0.6,0.4,0.5,4*39  "
21613776847399,1788551559949,"$PSSGR,GSA,A,3,223,225,227,228,237,238,242,,,,,,0.6,0.4,0.5,4,5*78  "
21613776853492,1788551559949,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
21613777052607,1788551559949,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
21613777229065,1788551559949,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
21613777452659,1788551559949,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
21613777809534,1788551559949,"$GNRMC,195240.00,A,2831.293520,N,07734.295664,E,0.0,,040926,1.3,E,A,V*75  "
