t_ns,value
21610383318354,1.0
21610943319604,2.0
21611583320750,3.0
21615903325646,3.0
21620223321584,3.0
21622463326011,1.0
21622943324604,0.0
21627263328227,0.0
21627743321665,1.0
21627903325936,2.0
21628223322134,3.0
21628383321717,4.0
21628543322863,5.0
21628703327081,4.0
21628863326456,0.0
21629023324373,1.0
21629503324686,0.0
21629663321717,1.0
21629983344113,0.0
21630463324217,19.0
21630623324217,16.0
21630783322029,14.0
21630943325675,11.0
21631103325519,1.0
21631583499373,4.0
21631903324686,2.0
21632223487811,1.0
21632383323592,0.0
21632543323384,1.0
21632863470363,0.0
21633503385727,10.0
21633663327706,47.0
21633823328904,44.0
21633983321925,38.0
21634143356665,0.0
21634463326769,14.0
21634623321925,9.0
21634783323904,5.0
21634943326092,1.0
21635263321561,2.0
21635423322498,1.0
21635583327186,2.0
21635743321717,5.0
21635903321769,0.0
21636703325936,1.0
21636863394686,10.0
21637023322342,1.0
21637183320831,3.0
21637343323644,5.0
21637503398852,4.0
21637663321248,3.0
21637823323436,2.0
21637983321769,4.0
21638143349634,5.0
21638303321300,1.0
21639103325675,11.0
21639263324113,1.0
21639423326873,8.0
21639583323488,13.0
21639743337602,10.0
21639903324634,3.0
21640223321456,6.0
21640543324634,7.0
21640703324529,16.0
21640863326092,3.0
21641183325519,35.0
21641343326561,1.0
21641503322134,2.0
21641663353592,11.0
21641823323696,6.0
21641983323331,9.0
21642143321561,0.0
21642303333956,1.0
21642463324686,3.0
21642623323852,2.0
21642943324581,1.0
21643263323748,3.0
21643423321613,1.0
21643583324373,3.0
21643743327550,20.0
21643903321040,0.0
21644223326092,2.0
21644383389998,0.0
21645983323279,1.0
21646143323488,3.0
21646303323852,0.0
21647103322134,1.0
21647423324373,2.0
21647583323852,1.0
21648863325102,3.0
21649023321821,1.0
21649183376717,11.0
21649343324425,34.0
21649503324425,0.0
21649983323852,2.0
21650143326821,0.0
21650463326665,1.0
21650783322134,0.0
21651743325519,1.0
21651903326196,0.0
21652063324894,2.0
21652223322134,5.0
21652383327186,0.0
21653503325519,15.0
21653663323540,3.0
21653823325415,0.0
21654303324321,1.0
21654623321821,0.0
21655743324113,4.0
21655903327238,5.0
21656063412915,0.0
21656383324217,3.0
21656543322446,0.0
21657183321404,2.0
21657343324946,7.0
21657503325675,3.0
21657663326821,0.0
21657983322706,1.0
21658143326925,4.0
21658463322394,3.0
21658623325467,1.0
21658943324686,4.0
21659103322342,5.0
21659263323540,2.0
21659423323644,1.0
21659583322081,0.0
21660223322134,1.0
21660383325154,26.0
21660543323904,11.0
21660703324269,0.0
21661183324165,9.0
21661343323696,7.0
21661503321509,1.0
21661663526821,0.0
21661823323488,1.0
21661983324581,3.0
21662303448123,1.0
21662463323696,0.0
21662623324946,4.0
21662783321821,7.0
21662943415154,0.0
21665663322706,5.0
21665823321613,3.0
21665983321092,0.0
21670303321613,0.0
21670463328488,3.0
21670623323071,6.0
21670783324738,7.0
21670943321769,4.0
21671103323696,0.0
21671583321509,1.0
21671743324529,0.0
21672223321769,1.0
21672383324581,3.0
21672543323384,2.0
21672703321977,1.0
21672863323436,0.0
21673023324165,1.0
21673183323540,2.0
21673503322602,6.0
21673663325571,0.0
21674623321925,18.0
21674783507081,7.0
21674943323175,0.0
21675423480779,2.0
21675583323540,5.0
21675743325884,4.0
21675903321248,3.0
21676383340206,4.0
21676543321509,0.0
21677663324373,7.0
21677823326456,12.0
21677983324790,3.0
21678143326925,0.0
21678623325727,5.0
21678943324113,4.0
21679103322759,2.0
21679263324946,0.0
21679583321561,1.0
21679743322967,2.0
21680223321821,1.0
21680543324425,3.0
21680703325050,0.0
21681023324477,1.0
21681343326769,0.0
21682143321456,2.0
21682463324894,0.0
21686783322162,0.0
21689343325287,1.0
21689663322006,3.0
21689823325131,7.0
21689983327371,12.0
21690143325496,18.0
21690303321902,16.0
21690463326121,0.0
21694783378048,0.0
21699103325183,0.0
21703423320965,0.0
21707743321694,0.0
