t_ns,ax,ay,az,bx,by,bz
21610321727990,-0.59342,8.863015,4.3836513,0.0,0.0,0.0
21610324107000,-0.5407779,8.85823,4.402794,0.0,0.0,0.0
21610326486011,-0.53599226,8.9013,4.331009,0.0,0.0,0.0
21610328865021,-0.5072784,8.896515,4.2352962,0.0,0.0,0.0
21610331243979,-0.5072784,8.853444,4.173083,0.0,0.0,0.0
21610333622990,-0.5838487,8.843872,4.1922255,0.0,0.0,0.0
21610336002000,-0.70348984,8.805588,4.2975097,0.0,0.0,0.0
21610338381011,-0.80877405,8.796016,4.3932223,0.0,0.0,0.0
21610340759969,-0.9092726,8.772088,4.4602213,0.0,0.0,0.0
21610343138979,-1.0049855,8.772088,4.4315076,0.0,0.0,0.0
21610345517990,-1.0767702,8.810373,4.345366,0.0,0.0,0.0
21610347897000,-1.1772687,8.82473,4.2687955,0.0,0.0,0.0
21610350276011,-1.253839,8.839087,4.2448673,0.0,0.0,0.0
21610352655021,-1.3064811,8.843872,4.287938,0.0,0.0,0.0
21610355034031,-1.3064811,8.829515,4.3501515,0.0,0.0,0.0
21610357412990,-1.3160524,8.848659,4.369294,0.0,0.0,0.0
21610359792000,-1.253839,8.82473,4.3501515,0.0,0.0,0.0
21610362171011,-1.2059826,8.834301,4.273581,0.0,0.0,0.0
21610364550021,-1.1294123,8.853444,4.1874394,0.0,0.0,0.0
21610366929031,-1.0671989,8.863015,4.168297,0.0,0.0,0.0
21610369308042,-1.0001999,8.848659,4.173083,0.0,0.0,0.0
21610371687000,-0.9284152,8.839087,4.2017965,0.0,0.0,0.0
21610374066011,-0.8470592,8.805588,4.240082,0.0,0.0,0.0
21610376445021,-0.7752745,8.82473,4.23051,0.0,0.0,0.0
21610378824031,-0.7322037,8.796016,4.1778684,0.0,0.0,0.0
21610381203042,-0.71306115,8.805588,4.1635113,0.0,0.0,0.0
21610383582000,-0.6843473,8.815159,4.15394,0.0,0.0,0.0
21610385961011,-0.6652047,8.82473,4.1874394,0.0,0.0,0.0
21610388340021,-0.6795616,8.819944,4.2257247,0.0,0.0,0.0
21610390719031,-0.7322037,8.800801,4.2687955,0.0,0.0,0.0
21610393098042,-0.7609176,8.810373,4.278367,0.0,0.0,0.0
21610395477000,-0.7896315,8.786445,4.278367,0.0,0.0,0.0
21610397856011,-0.8422736,8.810373,4.287938,0.0,0.0,0.0
21610400235021,-0.89013004,8.810373,4.249653,0.0,0.0,0.0
21610402614031,-0.95712906,8.834301,4.23051,0.0,0.0,0.0
21610404993042,-1.0241281,8.839087,4.240082,0.0,0.0,0.0
21610407372000,-1.0432707,8.829515,4.26401,0.0,0.0,0.0
21610409751011,-1.0432707,8.839087,4.287938,0.0,0.0,0.0
21610412130021,-1.0624132,8.843872,4.316652,0.0,0.0,0.0
21610414509031,-1.0959128,8.834301,4.287938,0.0,0.0,0.0
21610416888042,-1.0911272,8.800801,4.278367,0.0,0.0,0.0
21610419267052,-1.0719845,8.786445,4.26401,0.0,0.0,0.0
21610421646011,-1.0671989,8.786445,4.2687955,0.0,0.0,0.0
21610424025021,-1.0193424,8.781659,4.287938,0.0,0.0,0.0
21610426404031,-1.0097711,8.781659,4.3405805,0.0,0.0,0.0
21610428783042,-0.9810573,8.796016,4.359723,0.0,0.0,0.0
21610431162000,-0.94277215,8.786445,4.345366,0.0,0.0,0.0
21610433541011,-0.89491564,8.781659,4.345366,0.0,0.0,0.0
21610435920125,-0.8566305,8.776874,4.3262234,0.0,0.0,0.0
21610438299031,-0.8327023,8.776874,4.3118663,0.0,0.0,0.0
21610440678042,-0.8135597,8.805588,4.3070807,0.0,0.0,0.0
21610443057052,-0.82313097,8.834301,4.316652,0.0,0.0,0.0
21610445436011,-0.80877405,8.834301,4.3118663,0.0,0.0,0.0
21610447815021,-0.82313097,8.867801,4.331009,0.0,0.0,0.0
21610450194031,-0.8470592,8.867801,4.321438,0.0,0.0,0.0
21610452573042,-0.8709874,8.863015,4.3118663,0.0,0.0,0.0
21610454952052,-0.9379865,8.85823,4.3262234,0.0,0.0,0.0
21610457331063,-0.9906286,8.867801,4.3262234,0.0,0.0,0.0
21610459710021,-1.0719845,8.882157,4.316652,0.0,0.0,0.0
21610462089031,-1.1246266,8.877372,4.3262234,0.0,0.0,0.0
21610464468042,-1.1629118,8.896515,4.3405805,0.0,0.0,0.0
21610466847052,-1.2059826,8.867801,4.3262234,0.0,0.0,0.0
21610469226063,-1.2394822,8.882157,4.3262234,0.0,0.0,0.0
21610471605021,-1.2442678,8.886943,4.331009,0.0,0.0,0.0
21610473984031,-1.253839,8.877372,4.3357944,0.0,0.0,0.0
21610476363042,-1.2299109,8.877372,4.345366,0.0,0.0,0.0
21610478742052,-1.18684,8.867801,4.3501515,0.0,0.0,0.0
21610481121063,-1.1485549,8.877372,4.3501515,0.0,0.0,0.0
21610483500021,-1.0671989,8.877372,4.331009,0.0,0.0,0.0
21610485879031,-0.98584294,8.882157,4.302295,0.0,0.0,0.0
21610488258042,-0.9236295,8.886943,4.2592244,0.0,0.0,0.0
21610490637052,-0.85184485,8.882157,4.23051,0.0,0.0,0.0
21610493016063,-0.79441714,8.882157,4.2352962,0.0,0.0,0.0
21610495395021,-0.7513463,8.891729,4.240082,0.0,0.0,0.0
21610497774031,-0.72263247,8.867801,4.23051,0.0,0.0,0.0
21610500153042,-0.6987042,8.863015,4.2352962,0.0,0.0,0.0
21610502532052,-0.6939186,8.863015,4.240082,0.0,0.0,0.0
21610504911063,-0.6939186,8.853444,4.2352962,0.0,0.0,0.0
21610507290073,-0.72741807,8.834301,4.240082,0.0,0.0,0.0
21610509669031,-0.7609176,8.810373,4.240082,0.0,0.0,0.0
21610512048042,-0.81834537,8.829515,4.240082,0.0,0.0,0.0
21610514427052,-0.85184485,8.829515,4.254439,0.0,0.0,0.0
21610516806063,-0.89491564,8.853444,4.2687955,0.0,0.0,0.0
21610519185021,-0.9523434,8.863015,4.2927237,0.0,0.0,0.0
21610521564031,-0.971486,8.85823,4.3118663,0.0,0.0,0.0
21610523943042,-1.0049855,8.848659,4.321438,0.0,0.0,0.0
21610526322052,-1.0097711,8.867801,4.316652,0.0,0.0,0.0
21610528701063,-0.9906286,8.872586,4.3262234,0.0,0.0,0.0
21610531080073,-0.971486,8.872586,4.345366,0.0,0.0,0.0
21610533459084,-0.93320084,8.877372,4.345366,0.0,0.0,0.0
21610535838042,-0.89013004,8.853444,4.345366,0.0,0.0,0.0
21610538217052,-0.8279166,8.85823,4.331009,0.0,0.0,0.0
21610540596063,-0.7800602,8.834301,4.316652,0.0,0.0,0.0
21610542975073,-0.72741807,8.800801,4.3118663,0.0,0.0,0.0
21610545354031,-0.6891329,8.786445,4.287938,0.0,0.0,0.0
21610547733042,-0.66041905,8.7673025,4.278367,0.0,0.0,0.0
21610550112052,-0.6412765,8.7673025,4.2687955,0.0,0.0,0.0
21610552491063,-0.66041905,8.762517,4.26401,0.0,0.0,0.0
21610554870073,-0.66999036,8.7673025,4.23051,0.0,0.0,0.0
21610557249031,-0.71306115,8.7673025,4.211368,0.0,0.0,0.0
21610559628042,-0.74177504,8.7673025,4.211368,0.0,0.0,0.0
21610562007052,-0.7896315,8.786445,4.2352962,0.0,0.0,0.0
21610564386063,-0.8422736,8.829515,4.2352962,0.0,0.0,0.0
21610566765073,-0.90448695,8.853444,4.2352962,0.0,0.0,0.0
21610569144084,-0.971486,8.867801,4.220939,0.0,0.0,0.0
21610571523042,-1.0671989,8.877372,4.2257247,0.0,0.0,0.0
21610573902052,-1.1533405,8.872586,4.23051,0.0,0.0,0.0
21610576281063,-1.2011969,8.882157,4.254439,0.0,0.0,0.0
21610578660073,-1.2394822,8.863015,4.240082,0.0,0.0,0.0
21610581039084,-1.2490535,8.843872,4.254439,0.0,0.0,0.0
21610583418042,-1.253839,8.82473,4.278367,0.0,0.0,0.0
21610585797052,-1.2634103,8.839087,4.2592244,0.0,0.0,0.0
21610588176063,-1.2442678,8.834301,4.26401,0.0,0.0,0.0
21610590555073,-1.1820544,8.834301,4.2687955,0.0,0.0,0.0
21610592934084,-1.134198,8.848659,4.278367,0.0,0.0,0.0
21610595313094,-1.0815558,8.839087,4.2687955,0.0,0.0,0.0
21610597692052,-1.0193424,8.863015,4.273581,0.0,0.0,0.0
21610600071063,-0.9523434,8.867801,4.273581,0.0,0.0,0.0
21610602450073,-0.89491564,8.863015,4.278367,0.0,0.0,0.0
21610604829084,-0.83748794,8.872586,4.273581,0.0,0.0,0.0
21610607208094,-0.8135597,8.877372,4.278367,0.0,0.0,0.0
21610609587052,-0.79920274,8.891729,4.2927237,0.0,0.0,0.0
21610611966063,-0.7800602,8.891729,4.2687955,0.0,0.0,0.0
21610614345073,-0.7896315,8.886943,4.26401,0.0,0.0,0.0
21610616724084,-0.8135597,8.839087,4.26401,0.0,0.0,0.0
21610619103094,-0.8566305,8.843872,4.2448673,0.0,0.0,0.0
21610621482052,-0.91884387,8.843872,4.2448673,0.0,0.0,0.0
21610623861063,-0.9810573,8.843872,4.26401,0.0,0.0,0.0
21610626240073,-1.0576276,8.800801,4.26401,0.0,0.0,0.0
21610628619084,-1.1006985,8.805588,4.273581,0.0,0.0,0.0
21610630998094,-1.1533405,8.805588,4.254439,0.0,0.0,0.0
21610633377104,-1.2155539,8.815159,4.26401,0.0,0.0,0.0
21610635756063,-1.2634103,8.834301,4.287938,0.0,0.0,0.0
21610638135073,-1.2729816,8.834301,4.2831526,0.0,0.0,0.0
21610640514084,-1.2634103,8.863015,4.273581,0.0,0.0,0.0
21610642893094,-1.2442678,8.863015,4.2687955,0.0,0.0,0.0
21610645272104,-1.2107682,8.843872,4.278367,0.0,0.0,0.0
21610647651063,-1.1629118,8.834301,4.278367,0.0,0.0,0.0
21610650030073,-1.1246266,8.843872,4.2831526,0.0,0.0,0.0
21610652409084,-1.0624132,8.839087,4.3070807,0.0,0.0,0.0
21610654788094,-1.0049855,8.848659,4.3118663,0.0,0.0,0.0
21610657167104,-0.94755775,8.867801,4.2975097,0.0,0.0,0.0
21610659546063,-0.8805587,8.85823,4.278367,0.0,0.0,0.0
21610661925073,-0.8279166,8.839087,4.278367,0.0,0.0,0.0
21610664304084,-0.79920274,8.853444,4.2592244,0.0,0.0,0.0
21610666683094,-0.7752745,8.848659,4.254439,0.0,0.0,0.0
