t_ns,qx,qy,qz,qw
21610348548146,0.34005293,0.40355176,0.58064264,0.619971
21610353306167,0.33874932,0.40710402,0.57834977,0.62050533
21610358064136,0.3373031,0.40837225,0.577433,0.621313
21610362822156,0.33718443,0.40889174,0.57706493,0.62137765
21610367580177,0.3384443,0.40928316,0.5768647,0.62062055
21610372338146,0.33988482,0.40893576,0.57714707,0.61979926
21610377096167,0.34135482,0.40790635,0.5778711,0.6189946
21610381854136,0.34294495,0.40702638,0.57852596,0.6180825
21610386612156,0.3443797,0.40621608,0.5791435,0.6172389
21610391370177,0.3452713,0.4054265,0.5797003,0.6167371
21610396128146,0.34574032,0.40486416,0.5801087,0.6164598
21610400886167,0.34594977,0.40462676,0.580297,0.6163208
21610405644136,0.34595296,0.40476316,0.5802127,0.61630887
21610410402156,0.3457812,0.40489572,0.5801179,0.61640733
21610415160177,0.34553692,0.4050237,0.5800177,0.61655456
21610419918146,0.34533426,0.4051502,0.57990855,0.61668766
21610424676167,0.3452125,0.40516752,0.5798645,0.6167859
21610429434136,0.34510157,0.40499318,0.579934,0.6168971
21610434192261,0.34512928,0.40472794,0.5800733,0.61692464
21610438950177,0.34528133,0.4044221,0.5802528,0.6168713
21610443708146,0.34548202,0.40415597,0.5804272,0.6167693
21610448466167,0.3456682,0.40392765,0.58058214,0.6166688
21610453224188,0.34578627,0.40379405,0.5806733,0.6166042
21610457982156,0.34573442,0.40380108,0.58069646,0.61660683
21610462740177,0.34554243,0.40396914,0.5806032,0.6166922
21610467498198,0.34527534,0.40419224,0.58044577,0.6168438
21610472256167,0.34498498,0.40444693,0.5802631,0.6170112
21610477014188,0.34472257,0.4046456,0.58010197,0.6171791
21610481772156,0.34456164,0.4047301,0.58000696,0.6173028
21610486530177,0.34459066,0.4047034,0.57998985,0.6173202
21610491288198,0.34480506,0.4046264,0.5800279,0.6172153
21610496046167,0.34510395,0.4044719,0.5801312,0.6170524
21610500804188,0.34541687,0.4042926,0.58026487,0.61686903
21610505562209,0.34570715,0.40411633,0.58039504,0.61669946
21610510320177,0.34589595,0.40400273,0.5805103,0.61655945
21610515078198,0.3459866,0.40397164,0.58057165,0.61647123
21610519836167,0.34599718,0.40398335,0.5805929,0.6164376
21610524594188,0.34595153,0.4039924,0.58058393,0.6164657
21610529352209,0.34591496,0.40399882,0.5805774,0.6164882
21610534110177,0.34592155,0.40394026,0.5805955,0.6165058
21610538868198,0.34599665,0.4038168,0.5806565,0.6164871
21610543626167,0.3461376,0.40363908,0.58075887,0.61642796
21610548384188,0.34631562,0.40344775,0.58088994,0.61632967
21610553142209,0.34649527,0.4032658,0.58101535,0.6162296
21610557900177,0.34664053,0.40317193,0.5811088,0.61612123
21610562658198,0.34671578,0.40314543,0.5811635,0.6160446
21610567416219,0.34672552,0.40320587,0.58116674,0.6159965
21610572174188,0.34665883,0.4033648,0.58110195,0.61599106
21610576932209,0.34649995,0.40358466,0.5809803,0.6160513
21610581690177,0.3463208,0.40380037,0.58083385,0.61614865
21610586448198,0.34614155,0.40397915,0.58071035,0.61624867
21610591206219,0.34602225,0.40410393,0.5805931,0.6163442
21610595964188,0.34597903,0.4041534,0.58051914,0.6164058
21610600722209,0.34600917,0.404144,0.58049023,0.61642224
21610605480229,0.34608665,0.40408757,0.5805059,0.61640096
21610610238198,0.34617022,0.4040268,0.58054966,0.61635274
21610614996219,0.34625092,0.40399134,0.58059335,0.61628944
21610619754188,0.34627718,0.4039952,0.58062035,0.6162467
21610624512209,0.34623498,0.40406564,0.5806083,0.61623555
21610629270229,0.34611616,0.40417594,0.58056235,0.61627334
21610634028198,0.3459689,0.4043245,0.58047783,0.6163381
21610638786219,0.34579933,0.40447667,0.5803712,0.6164338
21610643544240,0.3456706,0.40461522,0.5802761,0.6165047
21610648302209,0.3455923,0.4046881,0.58019453,0.61657757
21610653060229,0.34556305,0.40470028,0.5801492,0.6166286
21610657818198,0.34558716,0.40466183,0.5801419,0.6166471
21610662576219,0.3456667,0.40459073,0.5801639,0.61662847
21610667334240,0.34575957,0.40452036,0.5802143,0.6165752
21610672092209,0.3458666,0.40446255,0.5802579,0.61651206
21610676850229,0.34596056,0.40444514,0.5802954,0.61643547
21610681608250,0.3459958,0.40448883,0.580308,0.61637515
21610686366219,0.3459836,0.40458488,0.5802892,0.61633664
21610691124240,0.34591538,0.40471873,0.5802387,0.6163346
21610695882209,0.34580177,0.40487435,0.5801576,0.6163725
21610700640229,0.34568843,0.40500233,0.5800699,0.6164345
21610705398250,0.3455757,0.40511054,0.5799945,0.6164976
21610710156219,0.34552154,0.40514323,0.5799371,0.61656046
21610714914240,0.34552604,0.40511096,0.5799177,0.6165974
21610719672209,0.34557632,0.40504143,0.5799298,0.61660343
21610724430229,0.34564176,0.40495571,0.5799878,0.6165685
21610729188250,0.345709,0.40486848,0.58004695,0.61653256
21610733946219,0.34575185,0.40481028,0.5801046,0.6164925
21610738704240,0.34575412,0.40479556,0.58014077,0.6164669
21610743462261,0.3457097,0.4048323,0.5801444,0.6164642
21610748220229,0.34562466,0.40490347,0.58011824,0.61648977
21610752978250,0.3455363,0.40499565,0.58006406,0.61652976
21610757736271,0.34545743,0.40508083,0.5800054,0.61657315
21610762494240,0.34538862,0.40515795,0.5799525,0.61661077
21610767252261,0.34537742,0.40519473,0.5798997,0.6166425
21610772010229,0.34540194,0.4051917,0.5798713,0.6166575
21610776768250,0.3454352,0.4051691,0.5798647,0.61666
21610781526271,0.34546402,0.4051337,0.57988876,0.61664444
21610786284240,0.34548506,0.4050925,0.5799159,0.61663425
21610791042261,0.34546795,0.40507746,0.57993954,0.6166314
21610795800281,0.3454161,0.40509337,0.57994926,0.61664087
21610800558250,0.34532258,0.40514714,0.57993484,0.6166715
21610805316271,0.34520027,0.40521652,0.5799057,0.61672187
21610810074240,0.3450625,0.4052967,0.5798458,0.6168026
21610814832261,0.3449265,0.40539053,0.57977754,0.6168811
21610819590281,0.34481922,0.40546447,0.57970774,0.616958
21610824348250,0.34476385,0.40551934,0.57964605,0.6170109
21610829106271,0.34474513,0.4055473,0.57960045,0.6170459
21610833864240,0.34474477,0.40554193,0.57957685,0.61707175
21610838622261,0.34476238,0.40552145,0.5795756,0.61707646
21610843380281,0.3447951,0.40550554,0.57958794,0.6170571
21610848138250,0.3448257,0.4054926,0.5795982,0.61703885
21610852896271,0.3448362,0.40548414,0.5796042,0.6170329
21610857654240,0.34483266,0.4054774,0.57960826,0.61703557
21610862412261,0.3448147,0.40548825,0.5796001,0.61704606
21610867170281,0.34480208,0.4055115,0.5795847,0.61705226
21610871928250,0.3447887,0.40553713,0.57956773,0.6170588
