t_ns,gx,gy,gz
21610343790125,-0.9499408,8.706207,4.4124756
21610348548146,-1.0344272,8.73071,4.3445415
21610353306167,-1.1119689,8.740554,4.305419
21610358064136,-1.1563425,8.735341,4.3043094
21610362822156,-1.1669685,8.737254,4.297552
21610367580177,-1.1527325,8.750405,4.2745767
21610372338146,-1.1237354,8.760798,4.260987
21610377096167,-1.0832964,8.767423,4.2578373
21610381854136,-1.0429046,8.775846,4.2505603
21610386612156,-1.0059083,8.783268,4.244144
21610391370177,-0.97846204,8.786121,4.244653
21610396128146,-0.961356,8.786761,4.247234
21610400886167,-0.953721,8.787147,4.2481613
21610405644136,-0.9558115,8.787986,4.245953
21610410402156,-0.96079326,8.7873335,4.246177
21610415160177,-0.96696866,8.786038,4.247458
21610419918146,-0.9726013,8.785061,4.2481933
21610424676167,-0.9752741,8.7841,4.249567
21610429434136,-0.9748402,8.78208,4.25384
21610434192261,-0.97059107,8.78069,4.2576766
21610438950177,-0.96352124,8.780114,4.260471
21610443708146,-0.9560277,8.780205,4.261973
21610448466167,-0.94930035,8.780402,4.2630677
21610453224188,-0.9452087,8.780594,4.263582
21610457982156,-0.94574815,8.780249,4.264174
21610462740177,-0.95127547,8.77968,4.2641144
21610467498198,-0.95928395,8.778769,4.264198
21610472256167,-0.9682347,8.777839,4.2640896
21610477014188,-0.97604746,8.77678,4.264487
21610481772156,-0.9805247,8.775877,4.2653203
21610486530177,-0.9801256,8.775906,4.2653513
21610491288198,-0.9756654,8.777217,4.263676
21610496046167,-0.96840346,8.778794,4.2620835
21610500804188,-0.96031284,8.78036,4.2606893
21610505562209,-0.9526498,8.781748,4.2595506
21610510320177,-0.94723445,8.7827015,4.2587886
21610515078198,-0.94471186,8.783331,4.258052
21610519836167,-0.9443217,8.783533,4.2577214
21610524594188,-0.9452347,8.783204,4.2581973
21610529352209,-0.94595176,8.782935,4.258592
21610534110177,-0.94518507,8.782611,4.259432
21610538868198,-0.9422742,8.782469,4.2603674
21610543626167,-0.93735695,8.782558,4.2612686
21610548384188,-0.93134826,8.782902,4.2618794
21610553142209,-0.9254587,8.783312,4.2623177
21610557900177,-0.9211765,8.7839985,4.2618275
21610562658198,-0.9190209,8.784517,4.2612233
21610567416219,-0.9192377,8.785024,4.260135
21610572174188,-0.9223147,8.78548,4.258527
21610576932209,-0.9280865,8.785511,4.257209
21610581690177,-0.9344995,8.785309,4.256227
21610586448198,-0.9403339,8.784878,4.2558293
21610591206219,-0.9447521,8.784577,4.2554703
21610595964188,-0.94683284,8.78445,4.2552724
21610600722209,-0.94670284,8.784589,4.255013
21610605480229,-0.9448633,8.784863,4.2548566
21610610238198,-0.942498,8.7852,4.2546844
21610614996219,-0.940352,8.785689,4.25415
21610619754188,-0.93957806,8.785974,4.253733
21610624512209,-0.9409026,8.786096,4.253188
21610629270229,-0.9442016,8.785807,4.253055
21610634028198,-0.94876003,8.785489,4.252697
21610638786219,-0.95401275,8.784975,4.2525835
21610643544240,-0.95836097,8.784719,4.252131
21610648302209,-0.9612647,8.784449,4.252036
21610653060229,-0.9624566,8.78422,4.252239
21610657818198,-0.9619138,8.7841425,4.252523
21610662576219,-0.9598509,8.784344,4.2525725
21610667334240,-0.9571796,8.784704,4.252431
