t_s,x_m,y_m,v,heading_deg,mode,k,sigma_pos,mm_seg,mm_conf,lat,lon
0.0000,-0.0088,-0.0028,0.0000,0.0000,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
0.1000,-0.0088,-0.0028,0.0000,0.0645,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
0.2000,-0.0088,-0.0028,0.0000,0.0390,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
0.3000,-0.0088,-0.0028,0.0000,0.0567,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
0.4000,-0.0088,-0.0028,0.0000,0.0794,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
0.5000,-0.0088,-0.0028,0.0000,0.1072,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
0.6000,-0.0088,-0.0028,0.0000,0.1377,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
0.7000,-0.0088,-0.0028,0.0000,0.1724,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
0.8000,-0.0088,-0.0028,0.0000,0.1426,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
0.9000,-0.0088,-0.0028,0.0000,0.1913,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
1.0000,-0.0088,-0.0028,0.0000,0.2475,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
1.1000,-0.0088,-0.0028,0.0000,0.1839,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
1.2000,-0.0088,-0.0028,0.0000,0.2525,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
1.3000,-0.0088,-0.0028,0.0000,0.2248,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
1.4000,-0.0088,-0.0028,0.0000,0.3512,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
1.5000,-0.0088,-0.0028,0.0000,0.3641,GNSS_INS,1.0000,3.0000,-1,,28.5227,77.5740
1.6000,-0.0088,-0.0028,0.0000,0.3481,GNSS_INS,1.0000,2.3523,-1,,28.5227,77.5740
1.7000,-0.0088,-0.0028,0.0000,0.3686,GNSS_INS,1.0000,2.3523,-1,,28.5227,77.5740
1.8000,-0.0088,-0.0028,0.0000,0.3689,GNSS_INS,1.0000,2.3523,-1,,28.5227,77.5740
1.9000,-0.0088,-0.0028,0.0000,0.3284,GNSS_INS,1.0000,2.3523,-1,,28.5227,77.5740
2.0000,-0.0088,-0.0028,0.0000,0.3028,GNSS_INS,1.0000,2.3523,-1,,28.5227,77.5740
2.1000,-0.0088,-0.0028,0.0000,0.2999,GNSS_INS,1.0000,2.3523,-1,,28.5227,77.5740
2.2000,-0.0088,-0.0028,0.0000,0.2788,GNSS_INS,1.0000,2.3523,-1,,28.5227,77.5740
2.3000,-0.0088,-0.0028,0.0000,0.2448,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
2.4000,-0.0088,-0.0028,0.0000,0.2472,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
2.5000,-0.0088,-0.0028,0.0000,0.2199,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
2.6000,-0.0088,-0.0028,0.0000,0.2028,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
2.7000,-0.0088,-0.0028,0.0000,0.1935,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
2.8000,-0.0088,-0.0028,0.0000,0.1834,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
2.9000,-0.0088,-0.0028,0.0000,0.1896,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
3.0000,-0.0088,-0.0028,0.0000,0.1980,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
3.1000,-0.0088,-0.0028,0.0000,0.2488,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
3.2000,-0.0088,-0.0028,0.0000,0.2647,GNSS_INS,1.0000,1.9986,-1,,28.5227,77.5740
3.3000,-0.0091,-0.0032,0.0000,0.3197,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
3.4000,-0.0091,-0.0032,0.0000,0.3469,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
3.5000,-0.0091,-0.0032,0.0000,0.3723,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
3.6000,-0.0091,-0.0032,0.0000,0.3746,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
3.7000,-0.0091,-0.0032,0.0000,0.4104,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
3.8000,-0.0091,-0.0032,0.0000,0.3999,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
3.9000,-0.0091,-0.0032,0.0000,0.3854,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
4.0000,-0.0091,-0.0032,0.0000,0.3839,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
4.1000,-0.0091,-0.0032,0.0000,0.3417,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
4.2000,-0.0091,-0.0032,0.0000,0.3377,GNSS_INS,1.0000,1.7679,-1,,28.5227,77.5740
4.3000,-0.0054,-0.0050,0.0000,0.3269,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
4.4000,-0.0054,-0.0050,0.0000,0.3172,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
4.5000,-0.0054,-0.0050,0.0000,0.3052,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
4.6000,-0.0054,-0.0050,0.0000,0.3016,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
4.7000,-0.0054,-0.0050,0.0000,0.2932,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
4.8000,-0.0054,-0.0050,0.0000,0.3042,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
4.9000,-0.0054,-0.0050,0.0000,0.3145,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
5.0000,-0.0054,-0.0050,0.0000,0.3188,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
5.1000,-0.0054,-0.0050,0.0000,0.3259,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
5.2000,-0.0054,-0.0050,0.0000,0.3316,GNSS_INS,1.0000,1.6022,-1,,28.5227,77.5740
5.3000,-0.0052,-0.0055,0.0000,0.3485,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
5.4000,-0.0052,-0.0055,0.0000,0.3516,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
5.5000,-0.0052,-0.0055,0.0000,0.3538,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
5.6000,-0.0052,-0.0055,0.0000,0.3527,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
5.7000,-0.0052,-0.0055,0.0000,0.3499,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
5.8000,-0.0052,-0.0055,0.0000,0.3458,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
5.9000,-0.0052,-0.0055,0.0000,0.3471,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
6.0000,-0.0052,-0.0055,0.0000,0.3394,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
6.1000,-0.0052,-0.0055,0.0000,0.3434,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
6.2000,-0.0052,-0.0055,0.0000,0.3493,GNSS_INS,1.0000,1.4757,-1,,28.5227,77.5740
6.3000,-0.0025,-0.0063,0.0000,0.3472,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
6.4000,-0.0025,-0.0063,0.0000,0.3361,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
6.5000,-0.0025,-0.0063,0.0000,0.3452,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
6.6000,-0.0025,-0.0063,0.0000,0.3339,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
6.7000,-0.0025,-0.0063,0.0000,0.3414,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
6.8000,-0.0025,-0.0063,0.0000,0.3359,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
6.9000,-0.0025,-0.0063,0.0000,0.3300,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
7.0000,-0.0025,-0.0063,0.0000,0.3269,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
7.1000,-0.0025,-0.0063,0.0000,0.3301,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
7.2000,-0.0025,-0.0063,0.0000,0.3397,GNSS_INS,1.0000,1.3752,-1,,28.5227,77.5740
7.3000,-0.0014,-0.0062,0.0000,0.3488,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
7.4000,-0.0014,-0.0062,0.0000,0.3578,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
7.5000,-0.0014,-0.0062,0.0000,0.3757,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
7.6000,-0.0014,-0.0062,0.0000,0.3770,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
7.7000,-0.0014,-0.0062,0.0000,0.3884,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
7.8000,-0.0014,-0.0062,0.0000,0.3955,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
7.9000,-0.0014,-0.0062,0.0000,0.3964,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
8.0000,-0.0014,-0.0062,0.0000,0.3904,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
8.1000,-0.0014,-0.0062,0.0000,0.3903,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
8.2000,-0.0014,-0.0062,0.0000,0.3782,GNSS_INS,1.0000,1.2927,-1,,28.5227,77.5740
8.3000,-0.0014,-0.0054,0.0000,0.3909,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
8.4000,-0.0014,-0.0054,0.0000,0.3953,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
8.5000,-0.0014,-0.0054,0.0000,0.4062,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
8.6000,-0.0014,-0.0054,0.0000,0.4026,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
8.7000,-0.0014,-0.0054,0.0000,0.4060,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
8.8000,-0.0014,-0.0054,0.0000,0.4047,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
8.9000,-0.0014,-0.0054,0.0000,0.4076,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
9.0000,-0.0014,-0.0054,0.0000,0.4037,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
9.1000,-0.0014,-0.0054,0.0000,0.4028,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
9.2000,-0.0014,-0.0054,0.0000,0.3991,GNSS_INS,1.0000,1.2235,-1,,28.5227,77.5740
9.3000,0.0017,-0.0060,0.0000,0.3920,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
9.4000,0.0017,-0.0060,0.0000,0.3806,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
9.5000,0.0017,-0.0060,0.0000,0.3783,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
9.6000,0.0017,-0.0060,0.0000,0.3849,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
9.7000,0.0017,-0.0060,0.0000,0.3879,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
9.8000,0.0017,-0.0060,0.0000,0.3535,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
9.9000,0.0017,-0.0060,0.0000,0.3453,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
10.0000,0.0017,-0.0060,0.0000,0.3429,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
10.1000,0.0017,-0.0060,0.0000,0.3377,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
10.2000,0.0017,-0.0060,0.0000,0.3389,GNSS_INS,1.0000,1.1643,-1,,28.5227,77.5740
10.3000,0.0053,-0.0068,0.0000,0.3503,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
10.4000,0.0053,-0.0068,0.0000,0.3447,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
10.5000,0.0053,-0.0068,0.0000,0.3403,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
10.6000,0.0053,-0.0068,0.0000,0.3385,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
10.7000,0.0053,-0.0068,0.0000,0.3491,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
10.8000,0.0053,-0.0068,0.0000,0.3503,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
10.9000,0.0053,-0.0068,0.0000,0.3517,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
11.0000,0.0053,-0.0068,0.0000,0.3586,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
11.1000,0.0053,-0.0068,0.0000,0.3759,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
11.2000,0.0053,-0.0068,0.0000,0.4052,GNSS_INS,1.0000,1.1130,-1,,28.5227,77.5740
11.3000,-0.0030,-0.0020,0.0000,0.4157,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
11.4000,-0.0030,-0.0020,0.0000,0.4171,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
11.5000,-0.0030,-0.0020,0.0000,0.4273,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
11.6000,-0.0030,-0.0020,0.0000,0.4322,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
11.7000,-0.0030,-0.0020,0.0000,0.4376,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
11.8000,-0.0030,-0.0020,0.0000,0.4338,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
11.9000,-0.0030,-0.0020,0.0000,0.4428,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
12.0000,-0.0030,-0.0020,0.0000,0.4391,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
12.1000,-0.0030,-0.0020,0.0000,0.4351,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
12.2000,-0.0030,-0.0020,0.0000,0.4229,GNSS_INS,1.0000,1.0679,-1,,28.5227,77.5740
12.3000,0.0014,-0.0027,0.0000,0.4282,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
12.4000,0.0014,-0.0027,0.0000,0.4324,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
12.5000,0.0014,-0.0027,0.0000,0.4344,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
12.6000,0.0014,-0.0027,0.0000,0.4360,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
12.7000,0.0014,-0.0027,0.0000,0.4338,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
12.8000,0.0014,-0.0027,0.0000,0.4260,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
12.9000,0.0014,-0.0027,0.0000,0.4300,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
13.0000,0.0014,-0.0027,0.0000,0.4322,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
13.1000,0.0014,-0.0027,0.0000,0.4340,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
13.2000,0.0014,-0.0027,0.0000,0.4396,GNSS_INS,1.0000,1.0279,-1,,28.5227,77.5740
13.3000,0.0041,-0.0030,0.0000,0.4460,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
13.4000,0.0041,-0.0030,0.0000,0.4350,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
13.5000,0.0041,-0.0030,0.0000,0.4409,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
13.6000,0.0041,-0.0030,0.0000,0.4395,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
13.7000,0.0041,-0.0030,0.0000,0.4439,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
13.8000,0.0041,-0.0030,0.0000,0.4486,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
13.9000,0.0041,-0.0030,0.0000,0.4578,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
14.0000,0.0041,-0.0030,0.0000,0.4527,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
14.1000,0.0041,-0.0030,0.0000,0.4633,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
14.2000,0.0041,-0.0030,0.0000,0.4661,GNSS_INS,1.0000,0.9920,-1,,28.5227,77.5740
14.3000,0.0081,-0.0039,0.0000,0.4669,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
14.4000,0.0081,-0.0039,0.0000,0.4815,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
14.5000,0.0081,-0.0039,0.0000,0.4868,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
14.6000,0.0081,-0.0039,0.0000,0.4905,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
14.7000,0.0081,-0.0039,0.0000,0.4921,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
14.8000,0.0081,-0.0039,0.0000,0.5052,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
14.9000,0.0081,-0.0039,0.0000,0.5101,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
15.0000,0.0081,-0.0039,0.0000,0.5094,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
15.1000,0.0081,-0.0039,0.0000,0.5081,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
15.2000,0.0081,-0.0039,0.0000,0.5073,GNSS_INS,1.0000,0.9597,-1,,28.5227,77.5740
15.3000,0.0120,-0.0050,0.0000,0.5041,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
15.4000,0.0120,-0.0050,0.0000,0.4837,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
15.5000,0.0120,-0.0050,0.0000,0.5125,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
15.6000,0.0120,-0.0050,0.0000,0.5221,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
15.7000,0.0120,-0.0050,0.0000,0.5206,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
15.8000,0.0120,-0.0050,0.0000,0.5379,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
15.9000,0.0120,-0.0050,0.0000,0.5935,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
16.0000,0.0120,-0.0050,0.0000,0.5820,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
16.1000,0.0120,-0.0050,0.0000,0.5985,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
