t_s,x_m,y_m,v,heading_deg,mode,k,sigma_pos,mm_seg,mm_conf,lat,lon
16.2000,0.0120,-0.0050,0.0000,0.5439,GNSS_INS,1.0000,0.9304,-1,,28.5227,77.5740
16.3000,0.0147,-0.0056,0.0000,0.6196,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
16.4000,0.0147,-0.0056,0.0000,0.5117,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
16.5000,0.0147,-0.0056,0.0000,0.4079,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
16.6000,0.0147,-0.0056,0.0000,0.3227,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
16.7000,0.0147,-0.0056,0.0000,-0.0736,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
16.8000,0.0147,-0.0056,0.0000,-0.5147,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
16.9000,0.0147,-0.0056,0.0000,-0.7147,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
17.0000,0.0147,-0.0056,0.0000,-1.2955,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
17.1000,0.0147,-0.0056,0.0000,-1.4905,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
17.2000,0.0147,-0.0056,0.0000,-1.2305,GNSS_INS,1.0000,0.9035,-1,,28.5227,77.5740
17.3000,0.2302,-0.1367,0.0103,-0.6307,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
17.4000,0.2302,-0.1367,0.0018,0.4374,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
17.5000,0.2302,-0.1367,0.0003,1.1572,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
17.6000,0.2302,-0.1367,0.0003,1.1231,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
17.7000,0.2302,-0.1367,0.0003,0.5581,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
17.8000,0.2302,-0.1367,0.0003,0.5631,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
17.9000,0.2302,-0.1367,0.4681,1.1006,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
18.0000,0.2302,-0.1367,0.8223,1.8247,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
18.1000,0.2302,-0.1367,1.1088,2.4844,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
18.2000,0.2302,-0.1367,1.3336,2.4522,GNSS_INS,1.0000,0.8789,-1,,28.5227,77.5740
18.3000,0.3756,-0.3235,1.7194,-104.9114,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
18.4000,0.3756,-0.3235,1.7662,-105.4909,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
18.5000,0.3756,-0.3235,1.8254,-106.4598,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
18.6000,0.3756,-0.3235,1.9188,-107.4020,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
18.7000,0.3756,-0.3235,1.9701,-108.1134,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
18.8000,0.3756,-0.3235,1.9792,-108.3471,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
18.9000,0.3756,-0.3235,2.0105,-108.1880,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
19.0000,0.3756,-0.3235,2.0488,-107.5735,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
19.1000,0.3756,-0.3235,2.0637,-106.7019,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
19.2000,0.3756,-0.3235,2.0365,-105.9301,GNSS_INS,1.0000,0.8562,-1,,28.5227,77.5740
19.3000,0.3485,-0.5090,1.9034,-105.4015,GNSS_INS,1.0000,0.8351,-1,,28.5227,77.5740
19.4000,0.2768,-0.6875,1.9322,-104.8661,GNSS_INS,1.0000,0.8353,-1,,28.5227,77.5740
19.5000,0.2023,-0.8729,1.9858,-104.0541,GNSS_INS,1.0000,0.8356,-1,,28.5227,77.5740
19.6000,0.1298,-1.0535,1.9613,-103.3606,GNSS_INS,1.0000,0.8360,-1,,28.5227,77.5740
19.7000,0.0574,-1.2336,1.9511,-102.9231,GNSS_INS,1.0000,0.8365,-1,,28.5227,77.5740
19.8000,-0.0137,-1.4106,1.9312,-102.4191,GNSS_INS,1.0000,0.8371,-1,,28.5227,77.5740
19.9000,-0.0874,-1.5941,1.9507,-101.9753,GNSS_INS,1.0000,0.8377,-1,,28.5227,77.5740
20.0000,-0.1559,-1.7646,1.9064,-101.7079,GNSS_INS,1.0000,0.8385,-1,,28.5227,77.5740
20.1000,-0.2242,-1.9345,1.8784,-101.5737,GNSS_INS,1.0000,0.8392,-1,,28.5227,77.5740
20.2000,-0.2903,-2.0990,1.8411,-101.4726,GNSS_INS,1.0000,0.8399,-1,,28.5227,77.5740
20.3000,-0.2009,-2.5050,1.7231,-101.0474,GNSS_INS,1.0000,0.8204,-1,,28.5227,77.5740
20.4000,-0.2632,-2.6600,1.7034,-101.7503,GNSS_INS,1.0000,0.8211,-1,,28.5227,77.5740
20.5000,-0.3278,-2.8207,1.7138,-102.9498,GNSS_INS,1.0000,0.8218,-1,,28.5227,77.5740
20.6000,-0.3931,-2.9832,1.7273,-104.4597,GNSS_INS,1.0000,0.8225,-1,,28.5227,77.5740
20.7000,-0.4597,-3.1492,1.7490,-105.9301,GNSS_INS,1.0000,0.8232,-1,,28.5227,77.5740
20.8000,-0.5263,-3.3149,1.7616,-106.6375,GNSS_INS,1.0000,0.8240,-1,,28.5227,77.5740
20.9000,-0.5961,-3.4887,1.7996,-106.7810,GNSS_INS,1.0000,0.8247,-1,,28.5227,77.5740
21.0000,-0.6639,-3.6575,1.8062,-106.3245,GNSS_INS,1.0000,0.8255,-1,,28.5226,77.5740
21.1000,-0.7316,-3.8259,1.8089,-106.0994,GNSS_INS,1.0000,0.8262,-1,,28.5226,77.5740
21.2000,-0.7988,-3.9932,1.8072,-106.5063,GNSS_INS,1.0000,0.8271,-1,,28.5226,77.5740
21.3000,-1.0045,-4.2886,1.7976,-107.2086,GNSS_INS,1.0000,0.8083,-1,,28.5226,77.5740
21.4000,-1.0739,-4.4613,1.8208,-107.1667,GNSS_INS,1.0000,0.8090,-1,,28.5226,77.5740
21.5000,-1.1462,-4.6413,1.8643,-106.8629,GNSS_INS,1.0000,0.8096,-1,,28.5226,77.5740
21.6000,-1.2173,-4.8183,1.8803,-106.1901,GNSS_INS,1.0000,0.8103,-1,,28.5226,77.5740
21.7000,-1.2914,-5.0027,1.9187,-106.2425,GNSS_INS,1.0000,0.8110,-1,,28.5226,77.5740
21.8000,-1.3628,-5.1805,1.9178,-106.2481,GNSS_INS,1.0000,0.8117,-1,,28.5226,77.5740
21.9000,-1.4329,-5.3549,1.9042,-105.9577,GNSS_INS,1.0000,0.8124,-1,,28.5226,77.5740
22.0000,-1.5037,-5.5312,1.9029,-105.5869,GNSS_INS,1.0000,0.8132,-1,,28.5226,77.5740
22.1000,-1.5754,-5.7097,1.9100,-105.1403,GNSS_INS,1.0000,0.8140,-1,,28.5226,77.5740
22.2000,-1.6466,-5.8869,1.9096,-105.3152,GNSS_INS,1.0000,0.8148,-1,,28.5226,77.5740
22.3000,-1.7661,-6.2245,1.9248,-105.7625,GNSS_INS,1.0000,0.7969,-1,,28.5226,77.5740
22.4000,-1.8381,-6.4038,1.9277,-106.0591,GNSS_INS,1.0000,0.7975,-1,,28.5226,77.5740
22.5000,-1.9162,-6.5982,1.9899,-106.2239,GNSS_INS,1.0000,0.7981,-1,,28.5226,77.5740
22.6000,-1.9935,-6.7907,2.0225,-105.9282,GNSS_INS,1.0000,0.7986,-1,,28.5226,77.5740
22.7000,-2.0728,-6.9879,2.0624,-106.1845,GNSS_INS,1.0000,0.7991,-1,,28.5226,77.5740
22.8000,-2.1539,-7.1900,2.1083,-106.3098,GNSS_INS,1.0000,0.7996,-1,,28.5226,77.5740
22.9000,-2.2376,-7.3983,2.1640,-106.5562,GNSS_INS,1.0000,0.8000,-1,,28.5226,77.5740
23.0000,-2.3213,-7.6067,2.1988,-106.8274,GNSS_INS,1.0000,0.8005,-1,,28.5226,77.5740
23.1000,-2.4056,-7.8164,2.2260,-106.5928,GNSS_INS,1.0000,0.8009,-1,,28.5226,77.5740
23.2000,-2.4934,-8.0349,2.2839,-105.7701,GNSS_INS,1.0000,0.8013,-1,,28.5226,77.5740
23.3000,-2.5843,-8.4142,2.3319,-107.8980,GNSS_INS,1.0000,0.7842,-1,,28.5226,77.5740
23.4000,-2.7528,-8.8215,2.3758,-106.4533,GNSS_INS,1.0000,0.7845,-1,,28.5226,77.5740
23.5000,-2.8508,-9.0419,2.3961,-106.0825,GNSS_INS,1.0000,0.7848,-1,,28.5226,77.5740
