t_ns,wall_ms,sentence
19032802123019,1788548978973,"$GPGSV,3,1,09,06,77,041,40,11,62,215,33,12,21,317,42,13,00,000,41,1*6E  "
19032802334217,1788548978973,"$GPGSV,3,2,09,14,25,123,32,17,27,057,39,19,52,023,41,22,44,110,38,1*64  "
19032802366612,1788548978973,"$GPGSV,3,3,09,24,38,268,34,1*5B  "
19032803797498,1788548978973,"$GPGSV,1,1,03,06,77,041,31,11,62,215,27,24,38,268,25,8*5E  "
19032803902342,1788548978973,"$GLGSV,2,1,05,09,86,086,30,16,29,144,33,20,61,264,33,19,47,016,36,1*75  "
19032803951456,1788548978973,"$GLGSV,2,2,05,21,21,234,26,1*4C  "
19032804249477,1788548978973,"$GAGSV,2,1,08,02,63,073,39,07,04,270,29,15,24,207,31,18,65,354,40,7*75  "
19032804357602,1788548978973,"$GAGSV,2,2,08,25,16,114,34,30,46,327,40,34,74,174,38,36,46,044,35,7*77  "
19032805087289,1788548978973,"$GAGSV,2,1,07,02,63,073,37,15,24,207,26,18,65,354,33,25,16,114,30,1*7A  "
19032805343644,1788548978973,"$GAGSV,2,2,07,30,46,327,25,34,74,174,24,36,46,044,23,1*44  "
19032805838539,1788548978973,"$GQGSV,1,1,02,02,24,095,39,03,32,063,41,1*67  "
19032806449633,1788548978973,"$GQGSV,1,1,02,02,24,095,37,03,32,063,33,8*65  "
19032806719894,1788548978973,"$GBGSV,4,1,14,38,62,014,40,37,31,316,41,34,11,051,28,28,47,261,31,1*78  "
19032806939112,1788548978973,"$GBGSV,4,2,14,27,08,243,32,25,40,155,32,13,69,307,43,10,18,161,28,1*75  "
19032807273487,1788548978973,"$GBGSV,4,3,14,09,20,146,27,08,38,046,38,07,08,160,28,06,28,121,33,1*7F  "
19032807442967,1788548978973,"$GBGSV,4,4,14,03,39,128,35,02,54,175,40,1*73  "
19032807614477,1788548978973,"$GBGSV,1,1,03,23,79,248,21,37,31,316,41,38,62,014,37,5*4A  "
19032810859842,1788548978984,"$GNGSA,A,3,06,11,12,14,17,19,22,24,,,,,0.6,0.4,0.5,1*3E  "
19032811076352,1788548978984,"$PSSGR,GSA,A,3,06,11,24,,,,,,,,,,0.6,0.4,0.5,1,8*42  "
19032811262914,1788548978984,"$GNGSA,A,3,80,83,85,,,,,,,,,,0.6,0.4,0.5,2*3B  "
19032811497498,1788548978984,"$GNGSA,A,3,02,15,18,25,30,34,36,,,,,,0.6,0.4,0.5,3*3D  "
19032811660623,1788548978984,"$PSSGR,GSA,A,3,302,315,318,325,330,334,336,,,,,,0.6,0.4,0.5,3,1*73  "
19032812313904,1788548978984,"$GNGSA,A,3,02,06,07,08,09,10,13,23,25,27,28,34,0.6,0.4,0.5,4*3C  "
19032812336977,1788548978984,"$PSSGR,GSA,A,3,223,237,238,,,,,,,,,,0.6,0.4,0.5,4,5*76  "
19032812576248,1788548978984,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
