t_ns,qx,qy,qz,qw,heading_acc_rad
18826476612736,0.018737812,0.5677942,0.8055467,0.16838406,-1.0
18826481371225,0.004673153,0.55485076,0.80824584,0.19712286,-1.0
18826486129715,0.0055171126,0.5595705,0.8056337,0.19443424,-1.0
18826490888204,0.0020847353,0.56340235,0.80180055,0.19922175,-1.0
18826495646694,0.0042228927,0.55182827,0.80928665,0.20130277,-1.0
18826500405184,0.005776544,0.5482329,0.8117541,0.20115317,-1.0
18826505163673,0.0095825065,0.5511081,0.8114321,0.19433445,-1.0
18826509922163,0.014237312,0.55102164,0.8131413,0.18701255,-1.0
18826514680652,0.018745089,0.54592407,0.8177661,0.18131231,-1.0
18826519439142,0.023293573,0.54305875,0.8211037,0.17416461,-1.0
18826524197684,0.02659721,0.54451466,0.8214894,0.1671872,-1.0
18826528956173,0.028570935,0.5435468,0.8228521,0.16326363,-1.0
18826533714663,0.028532479,0.541179,0.8243952,0.16335177,-1.0
18826538473152,0.02776809,0.5409382,0.8244056,0.16422622,-1.0
18826543231642,0.026196558,0.5424029,0.82309824,0.16619903,-1.0
18826547990131,0.02445399,0.5419259,0.82279885,0.16947106,-1.0
18826552748621,0.02279406,0.5410341,0.82269585,0.17301469,-1.0
18826557507111,0.02191178,0.5415476,0.8219886,0.17487375,-1.0
18826562265600,0.021714645,0.54219043,0.8214265,0.1755463,-1.0
18826567024142,0.022149537,0.5415456,0.8218439,0.17552857,-1.0
18826571782579,0.023051802,0.54089034,0.8224604,0.17454255,-1.0
18826576541121,0.024261292,0.54114115,0.8227035,0.17244321,-1.0
18826581299611,0.025392415,0.54119945,0.82307374,0.17031743,-1.0
18826586058100,0.026177935,0.5406401,0.82372504,0.16881971,-1.0
18826590816590,0.0265677,0.5405012,0.824016,0.16778056,-1.0
18826595575079,0.026537966,0.5409945,0.8237988,0.1672608,-1.0
18826600333569,0.0261298,0.54116845,0.82362103,0.16763745,-1.0
18826605092059,0.025513846,0.54105824,0.82350594,0.1686503,-1.0
18826609850548,0.024973381,0.5412849,0.82317543,0.1696146,-1.0
18826614609038,0.024597377,0.54168904,0.8227629,0.17037931,-1.0
18826619367527,0.024498245,0.5416621,0.8226715,0.17091998,-1.0
18826624126017,0.024668423,0.5414844,0.8227555,0.17105392,-1.0
18826628884559,0.025120338,0.54151833,0.8228226,0.17055768,-1.0
18826633643048,0.025706554,0.5415378,0.8229684,0.16970232,-1.0
18826638401538,0.02629804,0.54126656,0.82331866,0.16877596,-1.0
18826643160027,0.026794663,0.5410116,0.82365793,0.16785754,-1.0
18826647918517,0.027095024,0.5409847,0.8238209,0.16709453,-1.0
18826652677006,0.027157849,0.5409394,0.823926,0.16671236,-1.0
18826657435496,0.02700096,0.54077876,0.8240209,0.16678971,-1.0
18826662193986,0.026715253,0.5407372,0.8239844,0.16715045,-1.0
18826666952475,0.026372869,0.5408138,0.82383215,0.16770643,-1.0
18826671710965,0.02607261,0.54078496,0.8237286,0.16835365,-1.0
18826676469454,0.025880778,0.54065907,0.823694,0.16895612,-1.0
18826681227944,0.025859531,0.54058856,0.8236718,0.1692926,-1.0
18826685986486,0.026007583,0.54053277,0.82369685,0.16932651,-1.0
18826690744975,0.026276555,0.5403571,0.8238422,0.16913836,-1.0
18826695503465,0.026596997,0.5401371,0.8240491,0.16878258,-1.0
18826700261954,0.026924647,0.5400011,0.82423246,0.16826959,-1.0
18826705020444,0.027193103,0.53988814,0.8244034,0.16775088,-1.0
18826709778934,0.027349006,0.53973424,0.8245737,0.16738334,-1.0
18826714537423,0.027385555,0.5396198,0.8246859,0.1671937,-1.0
18826719295913,0.027340421,0.5395935,0.8247124,0.16715519,-1.0
18826724054402,0.027247753,0.53956646,0.82470775,0.1672806,-1.0
18826728812892,0.027166564,0.539504,0.8247072,0.16749774,-1.0
18826733571381,0.02714217,0.5394568,0.8246983,0.16769724,-1.0
18826738329871,0.027207637,0.53942436,0.8246982,0.16779128,-1.0
18826743088361,0.027342238,0.53937525,0.82472974,0.16777235,-1.0
18826747846850,0.027541937,0.5392928,0.8248103,0.16760862,-1.0
18826752605392,0.027754452,0.5392508,0.82488674,0.16733254,-1.0
18826757363881,0.027927548,0.5392354,0.82495195,0.16703159,-1.0
18826762122371,0.02802282,0.539219,0.8250085,0.16678888,-1.0
18826766880861,0.028043875,0.53923965,0.82502794,0.1666223,-1.0
18826771639350,0.027990354,0.53928936,0.8250058,0.16658004,-1.0
18826776397840,0.02788637,0.53937155,0.82493913,0.16666152,-1.0
18826781156329,0.027759004,0.539447,0.8248556,0.16685195,-1.0
18826785914819,0.027641175,0.53954256,0.8247484,0.16709258,-1.0
18826790673309,0.027574457,0.53963435,0.82464445,0.1673198,-1.0
18826795431798,0.027573882,0.5397089,0.82456094,0.1674912,-1.0
18826800190288,0.027633192,0.53976053,0.82450485,0.16759086,-1.0
18826804948777,0.02775066,0.5397981,0.82447684,0.16758837,-1.0
18826809707267,0.027914217,0.539822,0.8244782,0.16747753,-1.0
18826814465756,0.028096467,0.5398473,0.82449484,0.16728322,-1.0
18826819224298,0.028274179,0.53985286,0.8245313,0.16705547,-1.0
18826823982736,0.028424779,0.5398608,0.8245661,0.16683239,-1.0
18826828741277,0.028546352,0.53987265,0.8245956,0.16662776,-1.0
18826833499767,0.028631482,0.53988576,0.82461506,0.16647409,-1.0
18826838258256,0.02868874,0.5398986,0.8246248,0.1663745,-1.0
18826843016746,0.028724045,0.53991616,0.8246222,0.16632405,-1.0
18826847775236,0.02876064,0.5399421,0.82461023,0.166293,-1.0
18826852533725,0.028785724,0.53996843,0.8245889,0.16630882,-1.0
18826857292215,0.028828343,0.54000026,0.8245645,0.1663189,-1.0
18826862050704,0.028880576,0.54003066,0.8245405,0.16633037,-1.0
18826866809194,0.028943801,0.54004776,0.82452667,0.16633232,-1.0
18826871567684,0.029024238,0.5400707,0.82451636,0.16629508,-1.0
18826876326173,0.029114366,0.5400872,0.824515,0.16623229,-1.0
18826881084663,0.029201604,0.54009765,0.82452005,0.16615804,-1.0
18826885843152,0.02928574,0.54009706,0.82453376,0.16607709,-1.0
18826890601694,0.029360766,0.5400893,0.82455003,0.16600826,-1.0
18826895360184,0.029432181,0.54008603,0.82456213,0.16594616,-1.0
18826900118673,0.029503077,0.54006946,0.8245798,0.16589978,-1.0
18826904877163,0.029585414,0.5400446,0.82460177,0.16585666,-1.0
18826909635652,0.02968811,0.54000896,0.82463187,0.16580462,-1.0
18826914394142,0.029813472,0.53996265,0.82467115,0.16573778,-1.0
18826919152631,0.029966122,0.5399003,0.8247279,0.16563107,-1.0
18826923911121,0.030137239,0.53982097,0.8248,0.16549915,-1.0
18826928669611,0.030314997,0.5397444,0.8248749,0.16534351,-1.0
18826933428100,0.030487314,0.53967124,0.82494974,0.16517691,-1.0
18826938186590,0.030643646,0.5395999,0.82502395,0.16501023,-1.0
18826942945079,0.030787727,0.5395396,0.8250909,0.16484603,-1.0
18826947703569,0.030916365,0.53947145,0.8251596,0.16470078,-1.0
18826952462059,0.031021597,0.5394154,0.82521635,0.16458005,-1.0
