t_ns,value
18826559899975,1.0
18830799874402,1.0
18835119872319,1.0
18839439875548,1.0
18842479872371,0.0
18843759872319,1.0
18844079872423,2.0
18844399871642,3.0
18844719872423,2.0
18845199875131,1.0
18845359872631,2.0
18845679872111,0.0
18846159990496,1.0
18846959871746,0.0
18847279872788,1.0
18848559872631,0.0
18848719979923,1.0
18849039872215,2.0
18849199872267,3.0
18849360018413,4.0
18849519874038,3.0
18849679875288,0.0
18852079873100,2.0
18852239872892,7.0
18852399871902,6.0
18852560063465,3.0
18852719871642,5.0
18853039872684,4.0
18853359872631,3.0
18853679872579,0.0
18857999873934,0.0
18861839872111,1.0
18861999873048,0.0
18863759872371,1.0
18863919872267,3.0
18864079875131,1.0
18864239873934,0.0
18864879873725,1.0
18865679875288,0.0
18865999875184,1.0
18866159872788,2.0
18866319874767,1.0
18866639875184,0.0
18866959874715,1.0
18867279874402,2.0
18867599874454,0.0
18867759871902,1.0
18868239914350,0.0
18869199875027,2.0
18869359872736,3.0
18869679871642,2.0
18869839874819,0.0
18870319873986,1.0
18870799873621,0.0
18871279874767,1.0
18871439874663,3.0
18871599873361,4.0
18871759873934,0.0
18872239872840,9.0
18872399873934,17.0
18872559872996,14.0
18872719875756,0.0
18873199872371,4.0
18873519871590,3.0
18873679873725,0.0
18874159875704,1.0
18874319874559,3.0
18874479873829,2.0
18874639912788,1.0
18874799872527,0.0
18876239872840,2.0
18876399873361,3.0
18876719875913,1.0
18876879873777,0.0
18881199871879,0.0
18882159873702,1.0
18882319872661,0.0
18883599972504,1.0
18883919873963,0.0
18884879923546,5.0
18885039871202,10.0
18885359874119,9.0
18885519873546,0.0
18886799871827,1.0
18886959871775,3.0
18887119873546,2.0
18887279871411,1.0
18887439935942,2.0
18887599871775,1.0
18887919874952,0.0
18888079872609,1.0
18888239877973,0.0
18888399878129,1.0
18888719871931,2.0
18888879871463,1.0
18889039875109,0.0
18889359871619,1.0
18889519871827,4.0
18889679875421,8.0
18889839872504,13.0
18889999875786,6.0
18890159871515,0.0
18890479873129,2.0
18890639872609,27.0
18890799872140,25.0
18890959875265,9.0
18891119872296,0.0
18891599875056,10.0
18891759872244,12.0
18891919873911,8.0
18892079874744,5.0
18892239875421,8.0
18892399872817,7.0
18892559871046,5.0
18892879874848,4.0
18893039871879,1.0
18893199872036,5.0
18893359871723,3.0
18893839873650,2.0
18893999871463,3.0
18894160072973,2.0
18894319872921,1.0
18894639871567,3.0
18894959873702,1.0
18895599874952,0.0
18896399969692,10.0
18896559871723,17.0
18896720043806,13.0
18896879872140,10.0
18897039872192,0.0
18897519872504,1.0
18897679872504,2.0
18897839872140,1.0
18898319874588,0.0
18899119874796,1.0
18899279973702,0.0
18900079871984,1.0
18900239874744,4.0
18900399871202,0.0
18900879872661,7.0
18901039872348,5.0
18901199973181,8.0
18901359872921,0.0
18902639872452,1.0
18902799877713,0.0
18903439872973,2.0
18903759949900,3.0
18904239871619,1.0
18904719879431,0.0
18906319875004,1.0
18906479873025,0.0
18906639874848,13.0
18906799875786,28.0
18906959872921,8.0
18907119873702,23.0
18907279876671,18.0
18907439874067,0.0
18908079874327,6.0
18908239875629,4.0
18908399876359,3.0
18908879875109,2.0
18909039875629,1.0
18909679874223,3.0
18909839874744,4.0
18909999874015,3.0
18910159874223,1.0
18910639875525,3.0
18910799872452,4.0
18910959874848,6.0
18911119874015,4.0
18911279873963,1.0
18911439873025,0.0
18911759872869,1.0
18911919875109,2.0
18912399874900,1.0
18912879874744,0.0
18913199873442,1.0
18913359876619,9.0
18913519873963,15.0
18913679874796,14.0
18913839873806,13.0
18913999877296,9.0
18914159874484,6.0
18914319872504,8.0
18914479872869,9.0
18914799874952,8.0
18914959873650,7.0
18915119874484,6.0
18915439875004,5.0
18915759872400,4.0
18916399873546,3.0
18916719876046,2.0
18916879871098,1.0
18917359872504,0.0
18917679874327,4.0
18917839874588,3.0
18917999872921,1.0
18918639875265,3.0
18918799874848,2.0
18918959873702,3.0
18919439872921,2.0
18919599872921,1.0
18920079875577,2.0
18920239873546,1.0
18920399874588,2.0
18920559874588,1.0
18920719873129,2.0
18920879872140,3.0
18921039874744,4.0
18921199876046,1.0
18921519873963,0.0
18922479873442,1.0
18922639874900,3.0
18922799873546,7.0
18922959874536,4.0
18923119875525,2.0
18923279874536,4.0
18923439872973,3.0
18923919872973,5.0
18924079875994,4.0
18924559875369,2.0
18924719873025,1.0
18925039874744,2.0
18925359872921,3.0
18925519871827,2.0
18925999874588,4.0
18926159873546,9.0
18926479874744,1.0
18926639874223,2.0
18926799876306,21.0
18926959872140,28.0
18927119874744,21.0
18927279872817,1.0
18927759875265,2.0
18927919873286,15.0
18928079875109,13.0
18928239875265,11.0
18928399875213,7.0
18928559871984,5.0
18928719872088,6.0
18928879876254,5.0
18929359874692,4.0
18929519873963,3.0
18929679872192,2.0
18930479875265,3.0
18930639873442,2.0
18930959874588,3.0
18931119873390,4.0
18931279874275,5.0
18931759873963,1.0
18932239875213,7.0
18932399873754,10.0
18932559874223,7.0
18932719872661,1.0
18933359873806,2.0
18933519874484,3.0
18933679876931,2.0
18934159876254,1.0
18934799875265,2.0
18934959875473,1.0
18935439874223,0.0
18936079873442,2.0
18936239874692,0.0
18936399874796,8.0
18936559873702,15.0
18936719876306,13.0
18936879874431,11.0
18937039873963,5.0
18937199873286,1.0
18937519874171,3.0
18937679873442,6.0
18937839874223,4.0
18938159873129,3.0
18938479874513,1.0
18939279874773,0.0
18939759873471,1.0
18940079874408,4.0
18940239872846,7.0
18940399873731,1.0
18940719875294,0.0
18941039875033,15.0
18941359874929,1.0
18941519871908,0.0
18941839874773,1.0
18942159874617,7.0
18942319874773,10.0
18942479874096,8.0
18942639874929,6.0
18942799873783,5.0
18942959874773,4.0
18943279874252,3.0
18943599874773,2.0
18944559874148,1.0
18946319874200,0.0
18946639873210,1.0
18946799873627,0.0
18947119875294,1.0
18947919873523,10.0
18948239875138,11.0
18948399874513,10.0
18948559876127,11.0
18949039873992,12.0
18949679875190,11.0
18950319874096,12.0
18950479877221,14.0
18951279872169,15.0
18951439871283,14.0
18951599873158,16.0
18951759874200,15.0
18951919872794,14.0
18952559873627,15.0
18953839871752,14.0
18955119875971,13.0
18955279871283,14.0
18956879872325,15.0
18957199872065,14.0
18958319872429,13.0
18959280059929,14.0
18959439871856,15.0
18959599872638,14.0
18960879871856,13.0
18961839872742,14.0
18962479872273,15.0
18962799963731,14.0
18963759874356,15.0
18964399871440,13.0
18964559874044,17.0
18964719874096,18.0
18964879873210,19.0
18965199873575,20.0
18965839874773,21.0
18966159875971,22.0
18966639875138,23.0
18967119940919,24.0
18969999873992,23.0
18971599879877,22.0
