t_ns,mx,my,mz,bx,by,bz
18826466193777,13.9875,10.668751,58.65,7.14,34.8,28.019999
18826476193777,12.150001,8.681251,61.537502,7.14,34.8,28.019999
18826486193777,12.937501,9.675,61.425003,7.14,34.8,28.019999
18826496193777,13.125001,10.575001,60.600002,7.14,34.8,28.019999
18826506193777,13.087501,10.8,58.29375,7.14,34.8,28.019999
18826516193777,15.675,11.400001,57.975002,7.14,34.8,28.019999
18826526193777,14.868751,11.175,57.91875,7.14,34.8,28.019999
18826536193777,13.743751,10.275001,58.85625,7.14,34.8,28.019999
18826546193777,13.51875,10.125,60.2625,7.14,34.8,28.019999
18826556193777,13.575001,10.368751,59.79375,7.14,34.8,28.019999
18826566193777,10.425,10.06875,59.718754,7.14,34.8,28.019999
18826576193777,12.8625,9.900001,60.506252,7.14,34.8,28.019999
18826586193777,13.556251,10.125,59.49375,7.14,34.8,28.019999
18826596193777,13.725,11.26875,59.737503,7.14,34.8,28.019999
18826606193777,14.00625,10.3125,60.656254,7.14,34.8,28.019999
18826616193777,13.6125,10.387501,58.706253,7.14,34.8,28.019999
18826626193777,14.493751,11.00625,58.74375,7.14,34.8,28.019999
18826636193777,12.281251,8.681251,57.843754,7.14,34.8,28.019999
18826646193777,14.2875,11.475,58.143753,7.14,34.8,28.019999
18826656193777,14.156251,10.06875,54.975002,7.14,34.8,28.019999
18826666193777,14.175,11.962501,59.062504,7.14,34.8,28.019999
18826676193777,14.55,11.00625,57.037502,7.14,34.8,28.019999
18826686193777,15.618751,11.400001,59.662502,7.14,34.8,28.019999
18826696193777,14.08125,10.06875,57.43125,7.14,34.8,28.019999
18826706193777,16.3875,10.125,58.0875,7.14,34.8,28.019999
18826716193777,13.950001,10.425,58.050003,7.14,34.8,28.019999
18826726193777,14.718751,10.275001,57.975002,7.14,34.8,28.019999
18826736193777,13.781251,9.262501,57.656254,7.14,34.8,28.019999
18826746193777,14.493751,10.6125,57.05625,7.14,34.8,28.019999
18826756193777,13.89375,10.1625,58.687504,7.14,34.8,28.019999
18826766193777,14.19375,10.200001,59.41875,7.14,34.8,28.019999
18826776193777,12.337501,11.212501,59.456253,7.14,34.8,28.019999
18826786193777,14.26875,10.462501,58.0125,7.14,34.8,28.019999
18826796193777,15.0375,11.325001,58.36875,7.14,34.8,28.019999
18826806193777,13.837501,9.7875,58.706253,7.14,34.8,28.019999
18826816193777,14.418751,11.118751,57.206253,7.14,34.8,28.019999
18826826193777,14.38125,8.71875,60.506252,7.14,34.8,28.019999
18826836193777,14.231251,10.200001,58.331253,7.14,34.8,28.019999
18826846193777,13.106251,10.3125,59.531254,7.14,34.8,28.019999
18826856193777,14.19375,10.950001,58.4625,7.14,34.8,28.019999
18826866193777,14.118751,9.825001,59.737503,7.14,34.8,28.019999
18826876193777,13.218751,11.962501,59.943752,7.14,34.8,28.019999
18826886193777,14.925,10.6875,58.3875,7.14,34.8,28.019999
18826896193777,14.19375,12.225,59.662502,7.14,34.8,28.019999
18826906193777,13.14375,10.575001,59.831253,7.14,34.8,28.019999
18826916193777,12.50625,10.2375,58.537502,7.14,34.8,28.019999
18826926193777,12.525001,10.481251,59.30625,7.14,34.8,28.019999
18826936193777,12.637501,10.368751,60.05625,7.14,34.8,28.019999
18826946193777,13.687501,10.012501,59.625004,7.14,34.8,28.019999
18826956193777,12.4875,10.481251,60.675003,7.14,34.8,28.019999
18826966193777,12.0375,9.4125,59.081253,7.14,34.8,28.019999
18826976193777,11.981251,9.150001,59.550003,7.14,34.8,28.019999
18826986193777,12.637501,10.125,58.987503,7.14,34.8,28.019999
18826996193777,14.45625,11.625,58.575,7.14,34.8,28.019999
18827006193777,14.418751,10.35,57.693752,7.14,34.8,28.019999
18827016193777,14.118751,9.5625,58.050003,7.14,34.8,28.019999
18827026193777,16.368752,11.625,57.281254,7.14,34.8,28.019999
18827036193777,13.781251,11.2875,58.350002,7.14,34.8,28.019999
18827046193777,13.9125,10.425,59.437504,7.14,34.8,28.019999
18827056193777,13.668751,10.012501,59.943752,7.14,34.8,28.019999
18827066193777,12.825001,10.275001,58.800003,7.14,34.8,28.019999
18827076193777,14.00625,10.05,59.5875,7.14,34.8,28.019999
18827086193777,15.075001,9.075001,59.643753,7.14,34.8,28.019999
18827096193777,14.175,10.200001,59.718754,7.14,34.8,28.019999
18827106193777,14.418751,10.6125,59.23125,7.14,34.8,28.019999
18827116193777,14.475,10.6125,57.375004,7.14,34.8,28.019999
18827126193777,14.231251,11.212501,58.4625,7.14,34.8,28.019999
18827136193777,13.06875,11.0625,59.98125,7.14,34.8,28.019999
18827146193777,15.450001,10.5,60.16875,7.14,34.8,28.019999
18827156193777,14.1,10.3125,57.73125,7.14,34.8,28.019999
18827166193777,14.475,11.00625,59.5125,7.14,34.8,28.019999
18827176193777,13.762501,10.51875,59.925003,7.14,34.8,28.019999
