t_s,ax,ay,az,gx,gy,gz,x_m,y_m,lat,lon,speed_mps,bearing_deg,gnss_age_s,state
0.000000,-0.304000,8.989385,4.003199,-0.000604,-0.003854,0.000571,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.010000,-0.212787,8.973155,4.048186,-0.000425,-0.006816,0.001344,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.020000,-0.174555,8.978650,4.104070,0.000139,-0.002424,-0.003480,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.030000,-0.215913,9.004741,4.154936,0.000745,0.000134,-0.007487,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.040000,-0.227607,9.024621,4.132987,0.000106,0.000194,-0.008609,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.050000,-0.137847,9.034147,4.089998,0.000554,0.006643,-0.012759,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.060000,-0.207928,9.029721,4.054259,0.001642,0.015056,-0.017284,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.070000,-0.435459,9.057036,4.020755,0.001143,0.008409,-0.012942,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.080000,-0.448168,9.060163,4.000577,-0.000270,-0.008472,-0.002427,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.090000,-0.304776,9.016222,4.010261,-0.000802,-0.015850,0.000960,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.100000,-0.238507,8.984796,4.045992,-0.000972,-0.011471,-0.003182,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.110000,-0.268888,8.988742,4.085098,-0.001432,-0.004334,-0.007711,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.120000,-0.345667,8.977902,4.094186,-0.000765,-0.003356,-0.009358,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.130000,-0.331693,8.956989,4.091329,-0.000133,-0.005250,-0.009327,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.140000,-0.189869,8.961346,4.084651,-0.000341,0.003378,-0.013119,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.150000,-0.144604,8.999942,4.064740,0.000627,0.022835,-0.021916,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.160000,-0.333477,9.021812,4.064058,0.001311,0.031928,-0.025588,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.170000,-0.496244,9.007630,4.067143,0.000378,0.022052,-0.018786,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.180000,-0.459187,8.985246,4.047136,-0.000319,0.009229,-0.011191,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.190000,-0.381052,8.983547,4.047418,0.000396,0.005955,-0.009931,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.200000,-0.382830,8.992602,4.056205,0.000718,0.005771,-0.010165,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.210000,-0.409346,8.995277,4.064546,0.001087,0.002232,-0.008712,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.220000,-0.393337,9.000686,4.071891,0.000615,-0.001252,-0.007105,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.230000,-0.367820,9.003709,4.065242,0.000637,-0.002577,-0.005989,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.240000,-0.310006,9.004851,4.047740,0.000960,0.000531,-0.005984,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.250000,-0.252582,9.014532,4.020942,0.000699,0.008235,-0.008694,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.260000,-0.285704,8.999629,4.021450,0.000371,0.016214,-0.012926,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.270000,-0.379150,8.985426,4.046101,0.000499,0.017323,-0.014216,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.280000,-0.434551,8.987798,4.061674,0.002071,0.010257,-0.011546,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.290000,-0.375204,9.012973,4.055430,0.002643,0.002041,-0.008817,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.300000,-0.272302,9.029432,4.040431,0.001804,0.001489,-0.009933,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.310000,-0.275786,9.041820,4.029861,0.001435,0.003406,-0.011069,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.320000,-0.385055,9.060338,4.022966,0.000841,-0.002449,-0.008126,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.330000,-0.445310,9.064129,4.011981,-0.000457,-0.016173,-0.000307,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.340000,-0.333776,9.040432,4.024909,-0.001778,-0.025124,0.004362,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.350000,-0.166419,9.003239,4.026424,-0.003182,-0.017316,-0.001237,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.360000,-0.148082,8.992128,4.035079,-0.002644,-0.000785,-0.010826,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.370000,-0.219879,8.994385,4.056873,-0.002617,0.011875,-0.018568,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.380000,-0.234157,8.995447,4.080050,-0.003177,0.021633,-0.024790,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.390000,-0.267200,9.001248,4.092073,-0.003189,0.029427,-0.028499,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.400000,-0.403286,8.998758,4.078959,-0.002767,0.027876,-0.027106,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.410000,-0.425639,8.974729,4.048818,-0.003666,0.018143,-0.021246,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.420000,-0.267076,8.979081,4.031335,-0.003748,0.019805,-0.021715,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.430000,-0.173118,8.995601,4.033258,-0.003885,0.037002,-0.029944,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.440000,-0.215963,8.979019,4.045146,-0.004042,0.055146,-0.038039,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.450000,-0.277332,8.966243,4.047388,-0.004135,0.066573,-0.042764,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.460000,-0.233520,8.972704,4.077551,-0.004058,0.076874,-0.046154,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.470000,-0.234073,9.005591,4.102556,-0.002235,0.089800,-0.051660,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.480000,-0.399953,9.016133,4.077032,-0.000378,0.095339,-0.055170,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.490000,-0.651028,9.024176,4.100489,0.000997,0.078611,-0.049909,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.500000,-0.877032,9.053100,4.084425,0.000613,0.037867,-0.031436,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.510000,-0.806699,9.057927,4.092021,-0.001255,-0.007177,-0.008488,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.520000,-0.405235,9.032606,4.086400,-0.002025,-0.023362,-0.001199,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.530000,-0.132515,8.983958,4.064529,-0.001234,0.001630,-0.014926,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.540000,-0.339336,8.929299,4.055465,0.000281,0.028702,-0.027468,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.550000,-0.701025,8.873678,4.075273,0.001282,0.020095,-0.020660,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.560000,-0.725286,8.879451,4.078352,0.001763,-0.008310,-0.003518,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.570000,-0.426470,9.013754,4.087080,0.001957,-0.018483,0.004016,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.580000,-0.294755,9.160598,4.057723,0.001477,0.001952,-0.004586,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.590000,-0.616845,9.124821,4.035239,0.001390,0.026563,-0.015723,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.600000,-1.083750,9.004005,4.023697,0.000776,0.025675,-0.012847,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.610000,-1.344055,8.930363,3.988543,-0.000826,-0.004258,0.005825,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.620000,-1.188879,8.951818,3.993613,-0.002124,-0.039684,0.030087,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.630000,-0.672092,8.999042,4.019768,-0.002824,-0.045714,0.042408,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.640000,-0.228974,8.995899,4.037010,-0.002276,-0.018359,0.036510,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.650000,-0.173911,9.010745,4.062218,-0.001252,0.013541,0.024436,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.660000,-0.394497,9.017916,4.077054,-0.001010,0.018569,0.022006,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.670000,-0.485966,8.966173,4.092361,-0.000784,-0.002135,0.030046,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.680000,-0.276418,8.960528,4.051205,-0.000886,-0.018770,0.033219,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.690000,-0.046413,8.992718,4.048674,-0.000378,-0.012864,0.023613,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.700000,-0.022516,9.060697,4.059246,-0.000035,0.002354,0.012320,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.710000,-0.143997,9.054435,4.056837,-0.000107,0.005022,0.007444,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.720000,-0.198702,8.971669,4.025480,-0.001244,-0.006266,0.010530,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.730000,-0.021208,8.938573,3.998154,-0.001514,-0.018233,0.012929,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.740000,0.205013,8.959064,3.968421,-0.000958,-0.014371,0.004645,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.750000,0.231640,8.946067,4.003832,-0.001826,0.000365,-0.010484,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.760000,0.049335,8.972276,4.050975,-0.001561,0.008197,-0.021627,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.770000,-0.152223,9.008925,4.087968,-0.001958,0.005174,-0.024946,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.780000,-0.276999,8.941574,4.176756,-0.001071,-0.000702,-0.024947,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.790000,-0.338026,8.922832,4.137226,0.001078,-0.001495,-0.025971,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.800000,-0.383525,8.972972,4.077150,0.002335,0.005128,-0.028646,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.810000,-0.507188,8.983420,4.089004,0.002067,0.008880,-0.029640,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.820000,-0.552414,9.018168,4.055685,0.002443,0.005551,-0.026486,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.830000,-0.473871,9.058508,4.020531,0.001982,0.003314,-0.022906,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.840000,-0.400026,9.055660,4.042176,0.001143,0.009032,-0.022757,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.850000,-0.412188,9.048663,4.084510,0.000810,0.018538,-0.025585,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.860000,-0.522945,9.027133,4.134784,0.001175,0.021657,-0.024953,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.870000,-0.595866,9.001541,4.143764,0.002265,0.015226,-0.019034,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.880000,-0.568857,8.982824,4.116079,0.002416,0.008632,-0.015587,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.890000,-0.533837,8.976858,4.092953,0.003002,0.009408,-0.015467,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.900000,-0.583772,9.018981,4.058632,0.003252,0.013670,-0.015218,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.910000,-0.658441,9.073821,4.011884,0.002886,0.012701,-0.013508,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.920000,-0.701670,9.081687,4.026577,0.001515,0.003981,-0.008108,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.930000,-0.650658,9.043130,4.039085,0.001350,-0.004224,-0.001832,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.940000,-0.527033,8.980666,4.059446,0.001280,-0.001800,0.000372,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.950000,-0.505337,8.938230,4.085564,0.001104,0.008152,-0.001262,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.960000,-0.615961,8.959598,4.091454,0.002684,0.014118,0.000047,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.970000,-0.723929,9.000749,4.054671,0.003762,0.010015,0.005502,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.980000,-0.721704,9.010202,4.012257,0.002592,-0.000000,0.013343,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
0.990000,-0.591698,9.000612,4.002632,0.001113,-0.007104,0.018150,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
1.000000,-0.437744,8.988535,4.015325,0.000835,-0.006822,0.016865,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
1.010000,-0.370723,8.989853,4.008083,0.001036,-0.002706,0.013049,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
1.020000,-0.439724,8.992654,3.966610,0.000439,-0.000627,0.010457,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
1.030000,-0.533873,8.993260,3.992126,-0.000729,-0.006242,0.013977,-0.288633,-0.659971,28.52154881,77.57158887,0.000000,,,CALIB
