t_ns,wall_ms,sentence
30770159626510,1788560716333,"$GPGSV,3,1,11,05,81,164,40,11,32,046,40,13,48,202,35,15,11,175,28,1*6F  "
30770159924843,1788560716333,"$GPGSV,3,2,11,18,14,265,33,19,04,114,34,20,19,142,38,21,54,051,38,1*6C  "
30770160166875,1788560716333,"$GPGSV,3,3,11,25,53,270,25,29,33,319,36,41,00,000,41,1*52  "
30770160573385,1788560716333,"$GPGSV,2,1,06,11,32,046,24,13,48,202,26,18,14,265,35,20,19,142,35,8*67  "
30770160850260,1788560716333,"$GPGSV,2,2,06,21,54,051,34,25,53,270,31,8*6C  "
30770161273697,1788560716333,"$GLGSV,2,1,07,06,40,104,38,22,20,295,32,12,23,316,34,05,23,047,33,1*7B  "
30770161537447,1788560716333,"$GLGSV,2,2,07,20,21,055,43,21,42,008,32,07,14,165,34,1*42  "
30770161775364,1788560716333,"$GAGSV,2,1,07,02,10,154,30,05,09,074,28,13,27,260,38,15,62,325,41,7*7B  "
30770162044166,1788560716333,"$GAGSV,2,2,07,18,03,114,29,27,58,295,29,30,57,181,29,7*4E  "
30770162324375,1788560716333,"$GAGSV,2,1,06,03,13,123,26,13,27,260,33,15,62,325,36,27,58,295,34,1*76  "
30770162519218,1788560716333,"$GAGSV,2,2,06,30,57,181,30,34,33,039,23,1*75  "
30770162785520,1788560716333,"$GQGSV,1,1,02,02,12,129,26,03,28,064,35,1*65  "
30770163199062,1788560716333,"$GQGSV,1,1,02,02,12,129,24,03,28,064,30,8*6B  "
30770163223645,1788560716333,"$GBGSV,3,1,12,41,45,139,45,38,13,087,26,33,38,069,36,28,53,041,30,1*70  "
30770163526302,1788560716333,"$GBGSV,3,2,12,27,48,324,35,13,32,071,44,09,73,141,40,08,36,093,35,1*77  "
30770163711197,1788560716333,"$GBGSV,3,3,12,06,65,065,43,03,41,126,42,02,56,175,36,01,16,104,34,1*72  "
30770163831718,1788560716333,"$GBGSV,1,1,04,27,48,324,32,28,53,041,30,38,13,087,22,41,45,139,39,5*72  "
30770167370520,1788560716341,"$GNGSA,A,3,05,11,12,13,15,18,20,21,25,29,,,0.6,0.4,0.5,1*32  "
30770167513020,1788560716341,"$PSSGR,GSA,A,3,11,18,20,21,25,,,,,,,,0.6,0.4,0.5,1,8*4D  "
30770167773750,1788560716341,"$GNGSA,A,3,69,70,71,75,76,85,,,,,,,0.6,0.4,0.5,2*35  "
30770168314895,1788560716341,"$GNGSA,A,3,02,03,05,13,15,27,30,34,,,,,0.6,0.4,0.5,3*37  "
30770168332187,1788560716341,"$PSSGR,GSA,A,3,302,303,313,315,327,330,334,,,,,,0.6,0.4,0.5,3,1*7C  "
30770168342760,1788560716341,"$GNGSA,A,3,01,02,06,08,09,13,27,28,32,37,38,41,0.6,0.4,0.5,4*31  "
