t_ns,wall_ms,type,text
30768027440261,1788560714201,SESSION_START,"20260905_035514_SNU_AJB_BA_run7"
30768027520052,1788560714201,CALIB_START,"stand still 15s"
30772292378749,1788560718466,STOP_CALIB_START,"stand still 15s"
30787292589576,1788560733466,STOP_CALIB_END,"n_fixes=15"
30787297028535,1788560733471,SESSION_END,""
