t_ns,gx,gy,gz,accuracy
31767125293129,0.0067195124,0.003970621,-0.0073303776,3
31767127672087,0.0018325944,0.008857539,-0.0,3
31767130050941,0.0030543238,0.0027488915,0.0012217296,3
31767132429744,0.0067195124,-0.004581486,0.010995566,3
31767134808650,0.0042760535,-0.010690134,0.04886918,3
31767137187504,0.0030543238,-0.11453715,0.062308207,3
31767139566410,-0.0042760535,-0.19883649,0.086742796,3
31767141945264,-0.01527162,-0.1915061,0.12583815,3
31767144324119,-0.011606431,-0.24770567,0.13683371,3
31767146703025,-0.0030543238,-0.29290965,0.13561198,3
31767149081879,0.0018325944,-0.25992295,0.14905101,3
31767151460733,0.0018325944,-0.24159703,0.14294235,3
31767153839587,6.108648E-4,-0.24281874,0.11728604,3
31767156218441,-0.007941242,-0.18417573,0.098960094,3
31767158597348,-0.011606431,-0.118202336,0.07696896,3
31767160976202,-0.0067195124,-0.08277218,0.040317077,3
31767163355056,-6.108648E-4,-0.01924224,0.010995566,3
31767165733910,0.005497783,0.05650499,-0.013439025,3
31767168112816,0.010384701,0.09560034,-0.045203995,3
31767170491671,0.007941242,0.13836087,-0.07086031,3
31767172870473,0.0018325944,0.18600832,-0.08552107,3
31767175249379,-0.0018325944,0.20189081,-0.09773836,3
31767177628285,-6.108648E-4,0.205556,-0.106290475,3
31767180007139,0.0030543238,0.20922118,-0.098960094,3
31767182385994,0.0067195124,0.19089524,-0.09040799,3
31767184764848,0.009162972,0.15424335,-0.07696896,3
31767187143754,0.0067195124,0.12247839,-0.056199558,3
31767189522608,0.0018325944,0.07849612,-0.034208428,3
31767191901462,-0.005497783,0.024740024,-0.010995566,3
31767194280316,-0.005497783,-0.022907428,0.012217295,3
31767196659223,-0.0042760535,-0.062002774,0.036651887,3
31767199038077,-0.007941242,-0.097432934,0.05497783,3
31767201416931,-0.01527162,-0.08643737,0.05131264,3
31767203795785,-0.020158539,-0.04612029,0.02687805,3
31767206174691,-0.005497783,-0.021685699,0.0048869182,3
31767208553546,0.0018325944,0.011300999,0.0048869182,3
31767210932400,0.01282816,-0.01802051,0.0097738365,3
31767213311254,0.028710645,-0.06933315,0.010995566,3
31767215690108,0.023823727,-0.041233372,0.035430156,3
31767218069014,-0.0018325944,-0.059559315,0.043982264,3
31767220447869,-0.020158539,-0.10720677,0.035430156,3
31767222826723,-0.027488915,-0.09010255,0.046425723,3
31767225205629,-0.020158539,-0.07666353,0.05131264,3
31767227584483,0.0042760535,-0.0962112,0.040317077,3
31767229963285,0.018936807,-0.07788526,0.037873615,3
31767232342191,0.01527162,-0.044898562,0.035430156,3
31767234721046,6.108648E-4,-0.044898562,0.019547673,3
31767237099952,-0.0140498895,-0.027794348,0.0073303776,3
31767239478806,-0.021380268,0.011300999,0.0012217296,3
31767241857660,-0.011606431,0.021074835,-0.010995566,3
31767244236514,0.0042760535,0.03451386,-0.021991132,3
31767246615421,0.01527162,0.062613636,-0.023212861,3
31767248994223,0.01527162,0.06994402,-0.032986697,3
31767251373129,0.005497783,0.06750056,-0.037873615,3
31767253751983,-0.007941242,0.074830934,-0.036651887,3
31767256130889,-0.01527162,0.07116575,-0.035430156,3
31767258509744,-0.011606431,0.055283263,-0.032986697,3
31767260888598,6.108648E-4,0.047952887,-0.023212861,3
31767263267452,0.009162972,0.03451386,-0.012217295,3
31767265646358,0.009162972,0.008857539,-0.0036651888,3
31767268025212,6.108648E-4,-0.009468404,0.0073303776,3
31767270404066,-0.007941242,-0.026572619,0.018325943,3
31767272782921,-0.01282816,-0.04734202,0.02565632,3
31767275161827,-0.010384701,-0.060781047,0.03176497,3
31767277540681,-0.0018325944,-0.06811142,0.039095346,3
31767279919535,0.0067195124,-0.07299834,0.041538805,3
31767282298389,0.0067195124,-0.07299834,0.039095346,3
31767284677296,0.0018325944,-0.06444623,0.037873615,3
31767287056150,-0.005497783,-0.057115857,0.032986697,3
31767289435004,-0.010384701,-0.04612029,0.02443459,3
31767291813858,-0.009162972,-0.029016078,0.018325943,3
31767294192712,-0.0018325944,-0.013133593,0.010995566,3
31767296571619,0.005497783,3.054324E-4,-0.0,3
31767298950473,0.007941242,0.018631376,-0.008552107,3
31767301329327,0.0042760535,0.03329213,-0.015882485,3
31767303708181,-6.108648E-4,0.043065965,-0.021991132,3
31767306087087,-0.0042760535,0.051618073,-0.02687805,3
31767308465941,-0.0030543238,0.057726722,-0.03054324,3
31767310844796,-6.108648E-4,0.05650499,-0.03054324,3
31767313223650,0.005497783,0.052839804,-0.028099779,3
31767315602556,0.007941242,0.045509428,-0.021991132,3
31767317981410,0.0042760535,0.032070402,-0.017104214,3
31767320360264,-6.108648E-4,0.019853106,-0.010995566,3
31767322739119,-0.005497783,0.0027488915,-0.0024434591,3
31767325118025,-0.005497783,-0.011911863,0.0061086477,3
31767327496879,-0.0018325944,-0.02535089,0.013439025,3
31767329875733,0.0030543238,-0.037568185,0.019547673,3
31767332254587,0.0030543238,-0.04612029,0.02565632,3
31767334633494,6.108648E-4,-0.053450666,0.02932151,3
31767337012348,-0.0030543238,-0.057115857,0.03054324,3
31767339391202,-0.0042760535,-0.057115857,0.03176497,3
31767341770056,-0.005497783,-0.054672398,0.02932151,3
31767344148962,-0.0030543238,-0.04734202,0.02565632,3
31767346527816,6.108648E-4,-0.036346454,0.021991132,3
31767348906619,0.0030543238,-0.022907428,0.015882485,3
31767351285525,6.108648E-4,-0.010690134,0.0097738365,3
31767353664431,-0.0018325944,0.0027488915,0.0036651888,3
31767356043285,-0.0030543238,0.014966187,-0.0048869182,3
31767358422139,-0.0030543238,0.027183482,-0.0097738365,3
31767360800994,-6.108648E-4,0.038179047,-0.014660755,3
31767363179848,0.0018325944,0.045509428,-0.018325943,3
31767365558754,0.0018325944,0.046731155,-0.020769402,3
31767367937608,0.0018325944,0.046731155,-0.020769402,3
31767370316462,-6.108648E-4,0.044287696,-0.019547673,3
31767372695369,-0.0030543238,0.03573559,-0.015882485,3
31767375074223,-0.0030543238,0.025961753,-0.010995566,3
31767377453077,-0.0030543238,0.013744458,-0.0048869182,3
31767379831931,6.108648E-4,3.054324E-4,0.0024434591,3
31767382210837,6.108648E-4,-0.014355322,0.0097738365,3
31767384589691,6.108648E-4,-0.027794348,0.017104214,3
31767386968546,-0.0018325944,-0.038789913,0.021991132,3
31767389347400,-0.0030543238,-0.04856375,0.02687805,3
31767391726254,-0.0030543238,-0.054672398,0.028099779,3
31767394105160,-0.0030543238,-0.057115857,0.03054324,3
31767396484014,-6.108648E-4,-0.057115857,0.03054324,3
31767398862869,6.108648E-4,-0.05222894,0.028099779,3
31767401241723,6.108648E-4,-0.044898562,0.02565632,3
31767403620629,-6.108648E-4,-0.036346454,0.020769402,3
31767405999483,-0.0018325944,-0.024129158,0.014660755,3
31767408378337,-0.0018325944,-0.013133593,0.0073303776,3
31767410757191,-6.108648E-4,3.054324E-4,0.0012217296,3
31767413136098,6.108648E-4,0.012522728,-0.0036651888,3
31767415514952,0.0018325944,0.023518294,-0.008552107,3
31767417893806,0.0030543238,0.032070402,-0.013439025,3
31767420272660,6.108648E-4,0.03940078,-0.018325943,3
31767422651566,6.108648E-4,0.043065965,-0.018325943,3
31767425030421,0.0018325944,0.043065965,-0.019547673,3
31767427409275,0.0018325944,0.040622506,-0.018325943,3
31767429788129,0.0018325944,0.03451386,-0.014660755,3
31767432166983,0.0030543238,0.027183482,-0.010995566,3
31767434545889,0.0030543238,0.018631376,-0.0061086477,3
31767436924744,6.108648E-4,0.00763581,-0.0012217296,3
31767439303546,6.108648E-4,-0.004581486,0.0061086477,3
31767441682452,6.108648E-4,-0.014355322,0.0097738365,3
31767444061358,-6.108648E-4,-0.022907428,0.014660755,3
31767446440212,6.108648E-4,-0.031459536,0.018325943,3
31767448819066,6.108648E-4,-0.036346454,0.021991132,3
31767451197921,6.108648E-4,-0.038789913,0.023212861,3
31767453576827,6.108648E-4,-0.037568185,0.021991132,3
31767455955681,6.108648E-4,-0.033902995,0.021991132,3
31767458334535,-6.108648E-4,-0.030237807,0.018325943,3
31767460713389,-6.108648E-4,-0.022907428,0.015882485,3
31767463092296,6.108648E-4,-0.015577052,0.010995566,3
31767465471150,0.0030543238,-0.0058032153,0.0073303776,3
31767467850004,6.108648E-4,0.003970621,0.0036651888,3
31767470228858,6.108648E-4,0.011300999,-0.0012217296,3
31767472607764,0.0018325944,0.017409647,-0.0048869182,3
31767474986619,0.0018325944,0.022296565,-0.008552107,3
31767477365473,0.0018325944,0.025961753,-0.010995566,3
31767479744327,0.0018325944,0.029626941,-0.010995566,3
31767482123233,0.0030543238,0.028405212,-0.012217295,3
31767484502087,0.0030543238,0.028405212,-0.0097738365,3
31767486880941,0.0018325944,0.022296565,-0.008552107,3
31767489259796,0.0030543238,0.017409647,-0.0036651888,3
31767491638702,0.0018325944,0.008857539,-0.0012217296,3
31767494017556,0.0018325944,0.0015271619,0.0036651888,3
31767496396410,0.0018325944,-0.0058032153,0.0061086477,3
31767498775264,0.0018325944,-0.013133593,0.0097738365,3
31767501154171,6.108648E-4,-0.01802051,0.010995566,3
31767503533025,6.108648E-4,-0.021685699,0.013439025,3
31767505911879,0.0018325944,-0.022907428,0.014660755,3
31767508290733,0.0018325944,-0.024129158,0.013439025,3
31767510669535,0.0018325944,-0.022907428,0.013439025,3
31767513048494,0.0018325944,-0.016798781,0.010995566,3
31767515427348,0.0018325944,-0.011911863,0.0097738365,3
31767517806202,0.0030543238,-0.008246674,0.0048869182,3
31767520185056,0.0018325944,-0.0033597562,0.0024434591,3
31767522563962,6.108648E-4,0.0051923506,-0.0012217296,3
31767524942816,0.0030543238,0.011300999,-0.0036651888,3
31767527321671,0.0030543238,0.014966187,-0.0073303776,3
31767529700525,0.0042760535,0.019853106,-0.008552107,3
31767532079431,0.0030543238,0.024740024,-0.010995566,3
31767534458285,0.0018325944,0.023518294,-0.013439025,3
31767536837139,0.0030543238,0.022296565,-0.012217295,3
31767539215994,0.0018325944,0.021074835,-0.010995566,3
31767541594900,6.108648E-4,0.017409647,-0.010995566,3
31767543973754,0.0018325944,0.012522728,-0.0073303776,3
31767546352608,0.0030543238,0.00641408,-0.0061086477,3
31767548731462,0.0018325944,0.0027488915,-0.0012217296,3
31767551110369,6.108648E-4,-0.0033597562,-0.0,3
31767553489223,6.108648E-4,-0.010690134,0.0024434591,3
31767555868077,0.0018325944,-0.014355322,0.0036651888,3
31767558246931,6.108648E-4,-0.01802051,0.0048869182,3
31767560625785,6.108648E-4,-0.02046397,0.0073303776,3
31767563004691,6.108648E-4,-0.02046397,0.0061086477,3
31767565383546,-0.0018325944,-0.01802051,0.0073303776,3
31767567762400,6.108648E-4,-0.01802051,0.0061086477,3
31767570141306,6.108648E-4,-0.014355322,0.0036651888,3
31767572520160,6.108648E-4,-0.010690134,0.0012217296,3
31767574898962,6.108648E-4,-0.0070249448,-0.0024434591,3
31767577277869,0.0018325944,-0.0021380268,-0.0048869182,3
31767579656723,6.108648E-4,-9.162972E-4,-0.0073303776,3
31767582035629,0.0030543238,0.0051923506,-0.0097738365,3
31767584414483,0.0030543238,0.008857539,-0.014660755,3
31767586793337,0.0018325944,0.011300999,-0.014660755,3
31767589172191,0.0018325944,0.014966187,-0.015882485,3
31767591551098,6.108648E-4,0.016187917,-0.017104214,3
31767593929952,6.108648E-4,0.018631376,-0.018325943,3
31767596308806,0.0018325944,0.016187917,-0.018325943,3
31767598687660,6.108648E-4,0.014966187,-0.017104214,3
31767601066566,6.108648E-4,0.011300999,-0.017104214,3
31767603445421,0.0018325944,0.008857539,-0.015882485,3
31767605824275,0.0018325944,0.00641408,-0.014660755,3
31767608203129,6.108648E-4,0.0015271619,-0.010995566,3
31767610582035,6.108648E-4,-9.162972E-4,-0.0097738365,3
31767612960889,6.108648E-4,-0.004581486,-0.008552107,3
31767615339744,6.108648E-4,-0.008246674,-0.0061086477,3
31767617718598,0.0018325944,-0.009468404,-0.0048869182,3
31767620097504,6.108648E-4,-0.009468404,-0.0048869182,3
31767622476358,6.108648E-4,-0.010690134,-0.0048869182,3
31767624855212,6.108648E-4,-0.008246674,-0.0048869182,3
31767627234066,0.0018325944,-0.0070249448,-0.0073303776,3
31767629612973,6.108648E-4,-0.0033597562,-0.008552107,3
31767631991827,6.108648E-4,3.054324E-4,-0.0097738365,3
31767634370681,0.0018325944,0.003970621,-0.010995566,3
31767636749535,0.0018325944,0.008857539,-0.013439025,3
31767639128389,0.0018325944,0.011300999,-0.013439025,3
31767641507296,6.108648E-4,0.013744458,-0.015882485,3
31767643886150,6.108648E-4,0.017409647,-0.015882485,3
31767646265004,6.108648E-4,0.018631376,-0.017104214,3
31767648643858,6.108648E-4,0.019853106,-0.017104214,3
31767651022764,-6.108648E-4,0.018631376,-0.017104214,3
31767653401619,0.0018325944,0.016187917,-0.015882485,3
31767655780473,6.108648E-4,0.014966187,-0.014660755,3
31767658159327,6.108648E-4,0.014966187,-0.012217295,3
31767660538233,6.108648E-4,0.011300999,-0.010995566,3
31767662917087,6.108648E-4,0.008857539,-0.008552107,3
31767665295941,-6.108648E-4,0.00763581,-0.008552107,3
31767667674796,6.108648E-4,0.0051923506,-0.0061086477,3
31767670053702,6.108648E-4,0.0051923506,-0.0048869182,3
31767672432556,6.108648E-4,0.0027488915,-0.0036651888,3
31767674811410,6.108648E-4,0.0015271619,-0.0024434591,3
31767677190264,6.108648E-4,3.054324E-4,-0.0012217296,3
31767679569171,6.108648E-4,-9.162972E-4,-0.0,3
31767681948025,0.0018325944,0.0015271619,-0.0,3
31767684326879,0.0018325944,0.0015271619,-0.0012217296,3
31767686705733,6.108648E-4,0.003970621,-0.0,3
31767689084639,0.0018325944,0.0051923506,-0.0,3
31767691463494,0.0018325944,0.00763581,-0.0012217296,3
31767693842348,0.0018325944,0.008857539,-0.0012217296,3
31767696221202,6.108648E-4,0.010079269,-0.0024434591,3
31767698600108,0.0018325944,0.012522728,-0.0024434591,3
31767700978962,0.0018325944,0.013744458,-0.0036651888,3
31767703357816,0.0030543238,0.008857539,-0.0024434591,3
31767705736671,0.0030543238,0.010079269,-0.0,3
31767708115525,0.0018325944,0.00763581,-0.0012217296,3
31767710494431,0.0018325944,0.0051923506,0.0012217296,3
