t_ns,value
31767177996879,1.0
31767657997973,0.0
31767817996514,1.0
31772137999639,1.0
31776458000399,1.0
31780778000972,1.0
31785097999722,1.0
31789417999670,1.0
31793738000243,1.0
31797898046701,0.0
31798378000815,1.0
31798697999982,0.0
31799338000034,1.0
31800298003003,0.0
31800458003628,1.0
31801098008263,2.0
31801418003993,1.0
31801738000503,2.0
31801897999722,1.0
31802058002847,2.0
31802377999982,3.0
31802858002951,2.0
31803018000034,0.0
31803818205972,2.0
31803978000190,3.0
31804618001857,2.0
31805098056232,0.0
31805258001336,1.0
31805577999618,2.0
31807018003211,5.0
31807498000868,2.0
31807658003159,4.0
31807818068263,10.0
31807977999409,7.0
31808138004878,5.0
31808298007638,12.0
31808458003368,11.0
31808778124878,10.0
31808938002534,9.0
31809258000138,8.0
31809418084513,7.0
31809738001753,6.0
31810058007690,5.0
31810378001857,4.0
31810858002013,3.0
31811658001440,2.0
31812938060972,1.0
31813258002951,2.0
31813577999253,1.0
31814058006597,8.0
31814218004045,1.0
31814857999461,8.0
31815018003003,15.0
31815178000243,12.0
31815338002326,1.0
31815818002065,8.0
31815978003524,7.0
31816137999826,10.0
31816298001701,9.0
31816458002326,1.0
31816618000086,2.0
31816778001545,4.0
31816938004878,6.0
31817258003003,5.0
31817418014878,2.0
31817897999722,3.0
31818058186597,4.0
31818218001180,2.0
31818538004618,1.0
31819018001336,2.0
31819177999774,4.0
31819338001805,2.0
31819498003315,1.0
31819978004201,2.0
31820297999982,1.0
31820618004305,0.0
31820938001649,1.0
31821898003211,0.0
31822218000086,3.0
31822378200972,2.0
31822538002274,0.0
31823178002013,6.0
31823338005295,13.0
31823497999670,4.0
31823658033993,0.0
31824138000347,5.0
31824298005138,4.0
31824458001493,3.0
31824778000086,0.0
31825098001388,1.0
31825578001388,0.0
31829898002274,0.0
31830378001545,1.0
31830538001180,7.0
31830858006649,4.0
31831018003003,1.0
31831178000815,3.0
31831338001961,0.0
31831498001961,1.0
31831658185972,5.0
31831818002638,4.0
31832138004565,21.0
31832298123397,11.0
31832458002042,2.0
31832938046834,4.0
31833098002928,12.0
31833258006001,10.0
31833418000480,8.0
31833578001782,7.0
31833738005480,1.0
31834058000324,3.0
31834378003188,2.0
31834698001782,1.0
31834858003032,2.0
31835178002303,1.0
31835498004751,0.0
31835658001470,3.0
31835817999855,0.0
31836618129178,10.0
31837098000011,0.0
31837578006990,7.0
31837898006261,6.0
31838058001938,5.0
31838217999699,4.0
31838538002511,1.0
31838698001626,2.0
31839017999542,1.0
31839178001938,2.0
31839338002303,1.0
31839978004022,0.0
31841098001313,1.0
31841258005688,8.0
31841417999959,7.0
31841738003136,3.0
31841898001834,0.0
31842218002042,4.0
31842378002251,3.0
31842698000063,2.0
31843018002459,3.0
31843337999282,1.0
31843817999282,6.0
31843978001365,8.0
31844138008136,0.0
31844618003553,6.0
31844778002615,13.0
31844938001417,12.0
31845098000115,11.0
31845258192095,0.0
31845738000532,3.0
31845898116990,0.0
31847338002251,1.0
31847498004282,0.0
31848298005740,4.0
31848458004595,12.0
31848618002407,0.0
31849417999542,11.0
31849578183605,5.0
31849738001157,3.0
31849898003084,0.0
31853578017251,1.0
31853737999438,0.0
31853898172511,5.0
31854058001261,14.0
31854218005532,3.0
31854378004126,0.0
31854698003084,22.0
31854858005167,20.0
31855017999438,18.0
31855338002303,1.0
31855498010011,0.0
31855658000011,11.0
31855818006053,19.0
31855978002772,18.0
31856138001782,16.0
31856297998865,13.0
31856458004855,6.0
31856618002459,5.0
31856938001938,4.0
31857098005376,3.0
31857258002042,2.0
31857417999542,1.0
31858218183917,0.0
31859178004230,2.0
31859498001886,0.0
31863818085792,0.0
31864138006365,1.0
31864458003449,0.0
31868778002199,0.0
31871017999595,3.0
31871338001938,0.0
31871658000011,5.0
31871978004907,0.0
31872778000220,9.0
31872938000324,8.0
31873098002147,5.0
31873258005324,0.0
31874698000584,7.0
31874858002824,12.0
31875018002772,11.0
31875178031209,10.0
31875338000115,9.0
31875658001574,8.0
31876138083605,7.0
31876298007720,6.0
31876458004751,5.0
31876778005115,4.0
31877097999855,1.0
31877418004074,3.0
31877578005792,2.0
31877738003240,3.0
31877898000272,4.0
31878218008032,0.0
31879657999803,4.0
31879818158813,9.0
31880138005376,4.0
31880297999490,1.0
31880458084855,5.0
31880618004803,7.0
31880937999699,2.0
31881098003605,0.0
31881898003397,1.0
31882217999490,2.0
31882538004022,1.0
31883818108136,0.0
31884458004386,1.0
31885098001834,0.0
31887658002563,11.0
31887818002459,10.0
31888138144699,9.0
31888297999490,8.0
31888458002459,7.0
31888778002147,6.0
31889098146157,5.0
31889258004855,4.0
31889577999855,0.0
31889898001886,2.0
31890378003032,0.0
31891018003292,1.0
31891178001938,0.0
31891498000428,2.0
31891658004490,6.0
31891818004699,7.0
31891977999282,4.0
31892138000063,0.0
31892298001134,5.0
31892458001394,11.0
31892938003426,10.0
31893098002696,9.0
31893257999728,8.0
31893418194832,7.0
31893578002748,5.0
31893738008478,4.0
31893898000665,3.0
31894218001290,2.0
31894378006811,1.0
31895177999623,0.0
31899497999051,0.0
31903818000353,0.0
31904298004884,2.0
31904458000248,4.0
31904618004415,0.0
31904778002592,1.0
31904938002384,3.0
31905097999571,6.0
31905258152488,0.0
31905577999363,1.0
31905738078217,0.0
31905898012592,1.0
31906058003165,4.0
31906218001759,1.0
31906378000092,2.0
31906538002176,1.0
31907178004780,7.0
31907338005769,6.0
31907497999571,5.0
31907658002436,0.0
31907818001811,1.0
31907978046030,3.0
31908137999728,2.0
31908777999780,1.0
31909738002071,0.0
31912778016967,1.0
31912938001967,0.0
31917258002853,0.0
31918218011498,1.0
31918378001915,4.0
31918538002123,0.0
31918858000873,7.0
31919338000405,6.0
31919498128478,5.0
31919818005196,4.0
31919977999676,3.0
31920298003113,2.0
31920458002123,7.0
31920617999363,2.0
31920778001967,1.0
31921098004467,0.0
31921257999311,1.0
31921738000821,0.0
31922218006030,5.0
31922378002592,9.0
31922538000509,7.0
31922698004623,6.0
31922858001186,1.0
31923018001082,0.0
31923338002540,3.0
31923498005457,2.0
31923978000561,1.0
31924458152228,0.0
31926538003321,1.0
31926857999988,0.0
31928298000353,3.0
31928458001863,4.0
31928618002488,3.0
31928778002696,0.0
31929257999676,9.0
31929738004519,5.0
31929898000040,0.0
31930058072540,11.0
31930378002957,10.0
31930537999832,9.0
31930698002488,8.0
31930858002280,7.0
31931018000248,6.0
31931177999363,5.0
31931338004519,4.0
31931498004519,3.0
31931818000613,2.0
31932138001707,3.0
31932298000144,2.0
31932458001655,1.0
31932778002801,10.0
31932937999780,12.0
31933098001915,13.0
31933418004519,12.0
31933577998946,13.0
31933738178009,12.0
31933898002228,11.0
31934058003894,9.0
31934217999623,7.0
31934378131186,6.0
31934538001498,5.0
31934698003009,3.0
31934858000144,2.0
31935178004884,1.0
31935658005144,0.0
31939978004676,0.0
31941258006290,1.0
31941418004363,0.0
31941578001498,2.0
31941738000978,1.0
31941898000978,3.0
31942217999363,7.0
31942378001915,6.0
31942538003478,5.0
31942698001759,4.0
31943018222696,3.0
31943338001967,1.0
31943658102748,0.0
31943818002332,1.0
31944137999519,0.0
31945578002488,1.0
31945738002853,0.0
31945898001707,1.0
31946218003009,0.0
31950538003321,0.0
31951178005665,1.0
31951658002905,0.0
31951978003061,2.0
