t_ns,ax,ay,az,accuracy
31767116303702,-0.22492532,9.107083,4.15394,3
31767118682608,-0.47856453,9.12144,3.9720855,3
31767121061462,-0.38285163,9.150154,3.8237305,3
31767123440316,-0.3062813,9.092726,3.6323047,3
31767125819119,-0.45942193,9.12144,3.5653057,3
31767128198077,-0.44506502,9.097511,3.7136607,3
31767130576931,-0.46899325,9.059227,3.9577286,3
31767132955733,-1.8041883,9.140582,3.900301,3
31767135334639,-2.3018954,9.097511,3.7710886,3
31767137713494,-2.1248264,9.178867,3.8380876,3
31767140092400,-2.5411777,9.174082,3.4456646,3
31767142471254,-1.9381863,9.2075815,3.7328033,3
31767144850108,-0.971486,9.073584,4.125226,3
31767147229014,-0.8805587,9.102298,4.0295134,3
31767149607869,-0.22971097,9.131011,3.818945,3
31767151986723,0.81834537,9.111869,3.7663028,3
31767154365577,1.1533405,9.111869,3.4313076,3
31767156744431,1.430908,9.145369,3.3403804,3
31767159123337,2.053042,9.059227,3.6370904,3
31767161502191,2.1822543,8.992228,3.818945,3
31767163881046,2.0147567,9.01137,3.8524444,3
31767166259900,2.1296122,9.040084,3.871587,3
31767168638806,1.9525433,9.073584,3.7184465,3
31767171017660,1.4452649,9.102298,3.4695928,3
31767173396462,1.0432707,9.159725,3.4839497,3
31767175775369,0.5838487,9.140582,3.6801612,3
31767178154275,-0.06699903,9.107083,3.842873,3
31767180533129,-0.5838487,9.111869,3.9481573,3
31767182911983,-0.94755775,9.131011,3.9864426,3
31767185290837,-1.3926228,9.178867,3.8237305,3
31767187669744,-1.7371893,9.202796,3.694518,3
31767190048598,-1.8424734,9.183653,3.6993039,3
31767192427452,-1.9621146,9.15494,3.7758741,3
31767194806306,-2.0051854,9.145369,3.9242291,3
31767197185212,-1.6558332,9.250652,3.952943,3
31767199564066,-0.60777694,9.3511505,3.7328033,3
31767201942921,0.7896315,9.020942,3.2925239,3
31767204321775,1.3734802,8.705089,3.7136607,3
31767206700681,0.70348984,8.949157,4.0773697,3
31767209079535,-0.17228323,9.188439,4.278367,3
31767211458389,-0.4833502,9.01137,4.6468616,3
31767213837244,-1.1294123,9.174082,3.9577286,3
31767216216098,-1.0432707,9.241081,3.129812,3
31767218595004,-0.33499518,9.140582,3.0005996,3
31767220973858,-0.47377887,9.097511,3.1202407,3
31767223352712,-0.5024927,9.164511,3.7663028,3
31767225731619,0.076570325,9.001799,4.536792,3
31767228110473,0.21535404,8.944371,4.5559344,3
31767230489275,0.13878371,9.116654,3.938586,3
31767232868181,0.56470615,9.178867,3.397808,3
31767235247035,0.7513463,9.140582,3.0723844,3
31767237625941,0.56470615,9.164511,3.1345978,3
31767240004796,0.6221339,9.183653,3.751946,3
31767242383650,0.64606214,9.044869,4.302295,3
31767244762504,0.33499518,9.068798,4.345366,3
31767247141410,0.2727818,9.145369,4.0295134,3
31767249520212,0.2105684,9.164511,3.5940197,3
31767251899119,-0.07178468,9.174082,3.2303107,3
31767254277973,-0.3062813,9.159725,3.3164523,3
31767256656879,-0.4211368,9.08794,3.7615173,3
31767259035733,-0.6891329,9.030513,4.1635113,3
31767261414587,-0.8757731,9.030513,4.2592244,3
31767263793441,-0.8757731,9.064013,4.072584,3
31767266172348,-0.94277215,9.116654,3.694518,3
