t_ns,gx,gy,gz
31767140743389,-2.2552717,8.870736,3.520537
31767145501150,-1.8353721,8.902373,3.680971
31767150258858,-1.4056274,8.950616,3.752475
31767155016566,-0.81441575,9.031769,3.7328615
31767159774327,-0.30552053,9.077526,3.6980464
31767164532035,0.09294741,9.071768,3.7235436
31767169289796,0.3660272,9.0620985,3.7302506
31767174047504,0.46888307,9.070267,3.6987557
31767178805264,0.4380802,9.069908,3.7034078
31767183562973,0.31184202,9.065935,3.7258515
31767188320733,0.13846962,9.070222,3.7258945
31767193078441,-0.030760808,9.071837,3.7244086
31767197836202,-0.16510056,9.066128,3.7347636
31767202593910,-0.14424369,9.072899,3.7191503
31767207351671,-0.06566029,9.067181,3.7352808
31767212109379,-0.08066594,9.05173,3.772275
31767216867139,-0.13694876,9.057412,3.7569816
31767221624848,-0.14855585,9.070903,3.7238467
31767226382608,-0.14846726,9.062963,3.7431324
31767231140316,-0.12963429,9.05439,3.76452
31767235898077,-0.091226645,9.064264,3.7418163
31767240655785,-0.0607471,9.06968,3.7292888
31767245413546,-0.038615964,9.060807,3.7510889
31767250171254,-0.029628517,9.060699,3.7514317
31767254929014,-0.03872599,9.067798,3.7341566
31767259686723,-0.060515516,9.064479,3.741919
31767264444483,-0.09120204,9.05881,3.755002
31767269202191,-0.12093847,9.061084,3.7486687
31767273959952,-0.14214268,9.061784,3.7462316
31767278717660,-0.15348725,9.057076,3.757153
31767283475421,-0.15110168,9.056178,3.759414
31767288233129,-0.138362,9.05945,3.7520149
31767292990837,-0.120576575,9.058743,3.7543352
31767297748598,-0.10281351,9.0558605,3.7618077
31767302506306,-0.08918822,9.057005,3.7594013
31767307264066,-0.084322914,9.058338,3.7563016
31767312021775,-0.089164644,9.056501,3.7606149
31767316779535,-0.10138815,9.055501,3.7627149
31767321537244,-0.1173253,9.056674,3.7594237
31767326295004,-0.13327608,9.056211,3.760008
31767331052712,-0.14544295,9.054694,3.7632096
31767335810473,-0.15080076,9.055076,3.762081
31767340568181,-0.1497405,9.056094,3.7596734
31767345325941,-0.14260004,9.055761,3.7607493
31767350083650,-0.13251683,9.055829,3.760955
31767354841410,-0.12295343,9.057046,3.7583494
31767359599119,-0.11657129,9.057414,3.7576659
31767364356879,-0.115026325,9.056676,3.7594907
31767369114587,-0.11917932,9.056621,3.7594965
31767373872348,-0.12779693,9.056685,3.7590587
31767378630056,-0.13892688,9.055845,3.7606854
31767383387816,-0.14924785,9.0548935,3.7625818
31767388145525,-0.15633197,9.054669,3.7628353
31767392903285,-0.15860432,9.054185,3.7639036
31767397660994,-0.15614817,9.0533905,3.7659166
31767402418754,-0.14946273,9.053202,3.7666423
31767407176462,-0.14096664,9.05339,3.7665186
31767411934223,-0.13284455,9.053228,3.767199
31767416691931,-0.12671536,9.052986,3.767994
31767421449691,-0.1242466,9.053088,3.7678301
31767426207400,-0.12613115,9.053007,3.7679608
31767430965108,-0.13120459,9.052707,3.7685106
31767435722869,-0.13822424,9.052579,3.768568
31767440480577,-0.14514714,9.052554,3.7683673
31767445238337,-0.15047418,9.052504,3.7682776
31767449996046,-0.15305595,9.05236,3.7685199
31767454753806,-0.15229473,9.052536,3.7681289
31767459511514,-0.14910969,9.05256,3.7681978
31767464269275,-0.14447986,9.052505,3.7685099
31767469026983,-0.1398872,9.052538,3.7686045
31767473784744,-0.13648514,9.052662,3.7684295
31767478542452,-0.13525447,9.052569,3.7686994
31767483300212,-0.13639082,9.052397,3.7690723
31767488057921,-0.13904363,9.052253,3.7693188
31767492815681,-0.14201553,9.0520115,3.76979
31767497573389,-0.14477047,9.05173,3.770361
31767502331150,-0.14590925,9.051508,3.7708504
31767507088858,-0.14524949,9.051425,3.7710729
31767511846619,-0.14311233,9.05142,3.771167
31767516604327,-0.13979451,9.051439,3.771245
31767521362087,-0.13633108,9.051561,3.7710779
31767526119796,-0.13348398,9.051759,3.7707062
31767530877556,-0.13188979,9.051918,3.7703834
31767535635264,-0.13189587,9.052011,3.7701607
31767540393025,-0.13319512,9.052055,3.770006
31767545150733,-0.13538454,9.052112,3.7697923
31767549908494,-0.13720898,9.052212,3.7694838
31767554666202,-0.13875826,9.052338,3.7691286
31767559423910,-0.1391362,9.05244,3.7688684
31767564181671,-0.13825862,9.052463,3.7688448
31767568939431,-0.13642733,9.05249,3.768845
31767573697087,-0.13396308,9.052472,3.7689757
31767578454848,-0.13150445,9.052536,3.7689106
31767583212608,-0.12959121,9.052583,3.7688649
31767587970316,-0.12816119,9.052623,3.7688162
31767592728077,-0.12789057,9.052606,3.768867
31767597485785,-0.12873435,9.05255,3.768973
31767602243546,-0.13031809,9.052419,3.7692316
31767607001254,-0.13216616,9.05232,3.7694068
31767611759014,-0.13401748,9.052292,3.7694068
31767616516723,-0.13547741,9.052281,3.769382
31767621274483,-0.13625766,9.052296,3.769321
31767626032191,-0.13635527,9.052444,3.7689586
31767630789952,-0.13625826,9.052481,3.7688751
31767635547660,-0.13627553,9.05248,3.7688766
31767640305421,-0.13649224,9.052512,3.7687917
31767645063129,-0.1375784,9.052559,3.7686398
31767649820889,-0.13920577,9.052503,3.7687144
31767654578598,-0.14162984,9.0525,3.7686317
31767659336358,-0.14431654,9.05256,3.7683825
31767664094066,-0.14697883,9.052522,3.7683735
31767668851827,-0.14962602,9.052419,3.7685142
31767673609535,-0.15181918,9.052359,3.768573
31767678367296,-0.15349388,9.052359,3.768506
31767683125004,-0.15469642,9.052262,3.76869
31767687882764,-0.15590721,9.052153,3.7689006
31767692640473,-0.15711257,9.05207,3.7690501
31767697398233,-0.15862444,9.052009,3.7691305
31767702155941,-0.1602205,9.051911,3.7693002
31767706913650,-0.16184668,9.051818,3.7694535
31767711671410,-0.16353591,9.051708,3.7696443
31767716429171,-0.1648391,9.051656,3.7697155
31767721186879,-0.1656375,9.051657,3.7696753
31767725944587,-0.1657985,9.051702,3.7695625
31767730702348,-0.16534567,9.051779,3.7693942
