t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.009,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.005,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.003,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.014,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.014,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.014,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.013,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.013,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.600,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.328,0.000,,,
1.700,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.021,0.000,,,
1.800,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.018,0.000,,,
1.900,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.019,0.000,,,
2.000,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.020,0.000,,,
2.100,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.329,0.000,,,
2.200,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.020,0.000,,,
2.300,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.017,0.000,,,
2.400,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.020,0.000,,,
2.500,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.130,1,0.195,0.157,,,
2.600,28.52266497,77.57400127,0.159,-0.113,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.129,1,0.413,0.094,,,
2.700,28.52266495,77.57400116,0.148,-0.115,-0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.126,1,0.132,0.089,,,
2.800,28.52266495,77.57400116,0.148,-0.115,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.133,1,0.124,0.085,,,
2.900,28.52266495,77.57400116,0.148,-0.115,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.130,1,0.123,0.083,,,
3.000,28.52266495,77.57400116,0.148,-0.115,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.136,1,0.120,0.085,,,
3.100,28.52266495,77.57400116,0.148,-0.115,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.134,1,0.447,0.081,,,
3.200,28.52266495,77.57400116,0.148,-0.115,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.137,1,0.119,0.086,,,
3.300,28.52266495,77.57400116,0.148,-0.115,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.136,1,0.127,0.079,,,
3.400,28.52266495,77.57400116,0.148,-0.115,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.138,1,0.120,0.085,,,
3.500,28.52266495,77.57400116,0.148,-0.115,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.138,1,0.107,0.080,,,
3.600,28.52266495,77.57400116,0.148,-0.115,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.138,1,0.412,0.081,,,
3.700,28.52266500,77.57400098,0.131,-0.109,-0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.139,1,0.118,0.085,,,
3.800,28.52266500,77.57400098,0.131,-0.109,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.140,1,0.111,0.082,,,
