t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.021,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.042,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.050,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.046,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.075,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.074,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.050,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.049,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.049,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.087,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.070,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.063,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.105,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.057,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.055,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.087,0.000,,,
1.600,28.52593070,77.57066161,-0.011,-0.000,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,1.516,0.000,,,
1.700,28.52593070,77.57066161,-0.011,-0.000,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.092,0.000,,,
1.800,28.52593070,77.57066161,-0.011,-0.000,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.163,0.000,,,
1.900,28.52593070,77.57066161,-0.011,-0.000,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,1.253,0.000,,,
2.000,28.52593070,77.57066161,-0.011,-0.000,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.067,0.000,,,
2.100,28.52593070,77.57066161,-0.011,-0.000,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,1.024,0.000,,,
