t_ns,mx,my,mz,bx,by,bz
20405937023645,3.16875,7.3500004,62.79375,8.34,50.46,23.519999
20405947023645,5.83125,6.0750003,60.843754,8.34,50.46,23.519999
20405957023645,4.9500003,7.4625,61.66875,8.34,50.46,23.519999
20405967023645,4.7250004,5.30625,61.912502,8.34,50.46,23.519999
20405977023645,5.7000003,5.925,59.625004,8.34,50.46,23.519999
20405987023645,5.8125,6.8250003,60.656254,8.34,50.46,23.519999
20405997023645,6.4875,5.775,58.4625,8.34,50.46,23.519999
20406007023645,4.7250004,4.1625004,61.48125,8.34,50.46,23.519999
20406017023645,3.6375,5.4,62.812504,8.34,50.46,23.519999
20406027023645,3.73125,6.3,64.14375,8.34,50.46,23.519999
20406037023645,4.4437504,5.25,61.18125,8.34,50.46,23.519999
20406047023645,4.8,4.8,62.062504,8.34,50.46,23.519999
20406057023645,3.3750002,5.625,62.062504,8.34,50.46,23.519999
20406067023645,4.3875003,5.8875003,61.0125,8.34,50.46,23.519999
20406077023645,4.125,6.0937505,60.581253,8.34,50.46,23.519999
20406087023645,3.2625,4.7250004,61.331253,8.34,50.46,23.519999
20406097023645,2.2125,3.2062502,61.968754,8.34,50.46,23.519999
20406107023645,3.5812502,5.4,64.200005,8.34,50.46,23.519999
20406117023645,3.73125,5.6625004,61.256252,8.34,50.46,23.519999
20406127023645,4.5750003,5.025,60.393753,8.34,50.46,23.519999
20406137023645,5.775,5.8125,61.312504,8.34,50.46,23.519999
20406147023645,3.43125,6.2625003,63.881252,8.34,50.46,23.519999
20406157023645,2.8500001,3.6750002,63.412502,8.34,50.46,23.519999
20406167023645,5.6625004,5.8125,64.55625,8.34,50.46,23.519999
20406177023645,3.43125,4.5,64.2375,8.34,50.46,23.519999
20406187023645,5.0437503,7.3500004,62.5875,8.34,50.46,23.519999
20406197023645,4.3875003,5.5125003,63.787502,8.34,50.46,23.519999
20406207023645,3.6000001,5.15625,62.362503,8.34,50.46,23.519999
20406217023645,4.96875,4.0687504,62.68125,8.34,50.46,23.519999
20406227023645,4.2000003,4.7250004,61.068752,8.34,50.46,23.519999
20406237023645,5.0437503,5.9625,60.318752,8.34,50.46,23.519999
20406247023645,4.65,5.6625004,61.7625,8.34,50.46,23.519999
20406257023645,3.1312501,5.2125,62.718754,8.34,50.46,23.519999
20406267023645,2.7375002,4.40625,61.406254,8.34,50.46,23.519999
20406277023645,3.2250001,5.4750004,61.162502,8.34,50.46,23.519999
20406287023645,3.6000001,6.4125004,64.012505,8.34,50.46,23.519999
20406297023645,3.6562502,6.4125004,62.625004,8.34,50.46,23.519999
20406307023645,5.2875004,5.625,61.068752,8.34,50.46,23.519999
20406317023645,5.30625,5.86875,61.818752,8.34,50.46,23.519999
20406327023645,3.8437502,5.30625,60.487503,8.34,50.46,23.519999
20406337023645,4.51875,4.51875,59.9625,8.34,50.46,23.519999
20406347023645,4.4625,5.5125003,61.93125,8.34,50.46,23.519999
20406357023645,1.4250001,4.3500004,63.24375,8.34,50.46,23.519999
20406367023645,4.70625,6.3,62.812504,8.34,50.46,23.519999
20406377023645,3.6937501,5.4,60.956253,8.34,50.46,23.519999
20406387023645,4.59375,4.40625,61.65,8.34,50.46,23.519999
20406397023645,5.4375,5.775,61.968754,8.34,50.46,23.519999
20406407023645,4.8375,5.8125,61.575,8.34,50.46,23.519999
20406417023645,4.9875,5.9625,62.006252,8.34,50.46,23.519999
20406427023645,4.89375,5.7000003,63.881252,8.34,50.46,23.519999
20406437023645,3.54375,4.0125003,63.018753,8.34,50.46,23.519999
20406447023645,4.6312504,4.65,61.95,8.34,50.46,23.519999
20406457023645,2.5125,5.25,62.943752,8.34,50.46,23.519999
20406467023645,3.54375,4.7625003,62.381252,8.34,50.46,23.519999
20406477023645,2.0062501,4.05,63.037502,8.34,50.46,23.519999
20406487023645,2.68125,5.4,63.375004,8.34,50.46,23.519999
20406497023645,4.0125003,5.45625,61.218754,8.34,50.46,23.519999
20406507023645,3.4687502,5.25,62.2125,8.34,50.46,23.519999
20406517023645,3.7125,4.65,61.593754,8.34,50.46,23.519999
20406527023645,3.6937501,4.65,61.893753,8.34,50.46,23.519999
20406537023645,6.76875,5.7000003,63.656254,8.34,50.46,23.519999
20406547023645,4.6687503,5.6625004,60.99375,8.34,50.46,23.519999
20406557023645,4.275,4.3500004,61.687504,8.34,50.46,23.519999
20406567023645,3.7687502,6.05625,61.687504,8.34,50.46,23.519999
20406577023645,6.80625,5.7000003,62.268753,8.34,50.46,23.519999
20406587023645,4.6312504,7.425,61.406254,8.34,50.46,23.519999
20406597023645,6.5062504,6.675,61.968754,8.34,50.46,23.519999
20406607023645,3.8437502,5.1937504,64.93125,8.34,50.46,23.519999
20406617023645,3.5625002,5.5125003,60.80625,8.34,50.46,23.519999
20406627023645,1.63125,2.625,62.2125,8.34,50.46,23.519999
20406637023645,4.36875,4.875,61.66875,8.34,50.46,23.519999
20406647023645,5.4,5.1375003,59.531254,8.34,50.46,23.519999
20406657023645,3.525,5.775,62.9625,8.34,50.46,23.519999
20406667023645,4.3125,5.86875,63.16875,8.34,50.46,23.519999
20406677023645,3.7500002,4.2937503,62.831253,8.34,50.46,23.519999
20406687023645,3.3375,4.6125,63.018753,8.34,50.46,23.519999
20406697023645,3.525,3.7500002,62.250004,8.34,50.46,23.519999
20406707023645,3.2625,5.71875,61.612503,8.34,50.46,23.519999
20406717023645,5.0437503,7.0875,61.818752,8.34,50.46,23.519999
20406727023645,4.6875,5.2875004,63.300003,8.34,50.46,23.519999
20406737023645,5.4750004,5.025,61.8375,8.34,50.46,23.519999
20406747023645,6.7875004,6.4500003,61.93125,8.34,50.46,23.519999
20406757023645,5.4,6.2625003,60.73125,8.34,50.46,23.519999
20406767023645,4.7625003,4.55625,62.081253,8.34,50.46,23.519999
20406777023645,4.8,6.8250003,62.775,8.34,50.46,23.519999
20406787023645,5.8125,5.4375,63.16875,8.34,50.46,23.519999
20406797023645,5.6062503,5.6625004,60.7125,8.34,50.46,23.519999
20406807023645,4.7625003,5.30625,60.825,8.34,50.46,23.519999
20406817023645,4.36875,5.86875,61.781254,8.34,50.46,23.519999
20406827023645,4.74375,4.55625,62.550003,8.34,50.46,23.519999
20406837023645,5.45625,5.775,61.350002,8.34,50.46,23.519999
20406847023645,5.5875,4.65,60.9,8.34,50.46,23.519999
20406857023645,5.11875,4.96875,62.643753,8.34,50.46,23.519999
20406867023645,5.2875004,4.875,61.706253,8.34,50.46,23.519999
20406877023645,4.6125,5.6625004,62.831253,8.34,50.46,23.519999
20406887023645,5.11875,4.7250004,61.575,8.34,50.46,23.519999
20406897023645,3.5625002,6.9,62.775,8.34,50.46,23.519999
20406907023645,4.33125,4.875,62.737503,8.34,50.46,23.519999
20406917023645,4.8562503,5.0625,61.74375,8.34,50.46,23.519999
20406927023645,5.11875,4.96875,62.643753,8.34,50.46,23.519999
20406937023645,3.16875,5.4750004,63.018753,8.34,50.46,23.519999
20406947023645,3.9,6.1875005,63.206253,8.34,50.46,23.519999
20406957023645,6.8625,4.4625,63.99375,8.34,50.46,23.519999
20406967023645,3.5062501,4.7625003,63.45,8.34,50.46,23.519999
20406977023645,6.1875005,4.875,62.831253,8.34,50.46,23.519999
20406987023645,5.30625,4.875,61.3875,8.34,50.46,23.519999
20406997023645,4.4437504,5.25,61.18125,8.34,50.46,23.519999
20407007023645,4.4437504,5.25,61.18125,8.34,50.46,23.519999
20407017023645,6.1687503,7.2562504,61.36875,8.34,50.46,23.519999
20407027023645,8.1,5.7562504,61.18125,8.34,50.46,23.519999
20407037023645,6.9750004,5.6062503,61.331253,8.34,50.46,23.519999
20407047023645,7.1625004,7.5000005,60.6375,8.34,50.46,23.519999
20407057023645,6.43125,5.775,59.850002,8.34,50.46,23.519999
20407067023645,7.5000005,5.925,61.256252,8.34,50.46,23.519999
20407077023645,4.93125,5.7000003,62.49375,8.34,50.46,23.519999
20407087023645,7.0875,6.1125,60.525,8.34,50.46,23.519999
20407097023645,3.6937501,5.4,61.256252,8.34,50.46,23.519999
20407107023645,6.2812505,5.11875,61.425003,8.34,50.46,23.519999
20407117023645,4.6687503,5.6625004,60.99375,8.34,50.46,23.519999
20407127023645,6.4125004,5.025,61.256252,8.34,50.46,23.519999
20407137023645,7.7250004,6.0750003,60.000004,8.34,50.46,23.519999
20407147023645,7.70625,5.3250003,61.55625,8.34,50.46,23.519999
20407157023645,7.2375,6.5062504,58.350002,8.34,50.46,23.519999
20407167023645,7.14375,7.1250005,59.568752,8.34,50.46,23.519999
20407177023645,7.1062503,6.1125,60.225002,8.34,50.46,23.519999
20407187023645,7.9875,5.8500004,60.281254,8.34,50.46,23.519999
20407197023645,5.7937503,4.8,60.412502,8.34,50.46,23.519999
20407207023645,8.325001,6.15,61.312504,8.34,50.46,23.519999
20407217023645,6.9187503,5.71875,59.343754,8.34,50.46,23.519999
20407227023645,7.1062503,6.1125,60.225002,8.34,50.46,23.519999
20407237023645,7.5000005,5.6625004,60.187504,8.34,50.46,23.519999
20407247023645,8.043751,6.8625,59.325,8.34,50.46,23.519999
20407257023645,4.875,6.5625005,59.250004,8.34,50.46,23.519999
20407267023645,7.9500003,5.4750004,59.531254,8.34,50.46,23.519999
20407277023645,6.4500003,6.0375004,60.91875,8.34,50.46,23.519999
20407287023645,6.1687503,6.1125,60.187504,8.34,50.46,23.519999
