t_ns,value
20405979338541,1.0
20406059338385,0.0
20406859338333,1.0
20407179337135,0.0
20408939337447,1.0
20409099336979,4.0
20411179342552,1.0
20411979343541,0.0
20416299342291,0.0
20420619343645,0.0
20422379340625,1.0
20422539344687,3.0
20422699341770,2.0
20422859342812,1.0
20423019339427,2.0
20423659341145,1.0
20425419341093,2.0
20425579343489,4.0
20425739341822,7.0
20425899343333,13.0
20426059341093,0.0
20426379343072,9.0
20426539341562,18.0
20426699341041,0.0
20427339340729,5.0
20427499549687,9.0
20427659343333,7.0
20427819342916,6.0
20427979340677,2.0
20428139512083,3.0
20428459346145,2.0
20428619341093,0.0
20429579342447,1.0
20429739346822,0.0
20433419345572,1.0
20433579340520,0.0
20434539343854,5.0
20434699346510,3.0
20434859343437,0.0
20435339345729,1.0
20435819341093,0.0
20436139340781,1.0
20436299341458,2.0
20436459345312,1.0
20436939345364,4.0
20437099342395,2.0
20437259346041,0.0
20438059340520,2.0
20438219343906,7.0
20438379343333,4.0
20438539342135,3.0
20438699340572,1.0
20438859360989,2.0
20439019343072,1.0
20439659344375,3.0
20439819343020,1.0
20439979340364,0.0
20440779390416,12.0
20440939350677,13.0
20441099343750,10.0
20441259340677,7.0
20441419402760,6.0
20441579343125,3.0
20441739346093,0.0
20441899340260,1.0
20442059384895,2.0
20442219345729,3.0
20442379344479,2.0
20442539340416,1.0
20443019347968,0.0
20443179340885,1.0
20443979344427,0.0
20445899344583,1.0
20446219341145,0.0
20447979408385,1.0
20448299344531,0.0
20449259343385,8.0
20449419341093,6.0
20449579539062,4.0
20449739340572,3.0
20449899345572,0.0
20450219457656,1.0
20450859450572,2.0
20451019340937,3.0
20451179342656,1.0
20451339341822,0.0
20451819344947,1.0
20451979340520,0.0
20452139377135,11.0
20452299342968,10.0
20452459342604,8.0
20452619340729,4.0
20452779351979,1.0
20452939343229,3.0
20453099343489,5.0
20453259341093,4.0
20453579342968,2.0
20454219406458,1.0
20454379345757,0.0
20454539340393,1.0
20455019340549,3.0
20455179340184,21.0
20455339343518,13.0
20455499360132,0.0
20455819339924,3.0
20455979344039,2.0
20456139341434,1.0
20456459340914,0.0
20457259340862,1.0
20457419430289,6.0
20457579340289,5.0
20457739343309,0.0
20457899343674,4.0
20458059342789,7.0
20458219340601,0.0
20458699342424,1.0
20458859340497,0.0
20459659470080,1.0
20459819342945,2.0
20460299493674,1.0
20460619342737,0.0
20461579395809,1.0
20461739342320,35.0
20461899346382,32.0
20462059339924,14.0
20462219375705,0.0
20462539347372,9.0
20462699340601,5.0
20462859342372,3.0
20463019342684,2.0
20463179342737,0.0
20463339340080,1.0
20463499345237,3.0
20463819340862,2.0
20464139343049,6.0
20464299345601,15.0
20464459340237,1.0
20464619342789,0.0
20464779343882,11.0
20464939464195,1.0
20465099341695,0.0
20465259339716,1.0
20465579343257,28.0
20465739342632,24.0
20465899384195,20.0
20466059341851,5.0
20466219344195,0.0
20466379340497,13.0
20466539344768,9.0
20466699342528,10.0
20466859510497,8.0
20467019340653,4.0
20467179343622,2.0
20467339343101,6.0
20467499342424,5.0
20467659340445,4.0
20467979342893,3.0
20468139372059,2.0
20468299340966,1.0
20468459530497,2.0
20468619342945,6.0
20468779345028,4.0
20468939340966,2.0
20469099441487,0.0
20469259343049,2.0
20469419342528,3.0
20469739451122,2.0
20469899340757,1.0
20470059346122,0.0
20470219340237,1.0
20470379415445,2.0
20470539345862,1.0
20470699344924,2.0
20470859340080,3.0
20471019354091,8.0
20471179343309,1.0
20471659342737,0.0
20471979343049,1.0
20472139340914,9.0
20472299344612,8.0
20472459342737,1.0
20472939343674,2.0
20473099344403,4.0
20473259343830,3.0
20473419340132,2.0
20473579341955,1.0
20473739470862,2.0
20474219345393,1.0
20474379344455,6.0
20474539343674,13.0
20474699341903,1.0
20474859341174,20.0
20475019345445,39.0
20475179340237,1.0
20475499342372,3.0
20475659342580,20.0
20475819343153,9.0
20475979342632,1.0
20476139342684,2.0
20476299342528,6.0
20476459340705,4.0
20476619343414,3.0
20476779342216,2.0
20476939341695,1.0
20477259532684,2.0
20477579343830,1.0
20479339343362,3.0
20479659340549,2.0
20480139344351,1.0
20480619345601,4.0
20480779340393,11.0
20480939340028,2.0
20481099341174,1.0
20481419341747,23.0
20481579340705,0.0
20481739343049,2.0
20481899342632,1.0
20482059341122,5.0
20482219340445,7.0
20482379342580,2.0
20482699342737,3.0
20483019341695,2.0
20483499342216,1.0
20483659343934,0.0
20484619340393,1.0
20485259340809,37.0
20485419522320,30.0
20485579342372,24.0
20485739342893,17.0
20485899340184,12.0
20486059462893,9.0
20486219342528,6.0
20486379344872,5.0
20486539340132,4.0
20486699420549,3.0
20488619343570,1.0
20491979344612,0.0
20492139340184,1.0
20496459340237,1.0
20500779343466,1.0
20505099342372,1.0
