t_ns,ax,ay,az,bx,by,bz
20405908776354,1.038485,8.930014,4.034299,0.0,0.0,0.0
20405911156197,1.0193424,8.949157,4.0965123,0.0,0.0,0.0
20405913535260,0.971486,8.9348,4.0869412,0.0,0.0,0.0
20405915914375,0.9092726,8.958728,4.0677986,0.0,0.0,0.0
20405918293437,0.85184485,8.987442,4.034299,0.0,0.0,0.0
20405920672500,0.79441714,9.01137,3.9720855,0.0,0.0,0.0
20405923051614,0.7513463,9.01137,3.9577286,0.0,0.0,0.0
20405925430677,0.70348984,9.006584,4.0295134,0.0,0.0,0.0
20405927809791,0.6795616,9.025727,4.0869412,0.0,0.0,0.0
20405930188854,0.6556334,9.025727,4.101298,0.0,0.0,0.0
20405932567916,0.64606214,9.016156,4.082155,0.0,0.0,0.0
20405934947031,0.66041905,9.025727,4.019942,0.0,0.0,0.0
20405937326093,0.6939186,9.016156,4.0007997,0.0,0.0,0.0
20405939705208,0.7609176,9.025727,4.0103707,0.0,0.0,0.0
20405942084270,0.8039884,9.016156,4.0295134,0.0,0.0,0.0
20405944463385,0.8566305,9.01137,4.0534415,0.0,0.0,0.0
20405946842447,0.89013004,8.997013,4.082155,0.0,0.0,0.0
20405949221510,0.98584294,9.001799,4.101298,0.0,0.0,0.0
20405951600625,1.0241281,8.958728,4.082155,0.0,0.0,0.0
20405953979687,1.0336994,8.939586,4.048656,0.0,0.0,0.0
20405956358802,1.0480564,8.953942,4.024728,0.0,0.0,0.0
20405958737864,1.038485,8.920443,4.024728,0.0,0.0,0.0
20405961116979,1.0049855,8.896515,4.058227,0.0,0.0,0.0
20405963496041,0.9619147,8.906086,4.082155,0.0,0.0,0.0
20405965875104,0.91884387,8.896515,4.106084,0.0,0.0,0.0
20405968254218,0.86141616,8.896515,4.1347976,0.0,0.0,0.0
20405970633281,0.79920274,8.925228,4.125226,0.0,0.0,0.0
20405973012395,0.7704889,8.9013,4.130012,0.0,0.0,0.0
20405975391458,0.7513463,8.9108715,4.130012,0.0,0.0,0.0
20405977770572,0.75613195,8.891729,4.1443686,0.0,0.0,0.0
20405980149635,0.72263247,8.9013,4.173083,0.0,0.0,0.0
20405982528697,0.7465607,8.906086,4.2161536,0.0,0.0,0.0
20405984907812,0.7800602,8.882157,4.2161536,0.0,0.0,0.0
20405987286875,0.80877405,8.882157,4.206582,0.0,0.0,0.0
20405989665989,0.8662018,8.886943,4.2017965,0.0,0.0,0.0
20405992045052,0.8853444,8.896515,4.211368,0.0,0.0,0.0
20405994424114,0.9284152,8.85823,4.23051,0.0,0.0,0.0
20405996803229,0.93320084,8.85823,4.2257247,0.0,0.0,0.0
20405999182291,0.94755775,8.834301,4.2352962,0.0,0.0,0.0
20406001561406,0.94277215,8.834301,4.2352962,0.0,0.0,0.0
20406003940468,0.9379865,8.82473,4.240082,0.0,0.0,0.0
20406006319583,0.91405827,8.819944,4.240082,0.0,0.0,0.0
20406008698645,0.8757731,8.829515,4.2352962,0.0,0.0,0.0
20406011077708,0.85184485,8.815159,4.249653,0.0,0.0,0.0
20406013456822,0.79441714,8.843872,4.2831526,0.0,0.0,0.0
20406015835885,0.74177504,8.839087,4.302295,0.0,0.0,0.0
20406018215000,0.70348984,8.839087,4.331009,0.0,0.0,0.0
20406020594062,0.66999036,8.85823,4.3501515,0.0,0.0,0.0
20406022973177,0.6652047,8.867801,4.3645086,0.0,0.0,0.0
20406025352239,0.6412765,8.85823,4.3645086,0.0,0.0,0.0
20406027731302,0.64606214,8.872586,4.369294,0.0,0.0,0.0
20406030110416,0.67477596,8.863015,4.3788652,0.0,0.0,0.0
20406032489479,0.6843473,8.85823,4.398008,0.0,0.0,0.0
20406034868593,0.72741807,8.872586,4.421936,0.0,0.0,0.0
20406037247656,0.76570326,8.848659,4.436293,0.0,0.0,0.0
20406039626718,0.8135597,8.85823,4.4315076,0.0,0.0,0.0
20406042005833,0.85184485,8.834301,4.421936,0.0,0.0,0.0
20406044384895,0.89491564,8.82473,4.4315076,0.0,0.0,0.0
20406046764010,0.9236295,8.829515,4.465007,0.0,0.0,0.0
20406049143072,0.9523434,8.805588,4.479364,0.0,0.0,0.0
20406051522187,0.9619147,8.79123,4.4841495,0.0,0.0,0.0
20406053901250,0.9236295,8.781659,4.4745784,0.0,0.0,0.0
20406056280364,0.89491564,8.796016,4.45065,0.0,0.0,0.0
20406058659427,0.8422736,8.796016,4.4315076,0.0,0.0,0.0
20406061038489,0.80877405,8.786445,4.4315076,0.0,0.0,0.0
20406063417604,0.7609176,8.796016,4.4602213,0.0,0.0,0.0
