t_ns,hPa
20406077355364,982.7339
20406117358802,982.7378
20406157357031,982.72363
20406197358541,982.7229
20406237355833,982.7202
20406277355052,982.7219
20406317355937,982.72363
20406357355729,982.7251
20406397355989,982.72876
20406437476927,982.7273
20406477355208,982.7234
20406517356250,982.7268
20406557356718,982.7268
20406597357708,982.7295
20406637356302,982.7295
20406677354895,982.72974
20406717356666,982.72705
20406757383802,982.72974
20406797357343,982.72705
20406837355625,982.7217
20406877358697,982.72144
20406917355260,982.72217
20406957355989,982.7175
20406997409322,982.7256
20407037357239,982.7246
20407077476250,982.72437
20407117355312,982.7283
20407157355572,982.7251
20407197356875,982.72656
20407237356979,982.73047
20407277358281,982.7261
20407317355052,982.728
20407357354843,982.7261
20407397360000,982.7251
20407437355885,982.72705
20407477356145,982.72485
20407517356354,982.72363
20407557355364,982.7278
20407597356250,982.72754
20407637356979,982.72656
20407677356250,982.7302
20407717429427,982.72754
20407757355312,982.72
20407797354791,982.7251
20407837357291,982.7219
20407877357239,982.72363
20407917356093,982.72217
20407957355156,982.7261
20407997354687,982.73486
20408037356718,982.73364
20408077419166,982.7395
20408117355989,982.73755
20408157357552,982.7383
20408197354843,982.7283
20408237356406,982.72046
20408277357031,982.72314
20408317356145,982.7163
20408357415312,982.7185
20408397354479,982.72046
20408437355052,982.71826
20408477358072,982.7207
20408517418697,982.72
20408557356458,982.7256
20408597355156,982.72437
20408637354739,982.718
20408677355572,982.72314
20408717357656,982.7246
20408757356197,982.7307
20408797358697,982.72485
20408837355416,982.7217
20408877355885,982.72437
20408917358333,982.72656
20408957355364,982.72974
20408997385208,982.7307
20409037355000,982.72974
20409077354479,982.7256
20409117356093,982.7261
20409157356875,982.72144
20409197356979,982.7278
20409237354375,982.7278
20409277354895,982.7219
20409317356197,982.71533
20409357460989,982.7085
20409397355989,982.7068
20409437357500,982.7158
20409477355156,982.7146
20409517356041,982.7151
20409557356302,982.729
20409597356041,982.73145
20409637364895,982.73193
20409677354895,982.72974
20409717355468,982.73047
20409757356666,982.73047
20409797356614,982.72144
20409837355364,982.7163
20409877355208,982.71484
20409917355416,982.7119
20409957356302,982.7075
20409997356458,982.7114
20410037362447,982.72217
20410077362395,982.7197
20410117358385,982.71045
20410157364687,982.7112
20410197363385,982.7151
20410237362083,982.719
20410277437083,982.7224
20410317358750,982.718
20410357362864,982.7129
20410397516250,982.70996
20410437360000,982.71045
20410477359635,982.7146
20410517360052,982.7146
20410557362447,982.7163
20410597364218,982.71533
20410637364062,982.72
20410677358958,982.71216
20410717363385,982.70996
20410757360729,982.7097
20410797362812,982.7095
20410837362291,982.7085
20410877360781,982.70874
20410917371510,982.7258
20410957359635,982.72534
20410997359010,982.7283
20411037361770,982.72363
20411077360833,982.72046
20411117362187,982.7173
20411157359687,982.7095
20411197359010,982.7095
20411237360937,982.709
20411277360885,982.70996
20411317363854,982.7085
20411357566145,982.7178
20411397361510,982.7202
20411437359166,982.72
