t_ns,ax,ay,az,accuracy
20405908776354,1.038485,8.930014,4.034299,3
20405911156197,1.0193424,8.949157,4.0965123,3
20405913535260,0.971486,8.9348,4.0869412,3
20405915914375,0.9092726,8.958728,4.0677986,3
20405918293437,0.85184485,8.987442,4.034299,3
20405920672500,0.79441714,9.01137,3.9720855,3
20405923051614,0.7513463,9.01137,3.9577286,3
20405925430677,0.70348984,9.006584,4.0295134,3
20405927809791,0.6795616,9.025727,4.0869412,3
20405930188854,0.6556334,9.025727,4.101298,3
20405932567916,0.64606214,9.016156,4.082155,3
20405934947031,0.66041905,9.025727,4.019942,3
20405937326093,0.6939186,9.016156,4.0007997,3
20405939705208,0.7609176,9.025727,4.0103707,3
20405942084270,0.8039884,9.016156,4.0295134,3
20405944463385,0.8566305,9.01137,4.0534415,3
20405946842447,0.89013004,8.997013,4.082155,3
20405949221510,0.98584294,9.001799,4.101298,3
20405951600625,1.0241281,8.958728,4.082155,3
20405953979687,1.0336994,8.939586,4.048656,3
20405956358802,1.0480564,8.953942,4.024728,3
20405958737864,1.038485,8.920443,4.024728,3
20405961116979,1.0049855,8.896515,4.058227,3
20405963496041,0.9619147,8.906086,4.082155,3
20405965875104,0.91884387,8.896515,4.106084,3
20405968254218,0.86141616,8.896515,4.1347976,3
20405970633281,0.79920274,8.925228,4.125226,3
20405973012395,0.7704889,8.9013,4.130012,3
20405975391458,0.7513463,8.9108715,4.130012,3
20405977770572,0.75613195,8.891729,4.1443686,3
20405980149635,0.72263247,8.9013,4.173083,3
20405982528697,0.7465607,8.906086,4.2161536,3
20405984907812,0.7800602,8.882157,4.2161536,3
20405987286875,0.80877405,8.882157,4.206582,3
20405989665989,0.8662018,8.886943,4.2017965,3
20405992045052,0.8853444,8.896515,4.211368,3
20405994424114,0.9284152,8.85823,4.23051,3
20405996803229,0.93320084,8.85823,4.2257247,3
20405999182291,0.94755775,8.834301,4.2352962,3
20406001561406,0.94277215,8.834301,4.2352962,3
20406003940468,0.9379865,8.82473,4.240082,3
20406006319583,0.91405827,8.819944,4.240082,3
20406008698645,0.8757731,8.829515,4.2352962,3
20406011077708,0.85184485,8.815159,4.249653,3
20406013456822,0.79441714,8.843872,4.2831526,3
20406015835885,0.74177504,8.839087,4.302295,3
20406018215000,0.70348984,8.839087,4.331009,3
20406020594062,0.66999036,8.85823,4.3501515,3
20406022973177,0.6652047,8.867801,4.3645086,3
20406025352239,0.6412765,8.85823,4.3645086,3
20406027731302,0.64606214,8.872586,4.369294,3
20406030110416,0.67477596,8.863015,4.3788652,3
20406032489479,0.6843473,8.85823,4.398008,3
20406034868593,0.72741807,8.872586,4.421936,3
20406037247656,0.76570326,8.848659,4.436293,3
20406039626718,0.8135597,8.85823,4.4315076,3
20406042005833,0.85184485,8.834301,4.421936,3
20406044384895,0.89491564,8.82473,4.4315076,3
20406046764010,0.9236295,8.829515,4.465007,3
20406049143072,0.9523434,8.805588,4.479364,3
20406051522187,0.9619147,8.79123,4.4841495,3
20406053901250,0.9236295,8.781659,4.4745784,3
20406056280364,0.89491564,8.796016,4.45065,3
20406058659427,0.8422736,8.796016,4.4315076,3
20406061038489,0.80877405,8.786445,4.4315076,3
20406063417604,0.7609176,8.796016,4.4602213,3
20406065796666,0.70348984,8.829515,4.469793,3
20406068175781,0.65084773,8.82473,4.469793,3
20406070554843,0.6221339,8.834301,4.4554358,3
20406072933906,0.59342,8.839087,4.465007,3
20406075313020,0.57427746,8.834301,4.4602213,3
20406077692083,0.59342,8.839087,4.465007,3
20406080071197,0.6029913,8.829515,4.4554358,3
20406082450260,0.61734825,8.829515,4.4554358,3
20406084829375,0.64606214,8.815159,4.4458647,3
20406087208437,0.6843473,8.848659,4.4410787,3
20406089587500,0.72263247,8.843872,4.421936,3
20406091966614,0.74177504,8.839087,4.426722,3
20406094345677,0.7704889,8.815159,4.4075794,3
20406096724791,0.7896315,8.819944,4.426722,3
20406099103802,0.80877405,8.82473,4.412365,3
20406101482968,0.8566305,8.82473,4.3932223,3
20406103862031,0.85184485,8.829515,4.388437,3
20406106241093,0.8279166,8.829515,4.369294,3
20406108620208,0.7896315,8.810373,4.369294,3
20406110999270,0.7609176,8.839087,4.331009,3
20406113378385,0.72741807,8.853444,4.321438,3
20406115757447,0.6795616,8.810373,4.3357944,3
20406118136562,0.6364908,8.815159,4.331009,3
20406120515625,0.61734825,8.819944,4.316652,3
20406122894687,0.5838487,8.819944,4.3070807,3
20406125273802,0.55513483,8.82473,4.2927237,3
20406127652864,0.55034924,8.843872,4.2831526,3
20406130031927,0.57906306,8.839087,4.273581,3
20406132411041,0.59342,8.853444,4.287938,3
20406134790104,0.61734825,8.834301,4.278367,3
20406137169218,0.6364908,8.843872,4.278367,3
20406139548281,0.9619147,8.939586,4.1922255,3
20406141927395,1.0193424,8.7577305,4.2352962,3
20406144306458,0.83748794,8.867801,4.331009,3
20406146685572,0.79441714,8.891729,4.3262234,3
20406149064635,0.75613195,8.829515,4.3262234,3
20406151443697,0.70348984,8.800801,4.197011,3
20406153822812,0.6125626,8.9348,4.2161536,3
20406156201875,0.6364908,8.863015,4.197011,3
20406158580989,0.6029913,8.810373,4.23051,3
20406160960052,0.6125626,8.896515,4.2592244,3
20406163339114,0.70348984,8.886943,4.278367,3
20406165718229,0.7513463,8.839087,4.287938,3
20406168097291,0.79920274,8.839087,4.206582,3
20406170476406,0.8805587,8.906086,4.173083,3
20406172855468,0.9523434,8.872586,4.1443686,3
20406175234583,0.9284152,8.834301,4.182654,3
20406177613645,0.9523434,8.886943,4.2257247,3
20406179992708,0.9379865,8.896515,4.2352962,3
20406182371822,0.9092726,8.891729,4.240082,3
20406184750885,0.91884387,8.9348,4.182654,3
20406187130000,0.90448695,8.925228,4.1587257,3
20406189512343,0.80877405,8.939586,4.1587257,3
20406191888177,0.74177504,8.973084,4.1635113,3
20406194267239,0.72263247,8.977871,4.206582,3
20406196646302,0.6891329,8.949157,4.2257247,3
20406199025416,0.6556334,8.968299,4.220939,3
20406201404479,0.64606214,8.963513,4.240082,3
20406203783593,0.66041905,8.944371,4.206582,3
20406206162656,0.7178468,8.963513,4.1922255,3
20406208541718,0.74177504,8.963513,4.182654,3
20406210920833,0.7800602,8.958728,4.2161536,3
20406213299895,0.80877405,8.9108715,4.23051,3
20406215679010,0.8709874,8.915657,4.211368,3
20406218058072,0.9092726,8.9108715,4.1778684,3
20406220437187,0.9379865,8.9013,4.173083,3
20406222816250,0.9906286,8.886943,4.173083,3
20406225195312,1.0241281,8.882157,4.1635113,3
20406227574427,1.0001999,8.863015,4.168297,3
20406229953489,0.9954142,8.853444,4.1635113,3
20406232332604,0.9762716,8.839087,4.1778684,3
20406234711666,0.9379865,8.829515,4.1922255,3
20406237090781,0.8997013,8.79123,4.182654,3
20406239469843,0.85184485,8.796016,4.1635113,3
20406241848906,0.79441714,8.786445,4.1778684,3
20406244228020,0.7513463,8.79123,4.2017965,3
20406246607083,0.71306115,8.805588,4.2161536,3
20406248986197,0.6843473,8.796016,4.2352962,3
20406251365260,0.66041905,8.829515,4.240082,3
20406253744322,0.6269195,8.834301,4.23051,3
20406256123437,0.6364908,8.834301,4.2448673,3
20406258502500,0.61734825,8.85823,4.2448673,3
20406260881614,0.6412765,8.85823,4.2448673,3
20406263260677,0.6556334,8.877372,4.2687955,3
20406265639739,0.67477596,8.848659,4.302295,3
