t_ns,qx,qy,qz,qw
20405947493645,0.40765327,0.3609535,0.60801613,0.5777956
20405952251822,0.4088011,0.358698,0.6093921,0.57693905
20405957010000,0.40993398,0.35731557,0.6102135,0.5761243
20405961768177,0.4105022,0.35638288,0.6107762,0.5757011
20405966526354,0.41033766,0.35586905,0.6111119,0.57578
20405971284531,0.40970072,0.35580835,0.6111859,0.57619226
20405976042708,0.40897775,0.35598588,0.6111134,0.5766728
20405980800833,0.40825123,0.35610026,0.6110815,0.5771508
20405985559010,0.40758002,0.35597447,0.6111774,0.577601
20405990317187,0.40722585,0.35568827,0.61135745,0.5778366
20405995075364,0.40703765,0.35524088,0.61163235,0.57795334
20405999833541,0.40688854,0.3547496,0.61195165,0.5780222
20406004591718,0.40672436,0.35430333,0.61224276,0.5781032
20406009349843,0.40648642,0.35400334,0.61244524,0.5782398
20406014108020,0.40609723,0.35383987,0.6125822,0.5784681
20406018866197,0.4055227,0.35379615,0.61264175,0.57883483
20406023624375,0.4048833,0.3538016,0.61267376,0.57924503
20406028382552,0.40426713,0.35382527,0.6126931,0.57964045
20406033140729,0.40374687,0.35374567,0.61274797,0.5799934
20406037898854,0.40331006,0.35352805,0.6128855,0.58028466
20406042657031,0.4030153,0.35320908,0.6130809,0.5804772
20406047415208,0.4027875,0.3528024,0.61334896,0.5805994
20406052173385,0.40257287,0.3523245,0.6136605,0.5807093
20406056931562,0.40232915,0.35196182,0.6139011,0.58084387
20406061689739,0.40203452,0.35176182,0.6140554,0.5810059
20406066447916,0.40163606,0.35166267,0.6141519,0.58123946
20406071206041,0.40118977,0.35167187,0.6141708,0.5815221
20406075964218,0.4007296,0.35172835,0.61416084,0.58181566
20406080722395,0.40032512,0.35176027,0.61416316,0.5820723
20406085480572,0.39998505,0.35175604,0.6141845,0.58228606
20406090238750,0.3997555,0.35170949,0.6142262,0.5824278
20406094996927,0.39958718,0.35162324,0.6142894,0.58252877
20406099755104,0.399461,0.35150456,0.6143704,0.5826015
20406104513229,0.39940175,0.35137364,0.6144554,0.58263147
20406109271406,0.39932078,0.35130396,0.6145034,0.58267844
20406114029583,0.39923063,0.35133013,0.61449194,0.58273643
20406118787760,0.39906698,0.3514035,0.6144552,0.58284307
20406123545937,0.39889225,0.35152873,0.6143865,0.5829594
20406128304062,0.39871797,0.35169548,0.614292,0.58307767
20406133062239,0.39859283,0.35183287,0.6142131,0.58316356
20406137820416,0.3985043,0.3519315,0.61415625,0.58322436
20406142578593,0.39869276,0.35182622,0.6142116,0.5831007
20406147336770,0.39867982,0.351809,0.6142467,0.583083
20406152094947,0.3986565,0.3518525,0.61422086,0.58309996
20406156853125,0.39862862,0.35200638,0.61412615,0.5831259
20406161611250,0.3985693,0.3521207,0.6140547,0.58317274
20406166369427,0.39857617,0.3521276,0.61403817,0.5831812
20406171127604,0.39869982,0.35212076,0.6140293,0.5831102
20406175885781,0.3988756,0.35206756,0.61405283,0.58299726
20406180643958,0.39900884,0.35200277,0.614086,0.58291024
20406185402135,0.39912865,0.35198116,0.61409295,0.582834
20406190160312,0.39923787,0.35202593,0.614059,0.58276796
20406194918437,0.399276,0.35213572,0.61398816,0.58275014
20406199676614,0.39926684,0.35224637,0.61391926,0.582762
20406204434791,0.39925733,0.3523548,0.613852,0.5827739
20406209192968,0.39931798,0.3524202,0.6137893,0.58275884
20406213951145,0.39939064,0.3524267,0.6137631,0.58273274
20406218709322,0.3995047,0.35240594,0.61376977,0.5826601
20406223467447,0.39964825,0.35235953,0.6137909,0.5825674
20406228225625,0.3998012,0.3522924,0.6138245,0.5824677
20406232983802,0.3999228,0.35224217,0.61384916,0.58238846
20406237741979,0.3999828,0.3522246,0.61387855,0.58232707
20406242500156,0.40000007,0.35225338,0.6138813,0.58229476
20406247258333,0.399974,0.35229635,0.6138559,0.58231354
20406252016458,0.39992112,0.35235187,0.6138241,0.5823498
20406256774635,0.399864,0.35242286,0.61378276,0.5823896
20406261532812,0.39981177,0.35249093,0.61374295,0.5824262
20406266290989,0.39976245,0.3525273,0.6137228,0.5824592
20406271049166,0.3997181,0.3525219,0.61372864,0.58248675
20406275807343,0.3996863,0.3525101,0.61373794,0.58250606
20406280565468,0.39964178,0.352499,0.6137473,0.5825334
20406285323645,0.3995715,0.35248712,0.61375856,0.5825769
20406290081822,0.39949226,0.35249367,0.613759,0.58262694
20406294840000,0.3994058,0.352513,0.61375153,0.58268225
20406299598177,0.39930722,0.3525239,0.61375016,0.5827447
20406304356354,0.39922118,0.35252517,0.61374885,0.5828043
20406309114479,0.39915302,0.35251692,0.613756,0.5828484
20406313872656,0.3991119,0.35251185,0.6137621,0.5828732
20406318630833,0.3990788,0.35249603,0.613778,0.58288866
20406323389010,0.399065,0.35247916,0.6137894,0.58289635
20406328147187,0.39905164,0.35246566,0.6137987,0.582904
20406332905364,0.39903793,0.35246816,0.6137978,0.5829127
20406337663489,0.39903298,0.35246947,0.61379737,0.58291584
20406342421666,0.3990232,0.35246375,0.6137996,0.5829236
20406347179843,0.3990263,0.3524419,0.6138065,0.58292747
20406351938020,0.39906716,0.35239422,0.61382157,0.58291245
20406356696197,0.39914244,0.35233313,0.6138415,0.58287686
20406361454375,0.3992397,0.3522673,0.6138683,0.5828216
20406366212500,0.39933735,0.35220295,0.6139034,0.5827568
20406370970677,0.39942452,0.35215417,0.61392903,0.5826995
20406375728854,0.39951184,0.35212564,0.613942,0.58264315
20406380487031,0.39958078,0.35212067,0.6139413,0.58259964
20406385245208,0.39963773,0.35212624,0.61393464,0.58256423
20406390003385,0.39969066,0.3521549,0.6139137,0.58253264
20406394761510,0.3997604,0.35219643,0.6138839,0.58249116
20406399519687,0.3998332,0.35222614,0.6138611,0.5824472
20406404277864,0.39992693,0.35224238,0.61384565,0.58238924
20406409036041,0.40004998,0.35224205,0.61383903,0.5823119
20406413794218,0.40019724,0.35223088,0.61383784,0.58221877
20406418552395,0.40035847,0.35220733,0.6138437,0.58211607
20406423310520,0.40050668,0.35219887,0.6138407,0.58202237
20406428068697,0.40062955,0.3522274,0.61384076,0.5819204
20406432826875,0.4007272,0.35227972,0.6138278,0.58183515
20406437585052,0.40078673,0.3523536,0.61379546,0.5817836
20406442343229,0.40084597,0.3524414,0.61373705,0.5817511
20406447101406,0.4009048,0.35254493,0.61366886,0.58171976
20406451859531,0.40096983,0.35263544,0.6136084,0.5816838
20406456617708,0.4010531,0.35268295,0.61355263,0.5816566
20406461375885,0.40117043,0.3527088,0.6135075,0.5816075
20406466134062,0.40130225,0.35273248,0.61348534,0.5815256
20406470892239,0.40144196,0.35273856,0.6134737,0.58143777
20406475650416,0.40158194,0.3527341,0.61346865,0.5813491
20406480408489,0.40170643,0.3527421,0.6134568,0.5812709
20406485166718,0.40181676,0.3527655,0.6134359,0.5812024
20406489924895,0.40191132,0.35279155,0.6134142,0.58114403
20406494683072,0.40198866,0.35283047,0.61338544,0.5810973
