t_ns,gx,gy,gz,accuracy
20405924904687,-0.0010690134,0.004734202,0.0015271619,3
20405927283802,-0.002290743,-1.527162E-4,0.003970621,3
20405929662864,-0.002290743,-0.0050396346,0.0051923506,3
20405932041927,0.0013744457,-0.008704823,0.008857539,3
20405934421041,0.0013744457,-0.012370012,0.010079269,3
20405936800104,0.0013744457,-0.014813471,0.011300999,3
20405939179218,1.527162E-4,-0.01725693,0.012522728,3
20405941558281,-0.0010690134,-0.020922119,0.013744458,3
20405943937395,-0.0010690134,-0.023365578,0.014966187,3
20405946316458,-0.0010690134,-0.01970039,0.014966187,3
20405948695520,-0.0010690134,-0.01847866,0.013744458,3
20405951074635,0.0013744457,-0.013591741,0.012522728,3
20405953453697,0.0013744457,-0.009926553,0.008857539,3
20405955832812,-0.0010690134,-0.006261364,0.0051923506,3
20405958211875,-0.0010690134,-0.0013744457,0.0027488915,3
20405960590989,1.527162E-4,0.0035124724,0.0015271619,3
20405962970052,-0.0010690134,0.0059559317,-9.162972E-4,3
20405965349114,-0.0010690134,0.008399391,-0.0021380268,3
20405967728229,1.527162E-4,0.007177661,-0.0021380268,3
20405970107291,1.527162E-4,0.004734202,-9.162972E-4,3
20405972486406,0.0013744457,0.002290743,-9.162972E-4,3
20405974865468,1.527162E-4,-1.527162E-4,-9.162972E-4,3
20405977244583,-0.0010690134,-0.003817905,0.0015271619,3
20405979623645,-0.0010690134,-0.0074830935,0.0015271619,3
20405982002708,0.0013744457,-0.011148282,0.0051923506,3
20405984381822,1.527162E-4,-0.012370012,0.003970621,3
20405986760885,1.527162E-4,-0.016035201,0.0051923506,3
20405989140000,1.527162E-4,-0.014813471,0.00641408,3
20405991519062,1.527162E-4,-0.014813471,0.0051923506,3
20405993898125,1.527162E-4,-0.013591741,0.003970621,3
20405996277239,1.527162E-4,-0.012370012,0.0051923506,3
20405998656302,1.527162E-4,-0.008704823,0.0015271619,3
20406001035416,0.0013744457,-0.003817905,-9.162972E-4,3
20406003414479,0.0013744457,-1.527162E-4,-0.0033597562,3
20406005793593,1.527162E-4,0.002290743,-0.004581486,3
20406008172656,1.527162E-4,0.0059559317,-0.0058032153,3
20406010551718,0.0013744457,0.00962112,-0.008246674,3
20406012930833,0.0013744457,0.012064579,-0.008246674,3
20406015309895,1.527162E-4,0.00962112,-0.008246674,3
20406017689010,0.0013744457,0.008399391,-0.0070249448,3
20406020068072,0.0025961753,0.004734202,-0.0058032153,3
20406022447187,0.0013744457,-1.527162E-4,-0.004581486,3
20406024826250,0.0013744457,-0.003817905,-9.162972E-4,3
20406027205312,0.0013744457,-0.006261364,3.054324E-4,3
20406029584427,1.527162E-4,-0.011148282,3.054324E-4,3
20406031963489,1.527162E-4,-0.014813471,0.0027488915,3
20406034342604,0.0025961753,-0.016035201,0.003970621,3
20406036721666,1.527162E-4,-0.016035201,0.003970621,3
20406039100729,1.527162E-4,-0.014813471,0.003970621,3
20406041479843,1.527162E-4,-0.014813471,0.003970621,3
20406043858906,1.527162E-4,-0.012370012,0.0015271619,3
20406046238020,1.527162E-4,-0.009926553,-9.162972E-4,3
20406048617083,0.0013744457,-0.006261364,-0.0033597562,3
20406050996197,1.527162E-4,-0.0013744457,-0.004581486,3
20406053375260,1.527162E-4,0.0035124724,-0.004581486,3
20406055754375,1.527162E-4,0.0059559317,-0.0070249448,3
20406058133437,1.527162E-4,0.00962112,-0.009468404,3
20406060512500,-0.0010690134,0.0108428495,-0.009468404,3
20406062891614,-0.0010690134,0.013286309,-0.009468404,3
20406065270677,-0.0010690134,0.012064579,-0.010690134,3
20406067649791,1.527162E-4,0.012064579,-0.009468404,3
20406070028854,1.527162E-4,0.008399391,-0.008246674,3
20406072407916,1.527162E-4,0.0035124724,-0.0058032153,3
20406074787031,-0.0010690134,0.002290743,-0.0033597562,3
20406077166093,-0.002290743,-0.0025961753,-0.0033597562,3
20406079545208,1.527162E-4,-0.0050396346,3.054324E-4,3
20406081924270,-0.0010690134,-0.008704823,0.0015271619,3
20406084303385,-0.0010690134,-0.008704823,0.0015271619,3
20406086682447,1.527162E-4,-0.009926553,0.003970621,3
20406089061510,1.527162E-4,-0.008704823,0.003970621,3
20406091440625,-0.0010690134,-0.009926553,0.0027488915,3
20406093819687,1.527162E-4,-0.006261364,0.0027488915,3
20406096198802,-0.0010690134,-0.0050396346,0.0015271619,3
20406098577812,0.0013744457,-0.0025961753,0.0027488915,3
20406100956979,0.0013744457,-1.527162E-4,0.0015271619,3
20406103336041,1.527162E-4,0.002290743,-9.162972E-4,3
20406105715104,1.527162E-4,0.0059559317,-0.0021380268,3
20406108094218,1.527162E-4,0.008399391,-0.0021380268,3
20406110473281,0.0013744457,0.00962112,-0.0021380268,3
