t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.5745428,31152234919176,28.5259249,77.5706673,151.6981812,3.7900925,0.0000000,,44,-0.0063198,-0.0822055
3.0572987,31153717675061,28.5259248,77.5706675,151.7166748,3.7900925,0.0000000,,46,0.0220439,-0.1033563
4.0564953,31154716871623,28.5259248,77.5706675,151.7116089,3.7900925,0.0000000,,48,0.0161756,-0.0955639
5.0559618,31155716338186,28.5259250,77.5706675,151.6730957,3.7900925,0.0000000,,50,0.0161756,-0.0766395
6.0597682,31156720144539,28.5259254,77.5706669,151.5588379,3.7900925,0.0000000,,52,-0.0385957,-0.0365643
7.0547273,31157715103706,28.5259256,77.5706668,151.5102539,3.7900925,0.0000000,,48,-0.0513105,-0.0109607
8.0532046,31158713580997,28.5259258,77.5706669,151.5070801,3.7900925,0.0000000,,55,-0.0405518,0.0135297
9.0573555,31159717731883,28.5259261,77.5706672,151.5498047,3.7900925,0.0000000,,59,-0.0121881,0.0446993
10.0510290,31160711405372,28.5259262,77.5706674,151.5689697,3.7900925,0.0000000,,60,0.0063950,0.0602841
11.0569715,31161717347819,28.5259263,77.5706675,151.5823364,3.7900925,0.0000000,,59,0.0171536,0.0691897
12.0548553,31162715231674,28.5259263,77.5706675,151.5847168,3.7900925,0.0000000,,57,0.0210659,0.0714161
13.0495688,31163709945214,28.5259263,77.5706676,151.5916138,3.7900925,0.0000000,,58,0.0249781,0.0725293
14.0501608,31164710537193,28.5259263,77.5706676,151.5993042,3.7900925,0.0000000,,59,0.0249781,0.0736425
15.0470231,31165707399432,28.5259264,77.5706676,151.6156006,3.7900925,0.0000000,,59,0.0298684,0.0814349
16.0531638,31166713540213,28.5259264,77.5706676,151.6065063,3.7900925,0.0000000,,60,0.0288904,0.0814349
17.0566627,31167717039066,28.5259266,77.5706678,151.6396484,3.7900925,0.0000000,,60,0.0425832,0.0970197
18.0485295,31168708905889,28.5259266,77.5706678,151.6463013,3.7900925,0.0000000,,62,0.0484515,0.1036989
19.0520169,31169712393284,28.5259266,77.5706678,151.6495361,3.7900925,0.0000000,,63,0.0484515,0.1070385
20.0497539,31170710130315,28.5259266,77.5706678,151.6522217,3.7900925,0.0000000,,63,0.0494296,0.1070385
21.0510511,31171711427503,28.5259266,77.5706678,151.6525269,3.7900925,0.0000000,,62,0.0494296,0.1081517
22.0508217,31172711198076,28.5259266,77.5706678,151.6506958,3.7900925,0.0000000,,63,0.0494296,0.1081517
23.0478406,31173708216929,28.5259266,77.5706678,151.6495361,3.7900925,0.0000000,,63,0.0494296,0.1081517
24.0503705,31174710746825,28.5259266,77.5706678,151.6489868,3.7900925,0.0000000,,60,0.0504076,0.1081517
25.0491946,31175709570939,28.5259266,77.5706678,151.6485596,3.7900925,0.0000000,,59,0.0504076,0.1081517
26.0479047,31176708281042,28.5259267,77.5706679,151.6514893,3.7900925,0.0000000,,59,0.0543199,0.1103781
27.0582271,31177718603437,28.5259267,77.5706679,151.6528931,3.7900925,0.0000000,,60,0.0562760,0.1103781
28.0518778,31178712254166,28.5259267,77.5706679,151.6535034,3.7900925,0.0000000,,60,0.0562760,0.1103781
29.0508579,31179711234271,28.5259267,77.5706679,151.6542969,3.7900925,0.0000000,,59,0.0572541,0.1103781
30.0575375,31180717913905,28.5259267,77.5706679,151.6564941,3.7900925,0.0000000,,61,0.0582321,0.1103781
31.0538188,31181714195155,28.5259267,77.5706679,151.6579590,3.7900925,0.0000000,,61,0.0601882,0.1103781
32.0565670,31182716943332,28.5259267,77.5706679,151.6582031,3.7900925,0.0000000,,61,0.0601882,0.1103781
33.0566765,31183717052863,28.5259267,77.5706680,151.6584473,3.7900925,0.0000000,,60,0.0611663,0.1103781
34.0597745,31184720150883,28.5259267,77.5706679,151.6578369,3.7900925,0.0000000,,61,0.0601882,0.1092649
35.0592709,31185719647237,28.5259267,77.5706680,151.6741943,3.7900925,0.0000000,,63,0.0689908,0.1103781
36.0592839,31186719660257,28.5259267,77.5706681,151.6932373,3.7900925,0.0000000,,61,0.0797494,0.1126045
37.0578171,31187718193433,28.5259267,77.5706682,151.7094727,3.7900925,0.0000000,,64,0.0905081,0.1137177
38.0560384,31188716414787,28.5259270,77.5706689,151.8480225,3.7900925,0.0000000,,64,0.1511477,0.1504533
39.0585175,31189718893850,28.5259218,77.5706845,151.9229126,3.7900925,2.2900000,112.1000000,65,1.6788755,-0.4317503
40.0468032,31190707179579,28.5259160,77.5707034,152.0786133,3.7900925,1.9500000,105.7000000,64,3.5313188,-1.0762931
41.0472608,31191707637130,28.5259103,77.5707233,151.9912720,3.7900925,2.2000000,110.3000000,64,5.4737435,-1.7085907
42.0578991,31192718275515,28.5258978,77.5707492,152.0044556,3.7900925,3.3400000,118.0000000,64,8.0059376,-3.1067699
43.0545361,31193714912443,28.5258856,77.5707812,151.8696899,3.7900925,3.6000000,111.3000000,66,11.1347476,-4.4615343
44.0539811,31194714357442,28.5258752,77.5708191,151.7449341,3.7900925,4.1300000,108.7000000,64,14.8455025,-5.6170359
45.0585886,31195718964941,28.5258632,77.5708573,151.8969727,3.7900925,3.9500000,111.9000000,63,18.5826650,-6.9562155
46.0482720,31196708648326,28.5258508,77.5708942,151.9208374,3.7900925,3.8900000,110.9000000,62,22.1897457,-8.3332439
47.0599493,31197720325618,28.5258378,77.5709330,152.0476685,3.7900925,4.1000000,113.2000000,61,25.9875479,-9.7870831
48.0571209,31198717497232,28.5258217,77.5709721,152.0258789,3.7900925,4.1800000,115.9000000,62,29.8127357,-11.5737691
49.0576583,31199718034679,28.5258068,77.5710123,152.0206909,3.7900925,4.2500000,111.9000000,61,33.7425758,-13.2290975
50.0506204,31200710996762,28.5257939,77.5710542,152.1687622,3.7900925,4.2900000,108.3000000,60,37.8357517,-14.6673519
51.0481512,31201708527543,28.5257824,77.5710964,152.0799561,3.7900925,4.3000000,106.8000000,61,41.9680500,-15.9464187
52.0573224,31202717698793,28.5257703,77.5711385,152.1697998,3.7900925,4.3500000,108.5000000,62,46.0856774,-17.2989567
