t_s,ax,ay,az,gx,gy,gz,x_m,y_m,lat,lon,speed_mps,bearing_deg,gnss_age_s,state
0.000000,0.283997,9.056565,3.788512,0.000783,0.036816,-0.017405,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.010000,-0.510079,9.090692,3.792055,0.002488,0.087972,-0.044135,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.020000,-1.310275,9.113548,3.795878,0.000632,0.047503,-0.024850,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.030000,-1.376754,9.098219,3.784385,-0.000987,-0.033201,0.015917,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.040000,-0.733093,9.064421,3.765382,-0.001622,-0.071334,0.034609,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.050000,-0.066597,9.046146,3.734774,-0.001154,-0.031856,0.013418,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.060000,-0.098385,9.057210,3.730254,0.000133,0.038694,-0.022641,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.070000,-0.750892,9.081722,3.748823,-0.000771,0.065514,-0.036595,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.080000,-1.294398,9.112861,3.785757,-0.002255,0.025965,-0.016286,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.090000,-1.223846,9.106788,3.833992,-0.002906,-0.034344,0.015565,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.100000,-0.672880,9.064508,3.863458,-0.001145,-0.052699,0.024900,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.110000,-0.273479,9.047032,3.834657,0.000206,-0.012541,0.003540,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.120000,-0.440637,9.051844,3.824057,0.000882,0.034396,-0.021329,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.130000,-0.917246,9.067928,3.823529,0.001537,0.035396,-0.020003,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.140000,-1.145883,9.089290,3.799462,0.000861,-0.001899,0.001994,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.150000,-0.955649,9.095101,3.775278,0.000015,-0.032250,0.018119,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.160000,-0.608560,9.090309,3.767041,-0.000406,-0.024674,0.014445,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.170000,-0.508018,9.102739,3.776909,0.000258,0.007618,-0.001062,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.180000,-0.761341,9.113270,3.791425,0.000026,0.025902,-0.009867,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.190000,-1.039229,9.120393,3.797173,-0.000547,0.012633,-0.001589,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.200000,-1.038900,9.091623,3.800304,-0.000244,-0.014617,0.014068,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.210000,-0.786373,9.051856,3.801834,-0.000722,-0.026109,0.020987,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.220000,-0.553067,9.045448,3.801440,-0.000929,-0.012409,0.014591,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.230000,-0.548842,9.070016,3.803451,0.000879,0.008255,0.003824,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.240000,-0.731129,9.106171,3.799483,0.001222,0.016061,-0.000192,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.250000,-0.903439,9.115981,3.806810,0.000342,0.004196,0.006086,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.260000,-0.870864,9.106413,3.801477,-0.000178,-0.012703,0.014570,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.270000,-0.697014,9.078391,3.787105,-0.000268,-0.016078,0.015138,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.280000,-0.590912,9.072414,3.778061,0.000145,-0.004605,0.008620,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.290000,-0.639681,9.077551,3.768572,0.000182,0.008188,0.003527,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.300000,-0.779905,9.089481,3.773084,-0.000337,0.009204,0.003605,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.310000,-0.872507,9.108149,3.791822,-0.000692,-0.001707,0.010362,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.320000,-0.794030,9.125372,3.798084,-0.000456,-0.013775,0.017349,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.330000,-0.642762,9.096810,3.792574,-0.000367,-0.013871,0.017930,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.340000,-0.570171,9.069693,3.791678,-0.000868,-0.004288,0.013332,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.350000,-0.598219,9.064530,3.793404,-0.000444,0.002513,0.009427,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.360000,-0.688696,9.066529,3.802359,-0.000132,-0.000186,0.010677,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.370000,-0.693422,9.089945,3.804477,-0.000287,-0.007936,0.013706,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.380000,-0.588831,9.097373,3.798703,-0.000743,-0.011307,0.014122,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.390000,-0.492007,9.095652,3.774823,-0.000107,-0.006938,0.011376,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.400000,-0.469888,9.088239,3.768121,-0.000084,-0.000396,0.006862,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.410000,-0.504592,9.068781,3.777942,-0.000363,0.004738,0.002163,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.420000,-0.571220,9.070687,3.774382,-0.000533,0.004554,-0.000906,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.430000,-0.613390,9.079056,3.776945,-0.001591,-0.001704,0.000708,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.440000,-0.566384,9.087733,3.775940,-0.001307,-0.006689,0.002635,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.450000,-0.492170,9.099130,3.788220,-0.001041,-0.002906,-0.001327,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.460000,-0.514794,9.110773,3.797188,-0.000967,0.006121,-0.007155,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.470000,-0.619871,9.102037,3.805912,-0.001123,0.010809,-0.011737,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.480000,-0.702736,9.091802,3.806692,-0.001250,0.004740,-0.010984,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.490000,-0.686097,9.082143,3.819993,-0.000978,-0.005443,-0.005487,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.500000,-0.571436,9.073388,3.824948,-0.000665,-0.007435,-0.005406,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.510000,-0.509448,9.079605,3.810668,-0.000417,0.001785,-0.011194,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.520000,-0.569518,9.073085,3.799076,-0.000025,0.011504,-0.016421,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.530000,-0.676160,9.063837,3.812033,0.000578,0.012059,-0.018692,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.540000,-0.737552,9.074149,3.809388,0.001136,0.005233,-0.016076,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.550000,-0.716500,9.084599,3.777460,0.000542,-0.000405,-0.013171,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.560000,-0.653888,9.105866,3.778308,0.000354,0.001331,-0.014087,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.570000,-0.630608,9.117530,3.778766,0.001052,0.008883,-0.017971,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.580000,-0.699907,9.094077,3.760728,0.000242,0.013786,-0.020083,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.590000,-0.790972,9.058360,3.767484,-0.000056,0.013113,-0.018627,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.600000,-0.823243,9.057776,3.776597,-0.000146,0.009636,-0.015890,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.610000,-0.817730,9.079636,3.786186,-0.000858,0.008613,-0.013640,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.620000,-0.831408,9.090107,3.805768,-0.001510,0.008578,-0.012170,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.630000,-0.833355,9.097133,3.813045,-0.000543,0.005553,-0.008852,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.640000,-0.805341,9.095299,3.806298,-0.000361,0.003431,-0.006073,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.650000,-0.795941,9.077146,3.797965,-0.000558,0.003743,-0.006772,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.660000,-0.814758,9.073333,3.805404,-0.000547,0.004334,-0.006908,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.670000,-0.834406,9.078225,3.825085,-0.000607,0.002986,-0.005427,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
0.680000,-0.822741,9.083876,3.809675,-0.000165,-0.001108,-0.002067,-0.006134,-0.082355,28.52592494,77.57066726,0.000000,,,CALIB
