run,dir,variant,cut,t_cut,bias_cut_dps,bias_oracle_dps,bias_stand_dps,n,mean_deg,rms_deg,max_abs_deg,drift_deg,start_err_deg,end_err_deg,outage_s,brg_mean_deg,brg_rms_deg,brg_drift_deg
2,AB,kfpsic2d,c10,10.0,-0.022,-0.038,-0.022,237,0.69,2.33,6.18,-1.47,1.66,0.19,243.51,1.16,3.04,-1.54
2,AB,kfpsic2d,c30,30.0,-0.022,-0.038,-0.022,217,-1.9,2.86,7.96,-1.82,-0.4,-2.22,223.51,-1.31,3.18,-2.56
2,AB,kfpsic2d,c60,60.0,-0.022,-0.038,-0.022,187,-2.04,2.94,7.87,-1.51,-0.62,-2.13,193.51,-1.34,3.34,-2.29
2,AB,kfpsic2d,turn,123.3,-0.022,-0.038,-0.022,124,-1.67,2.62,6.78,2.99,-4.03,-1.04,130.2,-0.56,3.09,5.03
2,AB,kfpsic_notilt,c10,10.0,-0.022,-0.038,-0.022,237,0.07,3.49,9.64,0.28,2.17,2.45,243.51,0.54,3.94,0.21
2,AB,kfpsic_notilt,c30,30.0,-0.022,-0.038,-0.022,217,-3.63,4.98,13.03,-0.17,-0.76,-0.93,223.51,-3.04,5.01,-0.91
2,AB,kfpsic_notilt,c60,60.0,-0.022,-0.038,-0.022,187,-3.6,4.95,12.56,-0.12,-0.35,-0.47,193.51,-2.9,5.07,-0.89
2,AB,kfpsic_notilt,turn,123.3,-0.022,-0.038,-0.022,124,-4.71,5.54,12.09,5.72,-5.71,0.0,130.2,-3.6,5.46,7.75
3,BA,robust,c10,10.0,0.001,-0.027,0.001,202,-1.42,3.29,8.06,-8.29,2.39,-5.91,224.0,-0.59,3.69,-7.57
3,BA,robust,c30,30.0,0.001,-0.027,0.001,182,-1.8,3.35,8.06,-8.55,2.64,-5.91,204.0,-0.92,3.78,-8.05
3,BA,robust,c60,60.0,0.001,-0.027,0.001,151,-2.47,3.52,8.06,-7.24,1.34,-5.91,174.0,-1.78,3.78,-9.4
3,BA,robust,turn,82.7,0.001,-0.027,0.001,129,-3.12,3.69,8.06,-5.23,-0.68,-5.91,151.28,-2.31,3.87,-11.11
3,BA,kfpsi,c10,10.0,0.001,-0.027,0.001,202,-2.41,3.82,9.04,-8.3,1.41,-6.89,224.0,-1.58,3.97,-7.58
3,BA,kfpsi,c30,30.0,0.001,-0.027,0.001,182,-4.47,5.29,10.73,-8.6,0.03,-8.58,204.0,-3.59,5.13,-8.11
3,BA,kfpsi,c60,60.0,0.001,-0.027,0.001,151,-6.73,7.18,12.33,-7.24,-2.93,-10.17,174.0,-6.04,6.9,-9.4
3,BA,kfpsi,turn,82.7,0.001,-0.027,0.001,129,-4.07,4.52,9.01,-5.23,-1.63,-6.86,151.28,-3.26,4.5,-11.11
3,BA,kfpsic,c10,10.0,0.001,-0.027,0.001,202,-2.2,3.69,8.84,-8.32,1.64,-6.68,224.0,-1.37,3.89,-7.6
3,BA,kfpsic,c30,30.0,0.001,-0.027,0.001,182,-4.14,5.01,10.4,-8.65,0.4,-8.24,204.0,-3.25,4.91,-8.15
3,BA,kfpsic,c60,60.0,0.001,-0.027,0.001,151,-3.18,4.05,8.77,-7.24,0.62,-6.62,174.0,-2.49,4.16,-9.4
3,BA,kfpsic,turn,82.7,0.001,-0.027,0.001,129,-4.57,4.97,9.51,-5.23,-2.12,-7.35,151.28,-3.76,4.87,-11.11
3,BA,kfc,c10,10.0,0.002,-0.027,0.001,202,-2.22,3.71,8.88,-8.36,1.64,-6.72,224.0,-1.39,3.9,-7.64
3,BA,kfc,c30,30.0,0.03,-0.027,0.001,182,-6.62,7.82,15.48,-13.71,0.44,-13.27,204.0,-5.74,7.54,-13.21
3,BA,kfc,c60,60.0,-0.015,-0.027,0.001,151,-2.37,3.09,6.93,-4.79,0.21,-4.58,174.0,-1.68,3.37,-6.95
3,BA,kfc,turn,82.7,-0.006,-0.027,0.001,129,-3.97,4.35,8.43,-4.3,-1.99,-6.29,151.28,-3.16,4.32,-10.19
3,BA,kfpsic2d,c10,10.0,0.001,-0.027,0.001,202,-1.08,2.57,7.06,-6.51,1.61,-4.9,224.0,-0.25,3.1,-5.79
3,BA,kfpsic2d,c30,30.0,0.001,-0.027,0.001,182,-2.81,3.61,8.55,-6.77,0.38,-6.39,204.0,-1.93,3.72,-6.27
3,BA,kfpsic2d,c60,60.0,0.001,-0.027,0.001,151,-1.49,2.6,6.84,-5.29,0.61,-4.68,174.0,-0.8,3.17,-7.45
3,BA,kfpsic2d,turn,82.7,0.001,-0.027,0.001,129,-2.59,3.24,7.57,-4.37,-1.05,-5.41,151.28,-1.77,3.51,-10.25
3,BA,kfpsic_notilt,c10,10.0,0.001,-0.027,0.001,202,-1.65,3.04,7.42,-6.77,1.64,-5.13,224.0,-0.82,3.38,-6.05
3,BA,kfpsic_notilt,c30,30.0,0.001,-0.027,0.001,182,-3.53,4.28,8.98,-7.09,0.4,-6.69,204.0,-2.64,4.26,-6.59
3,BA,kfpsic_notilt,c60,60.0,0.001,-0.027,0.001,151,-2.34,3.19,7.26,-5.55,0.58,-4.97,174.0,-1.65,3.5,-7.71
3,BA,kfpsic_notilt,turn,82.7,0.001,-0.027,0.001,129,-3.49,3.92,7.91,-4.18,-1.43,-5.62,151.28,-2.68,3.99,-10.07
4,AB,robust,c10,10.0,0.015,0.002,0.015,231,4.77,5.19,9.93,-2.51,6.06,3.55,238.23,4.55,4.88,-1.95
4,AB,robust,c30,30.0,0.015,0.002,0.015,212,4.66,5.1,9.93,-1.23,4.78,3.55,218.23,4.48,4.82,-2.31
4,AB,robust,c60,60.0,0.015,0.002,0.015,181,4.61,5.08,9.93,-2.4,5.95,3.55,188.23,4.35,4.71,-2.77
4,AB,robust,turn,132.1,0.015,0.002,0.015,109,4.46,4.91,9.5,-1.92,5.47,3.55,116.08,4.17,4.57,-1.98
4,AB,kfpsi,c10,10.0,0.015,0.002,0.015,231,0.53,2.13,5.75,-2.51,1.82,-0.68,238.23,0.32,1.79,-1.95
4,AB,kfpsi,c30,30.0,0.015,0.002,0.015,212,-0.58,2.15,6.75,-1.19,-0.49,-1.69,218.23,-0.76,1.93,-2.27
4,AB,kfpsi,c60,60.0,0.015,0.002,0.015,181,-0.61,2.2,6.74,-2.4,0.73,-1.67,188.23,-0.87,2.01,-2.77
4,AB,kfpsi,turn,132.1,0.015,0.002,0.015,109,1.15,2.33,6.18,-1.92,2.15,0.24,116.08,0.85,2.06,-1.98
4,AB,kfpsic,c10,10.0,0.015,0.002,0.015,231,0.74,2.19,5.9,-2.51,2.03,-0.48,238.23,0.52,1.83,-1.95
4,AB,kfpsic,c30,30.0,0.015,0.002,0.015,212,-0.65,2.17,6.82,-1.15,-0.61,-1.75,218.23,-0.83,1.96,-2.22
4,AB,kfpsic,c60,60.0,0.015,0.002,0.015,181,-0.66,2.22,6.79,-2.4,0.68,-1.72,188.23,-0.92,2.04,-2.77
4,AB,kfpsic,turn,132.1,0.015,0.002,0.015,109,1.29,2.41,6.32,-1.92,2.29,0.37,116.08,0.99,2.12,-1.98
4,AB,kfc,c10,10.0,0.043,0.002,0.015,231,-2.61,4.05,9.24,-8.92,1.89,-7.04,238.23,-2.83,4.14,-8.37
4,AB,kfc,c30,30.0,0.01,0.002,0.015,212,-0.47,2.1,6.63,-0.17,-0.92,-1.08,218.23,-0.65,1.81,-1.24
4,AB,kfc,c60,60.0,0.002,0.002,0.015,181,0.66,2.2,5.63,-0.25,0.92,0.67,188.23,0.39,1.76,-0.61
4,AB,kfc,turn,132.1,-0.002,0.002,0.015,109,1.57,2.54,5.89,-0.21,1.72,1.5,116.08,1.27,2.12,-0.28
4,AB,kfpsic2d,c10,10.0,0.015,0.002,0.015,231,0.11,2.18,6.89,-3.33,1.94,-1.39,238.23,-0.1,1.89,-2.77
4,AB,kfpsic2d,c30,30.0,0.015,0.002,0.015,212,-1.18,2.46,8.03,-1.88,-0.64,-2.52,218.23,-1.36,2.33,-2.95
4,AB,kfpsic2d,c60,60.0,0.015,0.002,0.015,181,-1.18,2.49,7.91,-3.09,0.69,-2.4,188.23,-1.44,2.38,-3.46
4,AB,kfpsic2d,turn,132.1,0.015,0.002,0.015,109,0.24,2.04,5.96,-1.74,1.28,-0.46,116.08,-0.06,1.84,-1.8
4,AB,kfpsic_notilt,c10,10.0,0.015,0.002,0.015,231,0.82,2.19,6.03,-2.05,2.01,-0.05,238.23,0.61,1.83,-1.49
4,AB,kfpsic_notilt,c30,30.0,0.015,0.002,0.015,212,-0.51,2.1,6.54,-0.69,-0.6,-1.28,218.23,-0.69,1.88,-1.76
4,AB,kfpsic_notilt,c60,60.0,0.015,0.002,0.015,181,-0.55,2.16,6.55,-1.99,0.69,-1.3,188.23,-0.81,1.97,-2.36
4,AB,kfpsic_notilt,turn,132.1,0.015,0.002,0.015,109,1.24,2.35,6.46,-1.48,2.12,0.64,116.08,0.94,2.09,-1.55
5,BA,robust,c10,10.0,0.016,0.019,0.016,241,3.77,4.34,8.41,-1.19,4.64,3.45,245.54,3.75,4.11,-1.28
5,BA,robust,c30,30.0,0.016,0.019,0.016,221,3.77,4.36,8.41,0.73,2.72,3.45,225.54,3.77,4.14,-0.72
5,BA,robust,c60,60.0,0.016,0.019,0.016,191,3.81,4.44,8.41,-0.49,3.94,3.45,195.54,3.75,4.16,-1.77
5,BA,robust,turn,107.9,0.016,0.019,0.016,143,3.55,4.25,8.41,0.51,2.94,3.45,147.65,3.42,3.84,-2.13
5,BA,kfpsi,c10,10.0,0.016,0.019,0.016,241,0.13,2.18,8.29,-1.71,1.51,-0.2,245.54,0.11,1.7,-1.81
5,BA,kfpsi,c30,30.0,0.016,0.019,0.016,221,-0.22,2.2,8.62,0.73,-1.27,-0.53,225.54,-0.22,1.73,-0.72
5,BA,kfpsi,c60,60.0,0.016,0.019,0.016,191,-0.11,2.28,8.55,-0.49,0.03,-0.46,195.54,-0.17,1.81,-1.77
5,BA,kfpsi,turn,107.9,0.016,0.019,0.016,143,-0.95,2.52,9.14,0.51,-1.57,-1.05,147.65,-1.09,2.06,-2.13
5,BA,kfpsic,c10,10.0,0.016,0.019,0.016,241,0.05,2.18,8.37,-1.77,1.48,-0.29,245.54,0.03,1.7,-1.86
5,BA,kfpsic,c30,30.0,0.016,0.019,0.016,221,0.05,2.19,8.35,0.73,-1.0,-0.26,225.54,0.05,1.72,-0.72
5,BA,kfpsic,c60,60.0,0.016,0.019,0.016,191,0.81,2.42,7.63,-0.49,0.94,0.45,195.54,0.75,1.95,-1.77
5,BA,kfpsic,turn,107.9,0.016,0.019,0.016,143,-0.68,2.43,8.87,0.51,-1.3,-0.78,147.65,-0.82,1.93,-2.13
5,BA,kfc,c10,10.0,0.043,0.019,0.016,241,-3.15,4.39,14.17,-8.07,1.42,-6.64,245.54,-3.17,4.25,-8.16
5,BA,kfc,c30,30.0,0.011,0.019,0.016,221,0.36,2.2,7.61,1.79,-1.22,0.58,225.54,0.36,1.68,0.34
5,BA,kfc,c60,60.0,-0.003,0.019,0.016,191,2.26,3.21,7.64,2.98,0.67,3.65,195.54,2.21,2.78,1.7
5,BA,kfc,turn,107.9,0.018,0.019,0.016,143,-0.65,2.43,8.93,0.25,-1.13,-0.89,147.65,-0.79,1.94,-2.4
5,BA,kfpsic2d,c10,10.0,0.016,0.019,0.016,241,0.57,2.28,7.62,-1.11,1.48,0.37,245.54,0.54,1.75,-1.2
5,BA,kfpsic2d,c30,30.0,0.016,0.019,0.016,221,0.63,2.31,7.58,1.43,-1.02,0.41,225.54,0.63,1.78,-0.02
5,BA,kfpsic2d,c60,60.0,0.016,0.019,0.016,191,1.52,2.75,6.83,0.25,0.91,1.16,195.54,1.46,2.27,-1.03
5,BA,kfpsic2d,turn,107.9,0.016,0.019,0.016,143,0.6,2.47,7.79,0.59,-0.39,0.2,147.65,0.47,1.84,-2.05
5,BA,kfpsic_notilt,c10,10.0,0.016,0.019,0.016,241,0.61,2.25,6.88,-0.32,1.44,1.12,245.54,0.59,1.71,-0.41
5,BA,kfpsic_notilt,c30,30.0,0.016,0.019,0.016,221,0.75,2.3,6.78,2.26,-1.05,1.22,225.54,0.75,1.76,0.81
5,BA,kfpsic_notilt,c60,60.0,0.016,0.019,0.016,191,1.74,2.82,6.63,1.14,0.91,2.04,195.54,1.68,2.35,-0.15
5,BA,kfpsic_notilt,turn,107.9,0.016,0.019,0.016,143,0.49,2.36,7.26,1.31,-0.57,0.74,147.65,0.35,1.7,-1.33
6,AB,robust,c10,10.0,0.008,-0.002,0.008,192,2.69,3.41,7.61,4.08,2.02,6.09,196.21,3.76,4.88,0.85
6,AB,robust,c30,30.0,0.008,-0.002,0.008,172,2.83,3.48,7.61,3.82,2.27,6.09,176.21,4.05,5.01,-1.23
6,AB,robust,c60,60.0,0.008,-0.002,0.008,142,3.07,3.68,7.61,4.1,1.99,6.09,146.21,3.92,5.01,-1.05
6,AB,robust,turn,93.5,0.008,-0.002,0.008,108,3.5,3.98,7.61,2.93,3.16,6.09,112.71,4.21,5.34,6.04
6,AB,kfpsi,c10,10.0,0.008,-0.002,0.008,192,2.69,3.41,7.61,4.08,2.02,6.09,196.21,3.76,4.88,0.85
6,AB,kfpsi,c30,30.0,0.008,-0.002,0.008,172,0.67,2.13,5.44,3.71,0.21,3.92,176.21,1.89,3.5,-1.34
6,AB,kfpsi,c60,60.0,0.008,-0.002,0.008,142,-1.0,2.27,6.74,4.18,-2.15,2.02,146.21,-0.15,3.13,-0.97
6,AB,kfpsi,turn,93.5,0.008,-0.002,0.008,108,1.18,2.23,5.29,2.93,0.83,3.77,112.71,1.88,3.79,6.04
6,AB,kfpsic,c10,10.0,0.008,-0.002,0.008,192,1.33,2.48,6.25,4.08,0.65,4.73,196.21,2.4,3.92,0.85
6,AB,kfpsic,c30,30.0,0.008,-0.002,0.008,172,0.82,2.18,5.6,3.69,0.38,4.08,176.21,2.04,3.59,-1.35
6,AB,kfpsic,c60,60.0,0.008,-0.002,0.008,142,1.5,2.53,6.04,4.16,0.36,4.52,146.21,2.35,3.91,-0.99
6,AB,kfpsic,turn,93.5,0.008,-0.002,0.008,108,2.42,3.08,6.54,2.93,2.08,5.01,112.71,3.13,4.54,6.04
6,AB,kfc,c10,10.0,0.008,-0.002,0.008,192,1.33,2.48,6.25,4.08,0.65,4.73,196.21,2.4,3.92,0.85
6,AB,kfc,c30,30.0,0.038,-0.002,0.008,172,-1.7,2.63,6.97,-1.28,0.35,-0.93,176.21,-0.48,3.29,-6.32
6,AB,kfc,c60,60.0,0.015,-0.002,0.008,142,0.8,2.12,5.41,3.26,0.12,3.38,146.21,1.65,3.51,-1.89
6,AB,kfc,turn,93.5,-0.004,-0.002,0.008,108,3.11,3.67,7.77,4.2,2.13,6.33,112.71,3.81,5.06,7.32
6,AB,kfpsic2d,c10,10.0,0.008,-0.002,0.008,192,-0.41,2.04,6.48,1.0,0.66,1.66,196.21,0.66,3.26,-2.22
6,AB,kfpsic2d,c30,30.0,0.008,-0.002,0.008,172,-1.17,2.28,7.18,0.57,0.39,0.96,176.21,0.06,3.18,-4.48
6,AB,kfpsic2d,c60,60.0,0.008,-0.002,0.008,142,-0.89,2.17,6.72,1.07,0.35,1.43,146.21,-0.04,3.12,-4.08
6,AB,kfpsic2d,turn,93.5,0.008,-0.002,0.008,108,-0.58,2.01,6.12,2.2,-0.17,2.03,112.71,0.12,3.21,5.31
6,AB,kfpsic_notilt,c10,10.0,0.008,-0.002,0.008,192,1.4,2.56,6.81,4.68,0.64,5.32,196.21,2.47,3.98,1.46
6,AB,kfpsic_notilt,c30,30.0,0.008,-0.002,0.008,172,0.92,2.26,6.17,4.31,0.38,4.69,176.21,2.14,3.65,-0.74
6,AB,kfpsic_notilt,c60,60.0,0.008,-0.002,0.008,142,1.63,2.63,6.63,4.78,0.36,5.14,146.21,2.48,3.99,-0.37
6,AB,kfpsic_notilt,turn,93.5,0.008,-0.002,0.008,108,2.58,3.21,7.11,3.56,2.07,5.63,112.71,3.29,4.64,6.67
8,BA,robust,c10,10.0,0.021,0.03,0.021,220,3.45,4.37,12.12,-0.51,3.99,3.49,238.18,3.32,4.0,-0.18
8,BA,robust,c30,30.0,0.021,0.03,0.021,200,3.36,4.34,12.12,0.14,3.35,3.49,218.18,3.24,3.96,-0.51
8,BA,robust,c60,60.0,0.021,0.03,0.021,170,3.29,4.35,12.12,-0.14,3.63,3.49,188.18,3.12,3.89,-0.83
8,BA,robust,turn,96.4,0.021,0.03,0.021,134,3.04,4.23,12.12,0.4,3.09,3.49,151.83,2.81,3.69,-0.93
8,BA,kfpsi,c10,10.0,0.021,0.03,0.021,220,0.23,2.7,8.9,-0.51,0.78,0.27,238.18,0.1,2.23,-0.18
8,BA,kfpsi,c30,30.0,0.021,0.03,0.021,200,-0.82,2.87,8.54,0.14,-0.83,-0.69,218.18,-0.94,2.47,-0.51
8,BA,kfpsi,c60,60.0,0.021,0.03,0.021,170,-0.93,3.0,8.58,-0.14,-0.59,-0.73,188.18,-1.1,2.58,-0.83
8,BA,kfpsi,turn,96.4,0.021,0.03,0.021,134,-0.5,2.99,8.57,0.4,-0.46,-0.06,151.83,-0.74,2.5,-0.93
8,BA,kfpsic,c10,10.0,0.021,0.03,0.021,220,-0.53,2.74,8.34,-0.51,0.01,-0.5,238.18,-0.66,2.33,-0.18
8,BA,kfpsic,c30,30.0,0.021,0.03,0.021,200,-0.09,2.76,8.66,0.14,-0.1,0.03,218.18,-0.21,2.29,-0.51
8,BA,kfpsic,c60,60.0,0.021,0.03,0.021,170,-0.13,2.85,8.69,-0.14,0.21,0.06,188.18,-0.3,2.35,-0.83
8,BA,kfpsic,turn,96.4,0.021,0.03,0.021,134,-0.59,3.0,8.49,0.4,-0.54,-0.15,151.83,-0.82,2.53,-0.93
8,BA,kfc,c10,10.0,0.037,0.03,0.021,220,-2.28,3.8,11.41,-3.91,-0.04,-3.95,238.18,-2.41,3.59,-3.58
8,BA,kfc,c30,30.0,-0.006,0.03,0.021,200,2.46,3.83,13.11,5.32,-0.15,5.17,218.18,2.34,3.38,4.67
8,BA,kfc,c60,60.0,-0.0,0.03,0.021,170,2.18,3.61,12.21,3.37,0.77,4.14,188.18,2.01,3.09,2.69
8,BA,kfc,turn,96.4,0.016,0.03,0.021,134,-0.04,2.93,9.2,0.98,-0.29,0.69,151.83,-0.28,2.41,-0.35
8,BA,kfpsic2d,c10,10.0,0.021,0.03,0.021,220,1.05,2.93,10.58,2.08,0.02,2.1,238.18,0.92,2.37,2.4
8,BA,kfpsic2d,c30,30.0,0.021,0.03,0.021,200,1.59,3.23,11.06,2.68,-0.1,2.58,218.18,1.47,2.68,2.03
8,BA,kfpsic2d,c60,60.0,0.021,0.03,0.021,170,1.65,3.31,10.92,2.28,0.16,2.43,188.18,1.48,2.71,1.59
8,BA,kfpsic2d,turn,96.4,0.021,0.03,0.021,134,1.56,3.36,10.61,1.01,1.12,2.13,151.83,1.32,2.73,-0.32
8,BA,kfpsic_notilt,c10,10.0,0.021,0.03,0.021,220,-0.36,2.7,8.45,-0.24,0.02,-0.22,238.18,-0.49,2.25,0.09
8,BA,kfpsic_notilt,c30,30.0,0.021,0.03,0.021,200,0.09,2.74,8.98,0.43,-0.12,0.31,218.18,-0.02,2.25,-0.22
8,BA,kfpsic_notilt,c60,60.0,0.021,0.03,0.021,170,0.13,2.84,9.05,0.2,0.18,0.38,188.18,-0.04,2.3,-0.48
8,BA,kfpsic_notilt,turn,96.4,0.021,0.03,0.021,134,-0.25,2.96,8.85,0.51,-0.34,0.17,151.83,-0.49,2.44,-0.81
9,AB,robust,c10,10.0,0.006,0.014,0.006,213,-3.46,4.15,9.35,3.6,-5.2,-1.59,218.62,-3.67,5.32,4.69
9,AB,robust,c30,30.0,0.006,0.014,0.006,193,-3.35,4.05,9.35,3.52,-5.11,-1.59,198.62,-3.51,5.3,4.6
9,AB,robust,c60,60.0,0.006,0.014,0.006,164,-2.98,3.71,9.35,3.79,-5.38,-1.59,168.62,-2.91,4.88,6.59
9,AB,robust,turn,113.0,0.006,0.014,0.006,110,-2.33,3.18,9.35,2.62,-4.21,-1.59,115.57,-2.03,4.58,8.26
9,AB,kfpsi,c10,10.0,0.006,0.014,0.006,213,1.52,2.75,7.63,3.6,-0.21,3.39,218.62,1.31,4.06,4.69
9,AB,kfpsi,c30,30.0,0.006,0.014,0.006,193,2.16,3.14,8.15,3.52,0.39,3.91,198.62,1.99,4.45,4.6
9,AB,kfpsi,c60,60.0,0.006,0.014,0.006,164,3.44,4.09,9.06,3.73,1.1,4.82,168.62,3.51,5.26,6.53
9,AB,kfpsi,turn,113.0,0.006,0.014,0.006,110,1.84,2.83,6.81,2.62,-0.04,2.58,115.57,2.14,4.62,8.26
9,AB,kfpsic,c10,10.0,0.006,0.014,0.006,213,2.93,3.72,9.04,3.6,1.2,4.8,218.62,2.73,4.71,4.69
9,AB,kfpsic,c30,30.0,0.006,0.014,0.006,193,1.7,2.85,7.69,3.52,-0.06,3.46,198.62,1.54,4.26,4.6
9,AB,kfpsic,c60,60.0,0.006,0.014,0.006,164,2.03,3.0,7.66,3.76,-0.34,3.42,168.62,2.1,4.45,6.56
9,AB,kfpsic,turn,113.0,0.006,0.014,0.006,110,1.5,2.62,6.47,2.62,-0.38,2.24,115.57,1.8,4.48,8.26
9,AB,kfc,c10,10.0,-0.017,0.014,0.006,213,5.4,6.29,12.23,8.33,1.3,9.63,218.62,5.19,7.0,9.41
9,AB,kfc,c30,30.0,0.041,0.014,0.006,193,-1.82,2.81,9.71,-3.01,-0.33,-3.34,198.62,-1.99,3.98,-1.93
9,AB,kfc,c60,60.0,0.015,0.014,0.006,164,1.56,2.61,7.18,2.46,-0.17,2.29,168.62,1.63,4.12,5.27
9,AB,kfc,turn,113.0,0.03,0.014,0.006,110,-0.18,2.24,7.49,0.15,-0.83,-0.68,115.57,0.12,3.97,5.79
9,AB,kfpsic2d,c10,10.0,0.006,0.014,0.006,213,1.91,2.75,7.18,2.14,1.15,3.29,218.62,1.7,3.94,3.22
9,AB,kfpsic2d,c30,30.0,0.006,0.014,0.006,193,0.66,2.09,5.91,2.09,-0.06,2.02,198.62,0.49,3.73,3.17
9,AB,kfpsic2d,c60,60.0,0.006,0.014,0.006,164,0.91,2.2,5.97,2.44,-0.36,2.08,168.62,0.98,3.87,5.24
9,AB,kfpsic2d,turn,113.0,0.006,0.014,0.006,110,0.25,2.14,6.61,2.74,-1.5,1.24,115.57,0.55,4.12,8.38
9,AB,kfpsic_notilt,c10,10.0,0.006,0.014,0.006,213,2.98,3.79,9.22,4.1,1.2,5.29,218.62,2.77,4.78,5.18
9,AB,kfpsic_notilt,c30,30.0,0.006,0.014,0.006,193,1.77,2.93,7.89,4.03,-0.07,3.96,198.62,1.6,4.33,5.11
9,AB,kfpsic_notilt,c60,60.0,0.006,0.014,0.006,164,2.13,3.1,7.87,4.28,-0.34,3.94,168.62,2.2,4.53,7.08
