run,dir,cut,variant,outage_m,outage_s,end_m,drift_pct,rmse_m,max_m,after_stop_m,after_stop_s,k_end,err_at_return_m,err_3s_after_m,max_step_m
1,AB,c10,plain,293.59,101.99,26.38,8.99,13.04,26.6,26.27,15.0,1.0,,,
1,AB,c10,gen_k1,293.59,101.99,24.65,8.4,12.56,24.87,24.54,15.0,1.0,,,
1,AB,c10,gen,293.59,101.99,25.28,8.61,12.4,25.48,25.17,15.0,1.033,,,
1,AB,c10,cor_k1,293.59,101.99,6.25,2.13,9.19,12.39,6.28,15.0,1.0,,,
1,AB,c10,cor,293.59,101.99,2.63,0.9,5.22,8.69,2.57,15.0,1.033,,,
1,AB,c10,cor_lm,293.59,101.99,2.63,0.9,5.41,8.9,2.57,15.0,1.033,,,
1,AB,c30,plain,228.88,81.99,15.3,6.68,7.32,15.51,15.19,15.0,1.0,,,
1,AB,c30,gen_k1,228.88,81.99,13.8,6.03,7.08,14.02,13.69,15.0,1.0,,,
1,AB,c30,gen,228.88,81.99,15.65,6.84,7.65,15.81,15.56,15.0,1.04,,,
1,AB,c30,cor_k1,228.88,81.99,8.79,3.84,10.1,13.12,8.89,15.0,1.0,,,
1,AB,c30,cor,228.88,81.99,6.43,2.81,7.61,9.89,6.55,15.0,1.018,,,
1,AB,c30,cor_lm,228.88,81.99,6.89,3.01,8.26,10.7,7.01,15.0,1.013,,,
1,AB,c60,plain,139.77,51.99,14.04,10.04,7.96,14.25,13.93,15.0,1.0,,,
1,AB,c60,gen_k1,139.77,51.99,13.67,9.78,8.49,13.89,13.55,15.0,1.0,,,
1,AB,c60,gen,139.77,51.99,14.97,10.71,8.81,15.16,14.87,15.0,1.032,,,
1,AB,c60,cor_k1,139.77,51.99,4.84,3.46,5.91,7.87,4.95,15.0,1.0,,,
1,AB,c60,cor,139.77,51.99,5.32,3.81,5.51,8.85,5.39,15.0,1.057,,,
1,AB,c60,cor_lm,139.77,51.99,5.32,3.81,5.35,8.56,5.39,15.0,1.056,,,
1,AB,turn,plain,224.46,80.46,15.15,6.75,7.31,15.36,15.04,15.0,1.0,,,
1,AB,turn,gen_k1,224.46,80.46,13.75,6.13,7.1,13.97,13.64,15.0,1.0,,,
1,AB,turn,gen,224.46,80.46,15.42,6.87,7.56,15.59,15.33,15.0,1.038,,,
1,AB,turn,cor_k1,224.46,80.46,8.55,3.81,10.07,12.98,8.65,15.0,1.0,,,
1,AB,turn,cor,224.46,80.46,6.29,2.8,7.79,9.99,6.4,15.0,1.016,,,
1,AB,turn,cor_lm,224.46,80.46,6.77,3.02,8.43,10.76,6.89,15.0,1.012,,,
1,AB,c30r,gen_k1,,,,,,,,,,2.331359800965946,2.0201038430425244,0.3407588426329216
1,AB,c30r,gen,,,,,,,,,,2.6415413603769466,3.513385676205867,0.345489195131083
1,AB,c30r,cor_k1,,,,,,,,,,10.007135957654766,9.377582558761638,0.5635737174987903
