run,dir,cut,variant,outage_m,outage_s,end_m,drift_pct,rmse_m,max_m,after_stop_m,after_stop_s,k_end,err_at_return_m,err_3s_after_m,max_step_m
9,AB,c30r,cor_lm,,,,,,,,,,3.597035503452648,3.547897081797768,0.8814185555756476
10,BA,c10,plain,850.28,206.99,21.81,2.57,14.35,22.72,21.86,15.0,1.0,,,
10,BA,c10,gen_k1,850.28,206.99,26.2,3.08,16.01,26.95,26.3,15.0,1.0,,,
10,BA,c10,gen,850.28,206.99,26.84,3.16,15.93,27.63,26.95,15.0,0.996,,,
10,BA,c10,cor_k1,850.28,206.99,9.36,1.1,4.99,10.27,9.52,15.0,1.0,,,
10,BA,c10,cor,850.28,206.99,14.65,1.72,7.13,15.59,14.83,15.0,0.994,,,
10,BA,c10,cor_lm,850.28,206.99,14.35,1.69,6.96,15.29,14.53,15.0,0.994,,,
10,BA,c30,plain,762.25,186.99,18.8,2.47,13.59,19.58,18.82,15.0,1.0,,,
10,BA,c30,gen_k1,762.25,186.99,22.54,2.96,14.66,23.23,22.62,15.0,1.0,,,
10,BA,c30,gen,762.25,186.99,33.47,4.39,26.93,34.55,33.35,15.0,1.045,,,
10,BA,c30,cor_k1,762.25,186.99,7.08,0.93,4.62,9.73,7.22,15.0,1.0,,,
10,BA,c30,cor,762.25,186.99,13.0,1.71,21.41,31.15,12.76,15.0,1.041,,,
10,BA,c30,cor_lm,762.25,186.99,13.0,1.71,21.41,31.15,12.76,15.0,1.041,,,
10,BA,c60,plain,634.67,156.99,2.92,0.46,6.34,10.62,3.08,15.0,1.0,,,
10,BA,c60,gen_k1,634.67,156.99,6.16,0.97,9.14,13.96,6.34,15.0,1.0,,,
10,BA,c60,gen,634.67,156.99,11.51,1.81,8.36,12.45,11.72,15.0,0.985,,,
10,BA,c60,cor_k1,634.67,156.99,7.14,1.13,6.59,13.01,7.21,15.0,1.0,,,
10,BA,c60,cor,634.67,156.99,8.99,1.42,6.95,13.42,9.1,15.0,0.993,,,
10,BA,c60,cor_lm,634.67,156.99,8.84,1.39,6.96,13.37,8.96,15.0,0.993,,,
10,BA,turn,plain,470.15,118.44,5.86,1.25,3.52,6.64,6.03,15.0,1.0,,,
10,BA,turn,gen_k1,470.15,118.44,9.1,1.94,7.19,10.04,9.28,15.0,1.0,,,
