run,dir,variant,cut,t_cut,bias_cut_dps,bias_oracle_dps,bias_stand_dps,n,mean_deg,rms_deg,max_abs_deg,drift_deg,start_err_deg,end_err_deg,outage_s,brg_mean_deg,brg_rms_deg,brg_drift_deg
9,BA,kfct,turn,61.5,-0.007,-0.012,-0.008,28,-1.08,3.62,10.1,1.88,-2.42,-0.53,31.28,-0.2,1.46,-0.27
10,AB,kfct,c10,10.0,-0.024,-0.04,-0.024,57,1.27,3.02,10.59,3.06,0.25,3.31,59.46,0.81,4.88,-1.39
10,AB,kfct,c30,30.0,-0.023,-0.04,-0.024,37,0.79,2.78,6.33,4.36,-1.44,2.92,39.46,-1.67,2.86,-1.74
10,AB,kfct,turn,21.3,-0.023,-0.04,-0.024,45,1.12,3.14,10.24,0.41,2.51,2.92,48.11,-0.23,4.77,-5.09
11,BA,kfct,c10,10.0,-0.008,-0.039,-0.006,49,-2.3,3.03,6.79,-1.28,-1.82,-3.1,51.6,-1.0,7.25,-5.3
11,BA,kfct,c30,30.0,-0.015,-0.039,-0.006,29,-1.62,2.56,5.66,1.45,-3.24,-1.79,31.6,-2.61,7.99,-3.58
11,BA,kfct,turn,37.2,-0.015,-0.039,-0.006,21,-1.26,2.15,4.9,-1.05,-0.74,-1.79,24.4,-2.88,8.46,-6.24
12,AB,kfct,c10,10.0,0.017,-0.028,0.018,58,-1.47,3.71,13.51,0.32,-0.72,-0.4,59.61,-0.03,3.14,2.26
12,AB,kfct,c30,30.0,0.019,-0.028,0.018,38,-1.97,3.27,9.4,-0.06,-1.06,-1.13,39.61,-0.34,3.2,2.37
12,AB,kfct,turn,21.7,0.019,-0.028,0.018,46,-2.19,4.2,14.14,0.48,-1.6,-1.13,47.89,-0.71,3.19,3.63
13,BA,kfct,c10,10.0,-0.01,0.021,-0.017,53,0.01,2.73,10.64,-0.05,-0.25,-0.3,59.65,-0.78,4.18,3.2
13,BA,kfct,c30,30.0,-0.002,0.021,-0.017,33,-0.41,3.35,10.85,-0.03,-0.65,-0.68,39.65,-2.04,4.48,2.08
13,BA,kfct,turn,39.7,-0.002,0.021,-0.017,24,-0.34,3.74,10.85,1.05,-1.72,-0.68,29.95,-1.32,4.01,1.81
14,AB,kfct,c10,10.0,-0.055,-0.038,-0.055,57,4.35,5.44,15.69,1.07,4.53,5.6,59.52,4.55,6.38,-1.18
14,AB,kfct,c30,30.0,-0.039,-0.038,-0.055,37,2.11,2.76,4.59,2.55,0.28,2.83,39.52,0.35,2.94,5.83
14,AB,kfct,turn,19.6,-0.039,-0.038,-0.055,48,1.92,3.92,13.62,1.6,1.23,2.83,49.91,1.21,4.14,-0.63
15,BA,kfct,c10,10.0,0.002,-0.026,0.002,63,-1.15,3.22,14.92,-2.46,-1.17,-3.63,66.35,1.22,3.3,4.56
15,BA,kfct,c30,30.0,0.011,-0.026,0.002,43,-1.83,3.89,15.13,-4.32,0.28,-4.04,46.35,0.8,3.14,0.54
15,BA,kfct,c60,60.0,-0.004,-0.026,0.002,13,-1.73,2.55,4.73,-2.97,-0.1,-3.07,16.35,4.12,4.29,0.14
15,BA,kfct,turn,45.8,0.011,-0.026,0.002,27,-2.26,4.65,15.13,-1.64,-2.4,-4.04,30.54,1.05,2.9,4.19
16,AB,kfct,c10,10.0,-0.036,-0.025,-0.036,76,2.57,4.39,13.66,3.51,0.81,4.33,79.42,2.55,3.24,3.65
16,AB,kfct,c30,30.0,-0.035,-0.025,-0.036,56,2.46,3.58,9.26,0.69,2.96,3.65,59.42,2.45,3.07,1.59
16,AB,kfct,c60,60.0,-0.039,-0.025,-0.036,26,3.61,4.28,7.26,1.24,2.79,4.02,29.42,3.72,3.91,0.46
16,AB,kfct,turn,22.0,-0.035,-0.025,-0.036,65,2.22,4.35,13.04,-0.96,4.62,3.65,67.45,2.19,2.96,2.64
17,BA,kfct,c10,10.0,-0.04,0.022,-0.041,68,4.36,5.75,15.76,1.91,2.52,4.43,71.88,4.35,4.73,3.21
17,BA,kfct,c30,30.0,-0.038,0.022,-0.041,48,3.36,5.28,14.43,-0.66,3.71,3.05,51.88,3.3,3.78,1.36
17,BA,kfct,c60,60.0,-0.038,0.022,-0.041,18,3.54,4.03,8.37,0.42,2.63,3.05,21.88,4.38,4.64,1.1
17,BA,kfct,turn,52.6,-0.038,0.022,-0.041,26,3.22,6.23,14.43,3.18,-0.13,3.05,29.26,3.97,4.47,1.69
18,AB,kfct,c10,10.0,-0.004,-0.045,-0.004,64,-1.59,4.4,18.75,-0.24,-1.44,-1.68,65.54,-4.48,6.89,-5.44
18,AB,kfct,c30,30.0,-0.005,-0.045,-0.004,43,-1.18,2.7,6.29,1.42,-2.24,-0.81,45.54,-5.86,6.96,2.62
18,AB,kfct,c60,60.0,-0.009,-0.045,-0.004,14,0.79,1.7,3.04,-1.46,1.08,-0.38,15.54,-3.05,4.31,-2.34
18,AB,kfct,turn,20.4,-0.005,-0.045,-0.004,53,-0.67,4.3,17.93,-3.52,2.71,-0.81,55.1,-4.44,6.9,-9.46
19,BA,kfct,c10,10.0,0.01,0.038,0.01,54,2.63,3.14,5.6,-1.05,2.64,1.6,57.32,5.16,7.77,-4.3
19,BA,kfct,c30,30.0,0.01,0.038,0.01,34,2.25,2.84,5.3,-0.27,1.87,1.6,37.32,3.3,7.0,-7.35
19,BA,kfct,turn,40.4,0.01,0.038,0.01,24,2.32,2.73,5.3,-2.12,3.71,1.6,26.95,2.11,6.55,-5.56
20,AB,kfct,c10,10.0,-0.005,-0.033,-0.005,64,-1.97,3.06,8.87,1.36,-2.48,-1.13,67.49,-3.22,6.98,-2.99
20,AB,kfct,c30,30.0,-0.005,-0.033,-0.005,44,-1.98,2.79,7.16,1.74,-2.87,-1.13,47.49,-4.54,6.18,0.13
20,AB,kfct,c60,60.0,-0.006,-0.033,-0.005,14,1.86,2.09,3.41,-0.42,1.84,1.42,17.49,0.64,3.12,-1.57
20,AB,kfct,turn,19.2,-0.005,-0.033,-0.005,55,-1.88,3.05,8.87,1.11,-2.24,-1.13,58.28,-3.88,7.3,1.54
21,BA,kfct,c10,10.0,-0.01,-0.003,-0.014,70,-1.62,3.62,15.3,-2.75,-1.3,-4.06,72.21,-1.65,2.29,1.01
21,BA,kfct,c30,30.0,-0.026,-0.003,-0.014,50,0.03,3.61,13.68,-2.55,0.51,-2.05,52.21,0.02,1.7,0.58
21,BA,kfct,c60,60.0,-0.011,-0.003,-0.014,20,-1.67,2.8,6.01,-2.54,-0.69,-3.23,22.21,-0.39,1.48,-0.64
21,BA,kfct,turn,50.8,-0.011,-0.003,-0.014,29,-1.53,4.48,14.47,-1.07,-2.16,-3.23,31.44,-0.58,1.73,0.17
1,AB,kfc_loose,c10,10.0,0.266,0.042,-0.032,92,-11.07,12.65,21.24,-17.93,-1.4,-19.32,101.99,-11.68,12.93,-19.47
1,AB,kfc_loose,c30,30.0,0.165,0.042,-0.032,72,-7.11,7.9,15.36,-8.09,-1.74,-9.84,81.99,-7.72,8.08,-6.12
1,AB,kfc_loose,c60,60.0,-0.02,0.042,-0.032,42,3.85,4.38,7.24,3.86,1.63,5.49,51.99,3.68,4.17,3.72
1,AB,kfc_loose,turn,31.5,0.165,0.042,-0.032,71,-7.2,7.95,15.36,-6.7,-3.13,-9.84,80.46,-7.76,8.11,-6.08
2,BA,kfc_loose,c10,10.0,0.183,-0.031,-0.015,82,-9.4,11.04,22.45,-17.97,-0.61,-18.58,85.21,-9.27,10.55,-15.16
2,BA,kfc_loose,c30,30.0,-0.017,-0.031,-0.015,62,-0.54,2.54,11.29,-2.73,0.85,-1.88,65.21,-0.3,1.48,0.0
2,BA,kfc_loose,c60,60.0,-0.015,-0.031,-0.015,32,-1.34,3.32,11.5,0.65,-2.81,-2.16,35.21,-0.36,1.63,-1.66
2,BA,kfc_loose,turn,60.9,-0.015,-0.031,-0.015,32,-1.34,3.32,11.5,0.65,-2.81,-2.16,34.26,-0.36,1.63,-1.66
3,AB,kfc_loose,c10,10.0,-0.224,-0.053,-0.026,82,8.83,10.35,20.85,18.1,0.86,18.97,91.73,8.91,10.33,16.02
3,AB,kfc_loose,c30,30.0,-0.043,-0.053,-0.026,62,0.53,2.89,10.7,4.47,-0.93,3.54,71.73,0.84,1.63,1.17
3,AB,kfc_loose,c60,60.0,-0.045,-0.053,-0.026,32,0.45,2.39,5.1,5.26,-1.68,3.58,41.73,1.21,1.73,1.08
3,AB,kfc_loose,turn,29.6,-0.043,-0.053,-0.026,63,0.62,2.96,10.7,3.32,0.22,3.54,72.1,0.81,1.63,1.36
4,BA,kfc_loose,c10,10.0,0.347,-0.038,-0.031,73,-15.95,18.16,31.51,-27.53,-2.02,-29.55,76.58,-15.95,17.85,-24.45
4,BA,kfc_loose,c30,30.0,-0.016,-0.038,-0.031,53,-1.71,3.23,11.37,-1.09,-1.68,-2.77,56.58,-1.61,2.12,0.14
4,BA,kfc_loose,c60,60.0,-0.032,-0.038,-0.031,22,-0.98,2.09,5.5,-1.8,0.12,-1.68,26.58,-0.45,1.07,1.31
4,BA,kfc_loose,turn,55.0,-0.032,-0.038,-0.031,27,-1.18,3.49,10.66,0.37,-2.05,-1.68,31.55,-0.47,1.05,0.77
5,AB,kfc_loose,c10,10.0,0.033,-0.03,-0.016,80,-1.85,3.25,7.65,-2.24,-0.03,-2.27,84.07,-1.71,2.3,-3.03
5,AB,kfc_loose,c30,30.0,0.07,-0.03,-0.016,60,-4.31,4.98,8.63,-0.05,-5.05,-5.09,64.07,-3.85,4.26,-5.21
5,AB,kfc_loose,c60,60.0,-0.032,-0.03,-0.016,30,1.22,2.39,6.75,2.05,0.63,2.68,34.07,1.81,2.22,0.67
5,AB,kfc_loose,turn,26.9,0.07,-0.03,-0.016,64,-3.89,4.96,8.63,-5.5,0.41,-5.09,67.19,-3.74,4.17,-4.15
6,BA,kfc_loose,c10,10.0,0.289,-0.008,-0.014,74,-12.67,14.73,34.05,-22.71,-1.58,-24.29,77.59,-12.76,14.43,-20.4
6,BA,kfc_loose,c30,30.0,0.066,-0.008,-0.014,54,-4.14,5.85,21.98,-4.42,-2.67,-7.1,57.59,-4.3,4.78,-2.95
6,BA,kfc_loose,c60,60.0,0.001,-0.008,-0.014,24,-0.43,3.18,8.28,-7.46,4.83,-2.62,27.59,-0.91,1.31,-0.05
6,BA,kfc_loose,turn,56.6,0.001,-0.008,-0.014,28,-1.55,5.5,18.99,1.34,-3.97,-2.62,31.02,-1.12,2.71,0.72
7,AB,kfc_loose,c10,10.0,0.107,-0.05,-0.014,79,-6.42,8.01,17.23,-9.09,-0.95,-10.04,81.98,-6.26,7.19,-9.54
7,AB,kfc_loose,c30,30.0,-0.038,-0.05,-0.014,59,-0.21,3.06,13.45,7.73,-5.87,1.86,61.98,0.39,1.58,0.54
7,AB,kfc_loose,c60,60.0,-0.034,-0.05,-0.014,29,-0.08,1.74,3.57,3.05,-1.43,1.63,31.98,0.55,1.14,0.3
7,AB,kfc_loose,turn,26.7,-0.038,-0.05,-0.014,63,0.31,3.97,17.8,-1.83,3.69,1.86,65.26,0.56,2.34,-1.71
9,BA,kfc_loose,c10,10.0,0.595,-0.012,-0.008,80,-24.54,28.46,49.73,-45.16,-1.62,-46.78,82.78,-24.53,28.22,-43.01
9,BA,kfc_loose,c30,30.0,-0.029,-0.012,-0.008,60,0.43,2.73,8.92,1.22,-0.07,1.15,62.78,0.48,1.62,2.14
9,BA,kfc_loose,c60,60.0,-0.004,-0.012,-0.008,29,-1.1,3.61,10.2,2.78,-3.49,-0.71,32.78,-0.3,1.46,-0.72
9,BA,kfc_loose,turn,61.5,-0.004,-0.012,-0.008,28,-1.22,3.66,10.2,1.81,-2.52,-0.71,31.28,-0.34,1.48,-0.34
10,AB,kfc_loose,c10,10.0,-0.258,-0.04,-0.024,57,9.1,10.39,19.63,15.0,2.18,17.18,59.46,8.63,9.86,10.55
10,AB,kfc_loose,c30,30.0,0.038,-0.04,-0.024,37,-1.7,3.02,7.68,2.4,-2.95,-0.55,39.46,-4.16,4.81,-3.71
10,AB,kfc_loose,turn,21.3,0.038,-0.04,-0.024,45,-1.12,3.2,9.26,-2.04,1.49,-0.55,48.11,-2.47,5.7,-7.54
11,BA,kfc_loose,c10,10.0,-0.569,-0.039,-0.006,49,13.39,15.38,26.73,22.93,1.87,24.8,51.6,14.69,16.65,18.9
11,BA,kfc_loose,c30,30.0,-0.148,-0.039,-0.006,29,2.26,3.26,7.02,4.48,-0.86,3.62,31.6,1.28,7.41,-0.55
11,BA,kfc_loose,turn,37.2,-0.148,-0.039,-0.006,21,3.15,3.57,7.02,0.95,2.68,3.62,24.4,1.52,7.81,-4.25
12,AB,kfc_loose,c10,10.0,-0.272,-0.028,0.018,58,8.32,10.17,18.73,14.94,1.86,16.8,59.61,9.75,11.63,16.88
12,AB,kfc_loose,c30,30.0,0.047,-0.028,0.018,38,-3.36,4.31,9.21,-1.24,-1.72,-2.96,39.61,-1.73,3.54,1.19
12,AB,kfc_loose,turn,21.7,0.047,-0.028,0.018,46,-3.45,5.01,14.86,-0.76,-2.2,-2.96,47.89,-1.97,3.56,2.4
13,BA,kfc_loose,c10,10.0,0.61,0.021,-0.017,53,-19.84,22.18,36.29,-29.5,-5.58,-35.08,59.65,-20.64,23.19,-26.26
13,BA,kfc_loose,c30,30.0,0.61,0.021,-0.017,33,-26.23,27.01,36.29,-17.16,-17.93,-35.08,39.65,-27.86,28.51,-15.05
13,BA,kfc_loose,turn,39.7,0.61,0.021,-0.017,24,-28.89,29.4,36.29,-10.77,-24.32,-35.08,29.95,-29.86,30.3,-10.0
14,AB,kfc_loose,c10,10.0,0.054,-0.038,-0.055,57,0.12,3.43,13.48,-4.57,3.13,-1.43,59.52,0.32,5.17,-6.81
14,AB,kfc_loose,c30,30.0,0.176,-0.038,-0.055,37,-6.54,6.9,12.54,-4.12,-5.03,-9.16,39.52,-8.3,8.51,-0.84
14,AB,kfc_loose,turn,19.6,0.176,-0.038,-0.055,48,-5.55,6.89,13.88,-7.42,-1.73,-9.16,49.91,-6.26,7.9,-9.66
15,BA,kfc_loose,c10,10.0,-0.015,-0.026,0.002,63,-0.48,2.99,14.13,-1.47,-1.01,-2.48,66.35,1.89,3.65,5.55
15,BA,kfc_loose,c30,30.0,0.055,-0.026,0.002,43,-3.4,4.94,16.5,-5.95,-0.47,-6.42,46.35,-0.76,3.07,-1.09
15,BA,kfc_loose,c60,60.0,-0.007,-0.026,0.002,13,-1.6,2.45,4.56,-2.96,0.03,-2.93,16.35,4.25,4.42,0.16
15,BA,kfc_loose,turn,45.8,0.055,-0.026,0.002,27,-4.17,5.86,16.5,-2.58,-3.85,-6.42,30.54,-0.86,2.61,3.26
16,AB,kfc_loose,c10,10.0,0.13,-0.025,-0.036,76,-5.4,6.91,16.16,-8.2,-1.36,-9.56,79.42,-5.42,6.15,-8.06
16,AB,kfc_loose,c30,30.0,0.028,-0.025,-0.036,56,-0.41,2.6,8.25,-2.52,1.69,-0.83,59.42,-0.42,1.69,-1.63
16,AB,kfc_loose,c60,60.0,-0.04,-0.025,-0.036,26,3.66,4.32,7.32,1.26,2.83,4.09,29.42,3.77,3.96,0.48
16,AB,kfc_loose,turn,22.0,0.028,-0.025,-0.036,65,-0.37,3.71,12.28,-4.75,3.92,-0.83,67.45,-0.39,1.75,-1.14
17,BA,kfc_loose,c10,10.0,0.156,0.022,-0.041,68,-2.87,5.73,22.16,-10.34,1.46,-8.88,71.88,-2.88,4.49,-9.04
17,BA,kfc_loose,c30,30.0,0.179,0.022,-0.041,48,-5.51,7.44,23.16,-9.91,-0.49,-10.39,51.88,-5.58,6.2,-7.89
17,BA,kfc_loose,c60,60.0,0.179,0.022,-0.041,18,-8.59,8.84,12.44,-2.31,-8.08,-10.39,21.88,-7.75,7.9,-1.63
17,BA,kfc_loose,turn,52.6,0.179,0.022,-0.041,26,-8.04,9.61,23.16,-1.29,-9.1,-10.39,29.26,-7.29,7.58,-2.78
18,AB,kfc_loose,c10,10.0,-0.162,-0.045,-0.004,64,4.45,6.8,15.64,9.02,0.02,9.04,65.54,1.57,5.41,3.82
18,AB,kfc_loose,c30,30.0,-0.101,-0.045,-0.004,43,2.77,4.29,7.65,5.07,-0.1,4.98,45.54,-1.91,4.96,6.27
18,AB,kfc_loose,c60,60.0,-0.044,-0.045,-0.004,14,2.54,2.93,4.66,-1.15,2.69,1.53,15.54,-1.3,3.28,-2.03
18,AB,kfc_loose,turn,20.4,-0.101,-0.045,-0.004,53,2.8,5.33,16.76,1.04,3.94,4.98,55.1,-0.97,5.42,-4.89
19,BA,kfc_loose,c10,10.0,0.025,0.038,0.01,54,2.14,2.84,5.56,-1.91,2.56,0.65,57.32,4.67,7.61,-5.16
19,BA,kfc_loose,c30,30.0,0.025,0.038,0.01,34,1.53,2.37,4.99,-0.78,1.43,0.65,37.32,2.58,6.78,-7.86
19,BA,kfc_loose,turn,40.4,0.025,0.038,0.01,24,1.52,2.19,4.99,-2.6,3.25,0.65,26.95,1.31,6.39,-6.04
20,AB,kfc_loose,c10,10.0,-0.091,-0.033,-0.005,64,1.53,3.49,7.22,6.31,-1.46,4.86,67.49,0.28,6.22,1.96
20,AB,kfc_loose,c30,30.0,-0.091,-0.033,-0.005,44,2.37,3.61,6.88,5.0,-0.15,4.86,47.49,-0.19,4.7,3.39
20,AB,kfc_loose,c60,60.0,-0.022,-0.033,-0.005,14,2.13,2.33,3.74,-0.29,2.04,1.75,17.49,0.91,3.17,-1.43
20,AB,kfc_loose,turn,19.2,-0.091,-0.033,-0.005,55,2.0,3.65,7.22,5.32,-0.47,4.86,58.28,0.0,6.4,5.76
21,BA,kfc_loose,c10,10.0,0.52,-0.003,-0.014,70,-21.34,24.39,44.21,-37.34,-3.66,-41.0,72.21,-21.37,24.0,-33.57
21,BA,kfc_loose,c30,30.0,-0.068,-0.003,-0.014,50,1.41,3.85,12.38,-1.05,1.27,0.22,52.21,1.41,2.34,2.09
21,BA,kfc_loose,c60,60.0,-0.001,-0.003,-0.014,20,-2.54,3.36,6.89,-2.44,-1.6,-4.04,22.21,-1.26,1.89,-0.54
21,BA,kfc_loose,turn,50.8,-0.001,-0.003,-0.014,29,-2.24,4.83,14.98,-1.64,-2.4,-4.04,31.44,-1.3,2.06,-0.4
