t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.009,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.011,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.011,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.010,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.012,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.010,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.011,0.000,,,
1.300,28.52268307,77.57399637,-0.013,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.343,0.000,,,
1.400,28.52268307,77.57399637,-0.013,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.018,0.000,,,
1.500,28.52268307,77.57399637,-0.013,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.006,0.000,,,
1.600,28.52268307,77.57399637,-0.013,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.008,0.000,,,
1.700,28.52268307,77.57399637,-0.013,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.012,0.000,,,
1.800,28.52268307,77.57399637,-0.013,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.335,0.000,,,
1.900,28.52268307,77.57399637,-0.013,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.007,0.000,,,
2.000,28.52268307,77.57399637,-0.013,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.006,0.000,,,
2.100,28.52268307,77.57399637,-0.013,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.013,0.000,,,
2.200,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.050,1,0.019,0.000,,,
2.300,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.050,1,0.340,0.000,,,
2.400,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.050,1,0.024,0.000,,,
2.500,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.161,1,0.179,0.157,,,
2.600,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.163,1,0.122,0.090,,,
2.700,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.160,1,0.094,0.082,,,
2.800,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.160,1,0.439,0.081,,,
2.900,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.155,1,0.115,0.083,,,
3.000,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.161,1,0.112,0.081,,,
3.100,28.52268307,77.57399650,-0.001,0.019,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.159,1,0.096,0.082,,,
3.200,28.52268302,77.57399673,0.022,0.014,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.161,1,0.110,0.083,,,
3.300,28.52268302,77.57399673,0.022,0.014,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.163,1,0.433,0.083,,,
3.400,28.52268302,77.57399673,0.022,0.014,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.166,1,0.098,0.086,,,
3.500,28.52268302,77.57399673,0.022,0.014,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.161,1,0.092,0.081,,,
3.600,28.52268302,77.57399673,0.022,0.014,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.161,1,0.106,0.082,,,
3.700,28.52268302,77.57399673,0.022,0.014,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.163,1,0.111,0.079,,,
3.800,28.52268302,77.57399673,0.022,0.014,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.160,1,0.394,0.081,,,
