t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
97371156918268,1788627317539,85,true,36.2,0,0,5543538688
97376182071547,1788627322564,85,true,36.2,0,0,5538828288
97381200396233,1788627327582,85,true,36.2,0,0,5535547392
97386221642585,1788627332604,85,true,36.2,0,0,5531910144
97391245716958,1788627337628,85,true,36.2,0,0,5526781952
97396280881383,1788627342663,85,true,36.2,0,0,5524230144
97401302768725,1788627347685,85,true,36.2,0,0,5522321408
97406335722161,1788627352718,85,true,36.2,0,0,5552504832
97411434020127,1788627357816,85,true,36.2,0,0,5548224512
97416447086896,1788627362829,85,true,36.2,0,0,5544239104
97421464017936,1788627367846,85,true,36.2,0,0,5540831232
97426481318872,1788627372863,85,true,36.2,0,0,5536415744
97431488324755,1788627377870,85,true,36.2,0,0,5532459008
97436498533712,1788627382881,85,true,36.2,0,0,5528862720
97441829356782,1788627388211,85,true,36.2,0,0,5526609920
97447026724176,1788627393409,85,true,36.2,0,0,5520297984
97453820109955,1788627400202,85,true,36.2,0,0,5518458880
97460174281411,1788627406556,85,true,35.9,0,0,5541183488
97465204254586,1788627411586,85,true,35.9,0,0,5536972800
97470233310626,1788627416615,85,true,36.0,0,0,5533130752
97476307416873,1788627422689,85,true,36.0,0,0,5528866816
97481336099059,1788627427718,85,true,36.0,0,0,5526183936
