t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.111,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.041,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.038,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.032,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.048,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.096,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.105,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.116,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.119,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.098,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.187,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.105,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.087,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.126,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.129,0.000,,,
1.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.154,0.000,,,
1.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.184,0.000,,,
1.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.157,0.000,,,
1.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.128,0.000,,,
2.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.121,0.000,,,
2.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.150,0.000,,,
2.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.144,0.000,,,
2.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.122,0.000,,,
2.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.125,0.000,,,
2.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.155,0.000,,,
2.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.163,0.000,,,
2.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,1.257,1.040,,,
2.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.004,0.050,1,1.237,1.030,,,
2.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,1.066,0.842,,,
3.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,1.181,0.794,,,
3.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,1.062,0.866,,,
3.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.003,0.050,1,1.009,0.809,,,
