t_ns,wall_ms,type,text
97366142264207,1788627312524,SESSION_START,"20260905_222512_NAV_run903"
97366142376238,1788627312524,CALIB_START,"stand still 15s"
97381142292274,1788627327524,CALIB_END,"n_fixes=0"
97381142551285,1788627327525,RIDE_START,""
97467829012918,1788627414211,STOP_CALIB_START,"stand still 15s"
97482829347079,1788627429211,STOP_CALIB_END,"n_fixes=0"
97482840573069,1788627429223,SESSION_END,""
