t_ns,value
97366124385214,52.0
97368124386725,51.0
97368284387819,52.0
97368444388808,51.0
97369724389798,52.0
97370044389954,51.0
97370844387454,50.0
97371324389589,51.0
97371484388652,50.0
97371964387037,51.0
97373564471985,50.0
97373724391933,51.0
97374044386933,50.0
97374364388496,51.0
97378204390006,52.0
97378684386725,51.0
97383004389098,51.0
97385564388421,52.0
97386917836441,52.0
97387083336077,52.0
97398340133004,52.0
97400340135191,51.0
97401540138004,52.0
97405940131598,54.0
97406340132223,56.0
97406473009462,55.0
97406633008837,61.0
97406815362837,64.0
97406975360077,67.0
97407135361900,65.0
97407295361691,68.0
97407455366744,59.0
97407615359712,53.0
97407935359660,56.0
97408095364921,57.0
97408255359869,58.0
97408735362577,57.0
97408895359400,58.0
97409055505494,59.0
97409695374191,61.0
97409855362369,65.0
97410015361014,41.0
97410175359452,48.0
97410495360858,54.0
97410975367941,53.0
97411295362056,54.0
97411455359764,55.0
97411935368150,56.0
97412095359660,52.0
97412255359608,55.0
97412415360962,54.0
97412575364816,52.0
97412735360077,56.0
97413055365025,55.0
97413535359973,56.0
97414015368098,57.0
97414495362108,56.0
97414815360285,57.0
97415455359504,56.0
97415615509869,57.0
97415935362316,56.0
97416255586744,58.0
97416415361952,59.0
97416895362160,60.0
97420255367369,59.0
97420575365546,58.0
97420735359921,48.0
97420895403879,59.0
97421055361744,58.0
97421375359452,49.0
97421535465598,44.0
97421695361744,45.0
97421855361639,50.0
97422015359400,58.0
97422175549660,55.0
97422335361952,57.0
97422495362316,49.0
97422655359764,44.0
97422815362941,43.0
97422975361952,45.0
97423135361900,46.0
97423295359921,47.0
97423455363358,49.0
97423615362056,53.0
97423775420858,55.0
97424095359087,54.0
97424255362004,55.0
97424415362108,54.0
97424575360494,55.0
97424735360233,57.0
97425535362681,58.0
97425695358410,59.0
97426175356639,47.0
97426335357994,58.0
97426495357212,59.0
97426815358358,60.0
97426975357889,55.0
97427135357056,61.0
97428735536639,60.0
97429055362525,61.0
97429215360441,60.0
97430495359504,61.0
97430655361431,60.0
97431455363723,61.0
97432575358879,60.0
97432735362421,61.0
97433375368098,60.0
97433535360702,61.0
97433695364608,60.0
97434015449087,61.0
97438015366119,62.0
97438175361952,59.0
97438975356900,60.0
97439455357994,61.0
97439615357577,62.0
97443935357004,62.0
97446335356483,63.0
97446495387577,50.0
97446655357473,59.0
97446815357160,62.0
97446975356066,63.0
97447135449764,62.0
97447295357369,63.0
97449535361639,62.0
97450335356066,63.0
97450495365806,68.0
97450655364660,70.0
97453535359921,66.0
97453695360025,53.0
97453855361327,48.0
97454015362316,63.0
97455935361327,66.0
97456095366848,68.0
97456415452525,67.0
97459935359712,68.0
97460255358983,67.0
97460415372004,64.0
97460575363462,62.0
97461215362004,64.0
97461375448306,68.0
97462175359660,63.0
97462495362837,62.0
97462655370077,63.0
97463135366639,62.0
97463615359764,63.0
97463775367525,62.0
97465535360285,63.0
97466015362577,61.0
97466175362889,62.0
97466335362681,61.0
97466495363150,55.0
97466655361796,63.0
97468735429586,62.0
97469215357919,63.0
97469375358804,62.0
97469535355211,63.0
97470655357711,66.0
97470815355992,63.0
97470975358804,62.0
97471615356200,63.0
97472095358961,62.0
97472415363648,63.0
97472895359846,62.0
97473055358544,63.0
97473215356357,64.0
97473375356513,63.0
97474015357554,64.0
97474175355732,67.0
97474335417138,69.0
97474495356669,67.0
97474655357034,66.0
97474815355575,62.0
97475935359898,63.0
97476735355627,62.0
97476895359534,63.0
97478175359950,62.0
97478815359690,65.0
97478975362242,62.0
97480255359117,63.0
97480895358752,62.0
97482015366096,63.0
