t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.5970540,30842127410128,28.5271263,77.5772315,151.9652710,3.7900925,0.0000000,,31,0.0463175,0.0310106
2.1790540,30842709410128,28.5271263,77.5772314,151.9650269,3.7900925,0.0000000,,31,0.0433834,0.0298974
3.1819103,30843712266378,28.5271262,77.5772314,151.9674683,3.7900925,0.0000000,,53,0.0384932,0.0265578
4.1816850,30844712041117,28.5271261,77.5772312,151.9771729,3.7900925,0.0000000,,56,0.0248005,0.0143126
5.1906903,30845721046429,28.5271261,77.5772311,151.9987183,3.7900925,0.0000000,,58,0.0140420,0.0065202
6.1791368,30846709492939,28.5271260,77.5772311,152.0101929,3.7900925,0.0000000,,58,0.0071956,0.0031806
7.1900367,30847720392835,28.5271260,77.5772310,152.0214844,3.7900925,0.0000000,,58,0.0003493,-0.0001590
8.1874621,30848717818251,28.5271260,77.5772310,152.0276489,3.7900925,0.0000000,,59,-0.0035629,-0.0012722
9.1812906,30849711646740,28.5271260,77.5772309,152.0302124,3.7900925,0.0000000,,57,-0.0074751,-0.0012722
10.1800425,30850710398666,28.5271259,77.5772307,152.0371704,3.7900925,0.0000000,,56,-0.0241019,-0.0179702
11.1901153,30851720471427,28.5271258,77.5772307,152.0390015,3.7900925,0.0000000,,58,-0.0299702,-0.0224230
12.1825681,30852712924186,28.5271258,77.5772306,152.0402832,3.7900925,0.0000000,,57,-0.0338824,-0.0235362
13.1846928,30853715048926,28.5271258,77.5772306,152.0423584,3.7900925,0.0000000,,57,-0.0368165,-0.0224230
14.1843459,30854714702051,28.5271258,77.5772306,152.0439453,3.7900925,0.0000000,,56,-0.0387726,-0.0224230
15.1875720,30855717928092,28.5271257,77.5772305,152.0479736,3.7900925,0.0000000,,56,-0.0495311,-0.0335550
16.1840019,30856714357987,28.5271256,77.5772304,152.0492554,3.7900925,0.0000000,,56,-0.0593116,-0.0402342
17.1832038,30857713559966,28.5271256,77.5772303,152.0499268,3.7900925,0.0000000,,54,-0.0622457,-0.0413474
18.1870404,30858717396528,28.5271256,77.5772303,152.0503540,3.7900925,0.0000000,,55,-0.0651799,-0.0402342
19.1782511,30859708607205,28.5271257,77.5772303,152.0515747,3.7900925,0.0000000,,54,-0.0671360,-0.0391210
20.1857081,30860716064235,28.5271257,77.5772303,152.0512085,3.7900925,0.0000000,,54,-0.0700701,-0.0380078
21.1864471,30861716803246,28.5271255,77.5772301,152.0551147,3.7900925,0.0000000,,55,-0.0837628,-0.0535926
22.1799814,30862710337568,28.5271255,77.5772301,152.0560303,3.7900925,0.0000000,,55,-0.0896311,-0.0569322
23.1799188,30863710274963,28.5271255,77.5772300,152.0585938,3.7900925,0.0000000,,55,-0.0925652,-0.0558190
24.1785570,30864708913088,28.5271255,77.5772300,152.0597534,3.7900925,0.0000000,,56,-0.0945213,-0.0547058
25.1788431,30865709199233,28.5271255,77.5772300,152.0607300,3.7900925,0.0000000,,55,-0.0974555,-0.0547058
26.1824022,30866712758348,28.5271255,77.5772300,152.0614624,3.7900925,0.0000000,,55,-0.0994116,-0.0535926
27.1780331,30867708389181,28.5271254,77.5772298,152.0651245,3.7900925,0.0000000,,57,-0.1131042,-0.0680642
28.1893592,30868719715274,28.5271254,77.5772298,152.0657349,3.7900925,0.0000000,,56,-0.1179945,-0.0714038
29.1812635,30869711619649,28.5271254,77.5772298,152.0664673,3.7900925,0.0000000,,57,-0.1209286,-0.0725170
30.1805678,30870710923920,28.5271254,77.5772297,152.0686035,3.7900925,0.0000000,,58,-0.1238627,-0.0725170
31.1863456,30871716701732,28.5271254,77.5772297,152.0685425,3.7900925,0.0000000,,59,-0.1258188,-0.0725170
32.1879011,30872718257253,28.5271275,77.5772213,151.8555908,3.7900925,0.9800000,276.3000000,58,-0.9512910,0.1679342
33.1873719,30873717727981,28.5271284,77.5772092,151.9580688,3.7900925,1.2400000,271.4000000,60,-2.1288604,0.2670090
34.1807684,30874711124543,28.5271250,77.5771920,151.7523193,3.7900925,2.0700000,257.2000000,61,-3.8111023,-0.1170450
35.1813175,30875711673657,28.5271215,77.5771708,151.5940552,3.7900925,2.3000000,261.5000000,62,-5.8865193,-0.4999858
36.1881531,30876718509230,28.5271193,77.5771452,151.6513672,3.7900925,2.6800000,265.1000000,62,-8.3922773,-0.7415502
37.1831136,30877713469699,28.5271144,77.5771173,151.5274048,3.7900925,2.9100000,256.8000000,63,-11.1171180,-1.2970370
38.1827735,30878713129646,28.5271066,77.5770887,151.5324097,3.7900925,2.9900000,254.1000000,65,-13.9172684,-2.1575406
