t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.5914086,20099860339435,28.5215485,77.5716058,152.9732666,3.7900925,0.0000000,,46,-0.0440145,-0.1002675
2.4894088,20100758339642,28.5215487,77.5716059,152.9965210,3.7900925,0.0000000,,46,-0.0273868,-0.0846827
3.4822231,20101751153912,28.5215489,77.5716061,153.0103149,3.7900925,0.0000000,,54,-0.0117372,-0.0601923
4.4850781,20102754008964,28.5215492,77.5716061,153.0209961,3.7900925,0.0000000,,59,-0.0058686,-0.0290227
5.4916766,20103760607402,28.5215494,77.5716062,153.0250854,3.7900925,0.0000000,,61,0.0019562,-0.0089851
6.4879177,20104756848547,28.5215495,77.5716063,153.0292358,3.7900925,0.0000000,,59,0.0058686,0.0054865
7.4875805,20105756511308,28.5215496,77.5716063,153.0400391,3.7900925,0.0000000,,60,0.0068467,0.0166185
8.4870703,20106756001098,28.5215497,77.5716063,153.0505371,3.7900925,0.0000000,,61,0.0097810,0.0255241
9.4865459,20107755476775,28.5215497,77.5716063,153.0611572,3.7900925,0.0000000,,58,0.0097810,0.0310901
10.4848327,20108753763493,28.5215498,77.5716063,153.0769653,3.7900925,0.0000000,,60,0.0097810,0.0355429
11.4874921,20109756422973,28.5215498,77.5716063,153.0880127,3.7900925,0.0000000,,59,0.0107591,0.0388825
12.4879514,20110756882243,28.5215498,77.5716063,153.0966797,3.7900925,0.0000000,,58,0.0127153,0.0399957
13.4907885,20111759719326,28.5215498,77.5716063,153.1146240,3.7900925,0.0000000,,59,0.0107591,0.0433353
14.4829459,20112751876721,28.5215499,77.5716063,153.1242676,3.7900925,0.0000000,,59,0.0107591,0.0466749
15.4798935,20113748824377,28.5215499,77.5716063,153.1281738,3.7900925,0.0000000,,57,0.0058686,0.0511277
16.4901244,20114759055262,28.5215521,77.5716063,153.2811890,3.7900925,0.2500000,99.4000000,57,0.0058686,0.2971449
17.4901085,20115759039324,28.5215625,77.5716099,153.2745361,3.7900925,1.6200000,19.9000000,57,0.3618968,1.4559861
18.4880320,20116756962866,28.5215777,77.5716154,153.2919922,3.7900925,1.8800000,19.8000000,62,0.8959390,3.1502765
19.4827450,20117751675834,28.5215958,77.5716248,153.3380127,3.7900925,2.3400000,28.2000000,63,1.8163305,5.1573761
20.4816262,20118750557083,28.5216141,77.5716396,153.6231689,3.7900925,2.5300000,38.3000000,65,3.2639176,7.1989849
21.4877768,20119756707604,28.5216326,77.5716573,153.8336792,3.7900925,2.6800000,40.5000000,65,4.9971096,9.2606313
22.4828991,20120751829895,28.5216524,77.5716748,153.9592285,3.7900925,2.8000000,37.5000000,63,6.7097616,11.4625409
23.4846949,20121753625780,28.5216735,77.5716923,153.9602051,3.7900925,2.8800000,36.6000000,62,8.4185012,13.8102797
24.4892930,20122758223853,28.5216947,77.5717109,154.0922852,3.7900925,2.9800000,38.6000000,62,10.2397222,16.1669241
25.4827542,20123751685051,28.5217146,77.5717320,154.0203857,3.7900925,3.0900000,43.9000000,62,12.3093805,18.3821921
26.4904556,20124759386456,28.5217339,77.5717549,154.0441284,3.7900925,3.1100000,44.9000000,63,14.5472718,20.5295549
27.4924168,20125761347602,28.5217539,77.5717779,154.1210938,3.7900925,3.2200000,43.7000000,61,16.7959222,22.7559549
28.4910351,20126759965986,28.5217740,77.5718016,153.9177246,3.7900925,3.2700000,45.0000000,60,19.1071710,24.9934869
29.4858176,20127754748486,28.5217948,77.5718255,153.8361206,3.7900925,3.3500000,43.3000000,60,21.4477628,27.3122825
